,in,1951,",",rumors,claimed,that,abc,might,be,sold,to,what,network,?
in,1.0,-0.18103405833244324,0.5201468467712402,0.22423382103443146,0.21382014453411102,0.435920387506485,0.1697147786617279,0.26443570852279663,0.3481820821762085,0.2828634977340698,0.45010748505592346,0.30808621644973755,0.19496823847293854,0.20430970191955566
1951,-0.18103405833244324,0.9999998807907104,-0.13638553023338318,0.011818492785096169,-0.05489235743880272,-0.09962082654237747,-0.20744729042053223,-0.08880094438791275,-0.1710980385541916,-0.09829191863536835,-0.14842139184474945,-0.11074689775705338,-0.21502338349819183,-0.20064012706279755
",",0.5201468467712402,-0.13638553023338318,1.0000001192092896,0.24766942858695984,0.24827811121940613,0.4137537479400635,0.2097204476594925,0.2533247768878937,0.39254459738731384,0.28121218085289,0.44245919585227966,0.3087472915649414,0.1932937651872635,0.31091248989105225
a,0.539380669593811,-0.06786880642175674,0.427140474319458,0.1696208119392395,0.19752803444862366,0.47537946701049805,0.21331243216991425,0.4210625886917114,0.39883795380592346,0.2147083878517151,0.45503583550453186,0.3320399522781372,0.17299489676952362,0.23916715383529663
rumor,0.23804797232151031,0.0288974791765213,0.28493252396583557,0.8175150752067566,0.28689447045326233,0.36504697799682617,0.21982228755950928,0.20436526834964752,0.16243572533130646,0.20069573819637299,0.23599737882614136,0.26104360818862915,0.2120894342660904,0.1855040043592453
even,0.29146435856819153,-0.04910678789019585,0.34610581398010254,0.3241218328475952,0.31356146931648254,0.5503504276275635,0.1143842488527298,0.466961145401001,0.4886775612831116,0.18187998235225677,0.46467068791389465,0.40872135758399963,0.19409595429897308,0.30082517862319946
mentioned,0.31094276905059814,-0.04998193681240082,0.3424985706806183,0.28945499658584595,0.3358338475227356,0.38149744272232056,0.10092771053314209,0.30000555515289307,0.2547221779823303,0.16225913166999817,0.28352561593055725,0.3295830190181732,0.06677209585905075,0.3025412857532501
that,0.435920387506485,-0.09962082654237747,0.4137537479400635,0.40580374002456665,0.38060468435287476,1.0,0.17440107464790344,0.5377011895179749,0.6036020517349243,0.1977335810661316,0.5436353087425232,0.6297725439071655,0.2984007000923157,0.32716336846351624
the,0.6662389636039734,-0.20524539053440094,0.4933079481124878,0.22800762951374054,0.2761930227279663,0.5473989248275757,0.2068762183189392,0.32504433393478394,0.4248143136501312,0.21929198503494263,0.535392165184021,0.42745697498321533,0.27187061309814453,0.22068053483963013
network,0.19496823847293854,-0.21502338349819183,0.1932937651872635,0.17322249710559845,0.10861148685216904,0.2984007000923157,0.4295894205570221,0.1006089374423027,0.21879678964614868,0.1722508817911148,0.25940340757369995,0.16917307674884796,1.0000001192092896,0.17853789031505585
would,0.30461156368255615,-0.0981643795967102,0.32586824893951416,0.3232792019844055,0.34602072834968567,0.5895259380340576,0.13780725002288818,0.7015697956085205,0.5202695727348328,0.20251506567001343,0.5965728163719177,0.45766422152519226,0.15532255172729492,0.37178951501846313
be,0.3481820821762085,-0.1710980385541916,0.39254459738731384,0.2024078369140625,0.22778548300266266,0.6036020517349243,0.14780379831790924,0.5260229706764221,1.0,0.25204747915267944,0.4972836375236511,0.3929833769798279,0.21879678964614868,0.3324260413646698
sold,0.2828634977340698,-0.09829191863536835,0.28121218085289,0.18522216379642487,0.24622687697410583,0.1977335810661316,0.15177004039287567,0.11013059318065643,0.25204747915267944,1.0,0.17380841076374054,0.16570822894573212,0.1722508817911148,0.14943712949752808
to,0.45010748505592346,-0.14842139184474945,0.44245919585227966,0.21176490187644958,0.2575981914997101,0.5436353087425232,0.1762417107820511,0.5153919458389282,0.4972836375236511,0.17380841076374054,1.0,0.455847829580307,0.25940340757369995,0.29463258385658264
cbs,0.17584392428398132,-0.2275654375553131,0.18569420278072357,0.23387303948402405,0.1840890794992447,0.19930922985076904,0.636570394039154,0.10718026012182236,0.1712784618139267,0.1949542760848999,0.16981691122055054,0.1950361132621765,0.4702880382537842,0.14594407379627228
.,0.5591574311256409,-0.2380293607711792,0.6812511086463928,0.2043885588645935,0.2703448235988617,0.4460422694683075,0.2567209303379059,0.27493223547935486,0.4383580684661865,0.31428393721580505,0.4645031690597534,0.3567904531955719,0.23909442126750946,0.4130953550338745
