,what,khitan,leader,defected,to,the,mongols,?
two,0.23363454639911652,0.15972961485385895,0.12050534039735794,0.3201959729194641,0.3343428373336792,0.43858039379119873,0.17345961928367615,0.19645625352859497
han,0.14963169395923615,0.4974193871021271,0.15871363878250122,0.1679246723651886,0.14111210405826569,0.253618985414505,0.42487093806266785,0.17129439115524292
chinese,0.11643128097057343,0.4207753837108612,0.18680401146411896,0.19770239293575287,0.17416036128997803,0.2785343527793884,0.37191540002822876,0.20843194425106049
leaders,0.2629711329936981,0.21821969747543335,0.7347571849822998,0.28582268953323364,0.25293630361557007,0.3157886564731598,0.30666592717170715,0.13927052915096283
",",0.3087472915649414,0.24559904634952545,0.23893310129642487,0.2808223068714142,0.44245919585227966,0.4933079481124878,0.26664721965789795,0.31091248989105225
shi,0.15057562291622162,0.40431395173072815,0.20980329811573029,0.24260105192661285,0.15120279788970947,0.19417549669742584,0.40658554434776306,0.15530072152614594
tianze,0.1917739063501358,0.4201889634132385,0.262576699256897,0.2889426052570343,0.2400713711977005,0.25219228863716125,0.4104861319065094,0.27177566289901733
",",0.3087472915649414,0.24559904634952545,0.23893310129642487,0.2808223068714142,0.44245919585227966,0.4933079481124878,0.26664721965789795,0.31091248989105225
liu,0.1174992099404335,0.36675238609313965,0.2250298261642456,0.19211633503437042,0.12519606947898865,0.25014159083366394,0.33806243538856506,0.18724565207958221
heima,0.2141161561012268,0.24039137363433838,0.12471425533294678,0.1237490326166153,0.1526934653520584,0.2544136345386505,0.22488170862197876,0.15050309896469116
(,0.2411840260028839,0.21323993802070618,0.2302042543888092,0.14924751222133636,0.30882009863853455,0.33289089798927307,0.1445809006690979,0.40561532974243164
劉黑馬,0.07394551485776901,0.0796668753027916,0.27219897508621216,0.1576516181230545,0.13437965512275696,0.09308664500713348,0.14648748934268951,0.017295971512794495
",",0.3087472915649414,0.24559904634952545,0.23893310129642487,0.2808223068714142,0.44245919585227966,0.4933079481124878,0.26664721965789795,0.31091248989105225
liu,0.1174992099404335,0.36675238609313965,0.2250298261642456,0.19211633503437042,0.12519606947898865,0.25014159083366394,0.33806243538856506,0.18724565207958221
ni,0.09286221861839294,0.29601195454597473,0.15225540101528168,0.10707709193229675,0.09236374497413635,0.09978689253330231,0.07556139677762985,0.11871423572301865
),0.26259949803352356,0.2383548766374588,0.261921226978302,0.1574476659297943,0.31236231327056885,0.3456730246543884,0.15999186038970947,0.42300865054130554
",",0.3087472915649414,0.24559904634952545,0.23893310129642487,0.2808223068714142,0.44245919585227966,0.4933079481124878,0.26664721965789795,0.31091248989105225
and,0.31309178471565247,0.23556430637836456,0.23547638952732086,0.2923040986061096,0.48971283435821533,0.5171257257461548,0.2535054385662079,0.20544172823429108
the,0.42745697498321533,0.28280338644981384,0.27799519896507263,0.3002898693084717,0.535392165184021,1.0,0.310281366109848,0.22068053483963013
khitan,0.23712213337421417,1.0,0.24320705235004425,0.2108999639749527,0.18420425057411194,0.28280338644981384,0.5673909783363342,0.22136270999908447
xiao,0.09562455862760544,0.4310440123081207,0.1678324043750763,0.14816652238368988,0.0943521186709404,0.18192745745182037,0.3797805905342102,0.19247005879878998
zhala,0.1695726066827774,0.5425369143486023,0.21708039939403534,0.17164182662963867,0.17591479420661926,0.26759523153305054,0.40606689453125,0.24475032091140747
(,0.2411840260028839,0.21323993802070618,0.2302042543888092,0.14924751222133636,0.30882009863853455,0.33289089798927307,0.1445809006690979,0.40561532974243164
蕭札剌,0.018916482105851173,0.06058160960674286,0.04764105752110481,0.07290749996900558,0.0156561192125082,0.025238733738660812,-0.024831725284457207,0.09895125776529312
),0.26259949803352356,0.2383548766374588,0.261921226978302,0.1574476659297943,0.31236231327056885,0.3456730246543884,0.15999186038970947,0.42300865054130554
defected,0.15377764403820038,0.2108999639749527,0.28134891390800476,1.0000001192092896,0.2255745679140091,0.3002898693084717,0.27877113223075867,0.09351088106632233
and,0.31309178471565247,0.23556430637836456,0.23547638952732086,0.2923040986061096,0.48971283435821533,0.5171257257461548,0.2535054385662079,0.20544172823429108
commanded,0.18856999278068542,0.25164902210235596,0.37077364325523376,0.286543071269989,0.20634111762046814,0.2883855402469635,0.3094516098499298,0.13454970717430115
the,0.42745697498321533,0.28280338644981384,0.27799519896507263,0.3002898693084717,0.535392165184021,1.0,0.310281366109848,0.22068053483963013
3,0.04473085701465607,0.01621517725288868,0.08620715141296387,-0.004273997154086828,0.09797177463769913,0.06283142417669296,0.11567766219377518,0.005975271109491587
tumens,0.1537509560585022,0.2839905917644501,0.13878151774406433,0.1892457902431488,0.2236592173576355,0.32047373056411743,0.35284197330474854,0.11407921463251114
in,0.30808621644973755,0.20611163973808289,0.22669851779937744,0.25493472814559937,0.45010748505592346,0.6662389636039734,0.22694018483161926,0.20430970191955566
the,0.42745697498321533,0.28280338644981384,0.27799519896507263,0.3002898693084717,0.535392165184021,1.0,0.310281366109848,0.22068053483963013
mongol,0.15870186686515808,0.5881062150001526,0.30179592967033386,0.2545574903488159,0.2125127911567688,0.2924198508262634,0.905461847782135,0.12849251925945282
army,0.1698741316795349,0.29419657588005066,0.2488507330417633,0.24670344591140747,0.22938482463359833,0.31011611223220825,0.31691253185272217,0.180583193898201
.,0.3567904531955719,0.2087598592042923,0.21285216510295868,0.23921620845794678,0.4645031690597534,0.5934505462646484,0.1921418309211731,0.4130953550338745
