,how,much,saharan,dust,is,blown,and,falls,upon,the,caribbean,sea,each,year,?
nasa,0.20395343005657196,0.21932558715343475,0.23333850502967834,0.3085649311542511,0.16681714355945587,0.18383729457855225,0.12810774147510529,0.07671134173870087,0.09966219216585159,0.19786997139453888,0.060444433242082596,0.11641880124807358,0.07703179121017456,0.14521807432174683,0.1809994876384735
's,-0.026164190843701363,0.06731651723384857,0.07983057200908661,-0.038515426218509674,0.02396530658006668,0.0067491293884813786,0.06895173341035843,-0.060951314866542816,-0.10459267348051071,-0.01540423184633255,0.06751542538404465,0.05089695379137993,0.021750088781118393,-0.04087831452488899,-0.023395681753754616
calipso,0.1821621209383011,0.2573757767677307,0.3577364683151245,0.25767600536346436,0.26405012607574463,0.2548010051250458,0.29526641964912415,0.21229445934295654,0.2620002031326294,0.31254130601882935,0.25945940613746643,0.22428201138973236,0.13353198766708374,0.20704394578933716,0.2649646997451782
satellite,0.10482273995876312,0.14917315542697906,0.2311158925294876,0.29698875546455383,0.19278542697429657,0.18345089256763458,0.14566761255264282,0.09535422176122665,0.1273386925458908,0.22563834488391876,0.1785028725862503,0.2591049373149872,0.11691509932279587,0.14653939008712769,0.13568443059921265
has,0.26820555329322815,0.31650421023368835,0.2170426845550537,0.14267772436141968,0.5668748617172241,0.20203065872192383,0.43716782331466675,0.1847171038389206,0.1415819227695465,0.4177538752555847,0.19589130580425262,0.15683573484420776,0.32155683636665344,0.2526876926422119,0.15994466841220856
measured,0.33367615938186646,0.31062760949134827,0.15073637664318085,0.23971869051456451,0.2770887017250061,0.32946905493736267,0.19594891369342804,0.15183322131633759,0.17213666439056396,0.279002845287323,0.16925199329853058,0.21991097927093506,0.28927627205848694,0.18661636114120483,0.17351430654525757
the,0.33890387415885925,0.35023224353790283,0.2361762821674347,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.5171257257461548,0.2708098292350769,0.28184252977371216,1.0,0.3009287416934967,0.30363768339157104,0.470844566822052,0.3609684407711029,0.22068053483963013
amount,0.37087762355804443,0.4935210943222046,0.20258083939552307,0.2806089520454407,0.3016021251678467,0.23308171331882477,0.2668909728527069,0.162252739071846,0.14873479306697845,0.3336862325668335,0.16569724678993225,0.1410193145275116,0.3607456386089325,0.2676939368247986,0.17984020709991455
of,0.2480744868516922,0.2671096920967102,0.1892523616552353,0.25486329197883606,0.4854315221309662,0.19044514000415802,0.5116966962814331,0.23047612607479095,0.3224298357963562,0.733189046382904,0.2305755466222763,0.2707739472389221,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.2351432889699936,0.2716901898384094,1.0,0.17347866296768188,0.41466131806373596,0.19462935626506805,0.22196342051029205,0.11405623704195023,0.2346910536289215,0.178861603140831,0.18881696462631226,0.15729188919067383,0.10882840305566788,0.15803812444210052
