,what,is,the,process,of,changing,light,into,chemical,energy,?
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.2058241218328476,0.4999135136604309,0.2963727116584778,0.33603912591934204,0.31758198142051697,0.21578417718410492,0.22750023007392883,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23962904512882233,1.0,0.2740551233291626,0.18257063627243042,0.32255905866622925,0.22874756157398224,0.26257598400115967,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.733189046382904,0.3233613073825836,0.2649136185646057,0.39493247866630554,0.18641819059848785,0.26756542921066284,0.22068053483963013
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.11290742456912994,0.3177044689655304,0.24572212994098663,0.20408283174037933,0.270794540643692,0.2345050573348999,0.11117629706859589,0.1665669083595276
functions,0.22357098758220673,0.1740858554840088,0.2567043900489807,0.3298652172088623,0.2328059822320938,0.29962730407714844,0.19469736516475677,0.18504740297794342,0.2344726324081421,0.26344943046569824,0.13745930790901184
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23962904512882233,1.0,0.2740551233291626,0.18257063627243042,0.32255905866622925,0.22874756157398224,0.26257598400115967,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.733189046382904,0.3233613073825836,0.2649136185646057,0.39493247866630554,0.18641819059848785,0.26756542921066284,0.22068053483963013
chloroplast,0.23505516350269318,0.20798198878765106,0.21317854523658752,0.38194921612739563,0.2069506198167801,0.18074357509613037,0.35266226530075073,0.17435282468795776,0.4930190145969391,0.3882652223110199,0.12532055377960205
is,0.28837618231773376,1.0,0.5823672413825989,0.21762968599796295,0.4854315221309662,0.25595417618751526,0.2457275241613388,0.2619607150554657,0.2387559562921524,0.2171693742275238,0.22961433231830597
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.2431909292936325,0.48690423369407654,0.33587387204170227,0.19857388734817505,0.2562001943588257,0.3096489906311035,0.2807580232620239,0.15103481709957123
role,0.22614215314388275,0.20847192406654358,0.26607486605644226,0.18332748115062714,0.1797693818807602,0.2209244668483734,0.12589681148529053,0.12190651893615723,0.17543673515319824,0.18328417837619781,0.18676944077014923
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.19851736724376678,0.5696388483047485,0.2604178786277771,0.1819845736026764,0.38021373748779297,0.23203688859939575,0.17693158984184265,0.20430970191955566
photosynthesis,0.261831134557724,0.22769613564014435,0.27159422636032104,0.4415677785873413,0.26824626326560974,0.2997579872608185,0.4307017922401428,0.26107364892959595,0.4647919833660126,0.5107198357582092,0.1871609091758728
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2061346471309662,0.4946078956127167,0.27090439200401306,0.22209852933883667,0.2826121151447296,0.20593619346618652,0.21156731247901917,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.733189046382904,0.3233613073825836,0.2649136185646057,0.39493247866630554,0.18641819059848785,0.26756542921066284,0.22068053483963013
process,0.3466717302799225,0.21762968599796295,0.264274537563324,0.9999998807907104,0.23962904512882233,0.3877200782299042,0.21135006844997406,0.2309553474187851,0.3019576072692871,0.2869214713573456,0.2460896074771881
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.2115318775177002,0.3646814823150635,0.2742876410484314,0.16924326121807098,0.30473223328590393,0.21947693824768066,0.1721600890159607,0.17966607213020325
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3943749964237213,0.5011631846427917,0.38665252923965454,0.3455694615840912,0.4405161738395691,0.2880592346191406,0.29086095094680786,0.25814583897590637
light,0.22953972220420837,0.2457275241613388,0.2649136185646057,0.21135006844997406,0.18257063627243042,0.22722211480140686,0.9999998807907104,0.18614551424980164,0.223028302192688,0.3715866506099701,0.17429810762405396
is,0.28837618231773376,1.0,0.5823672413825989,0.21762968599796295,0.4854315221309662,0.25595417618751526,0.2457275241613388,0.2619607150554657,0.2387559562921524,0.2171693742275238,0.22961433231830597
transformed,0.1665840744972229,0.17622648179531097,0.2591012716293335,0.24191197752952576,0.2842146158218384,0.3229166269302368,0.15287867188453674,0.35665640234947205,0.17262420058250427,0.265597939491272,0.08252272009849548
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.2309553474187851,0.32255905866622925,0.2372412532567978,0.18614551424980164,1.0,0.13986143469810486,0.2190977931022644,0.15662476420402527
