,when,did,england,formally,declare,war,on,france,?
during,0.46721696853637695,0.30679523944854736,0.23691093921661377,0.22036975622177124,0.20374250411987305,0.4802435040473938,0.3347817361354828,0.251496821641922,0.1325719803571701
that,0.5860282182693481,0.47518548369407654,0.2558189034461975,0.3073344826698303,0.36497068405151367,0.22443464398384094,0.42569106817245483,0.21517932415008545,0.32716336846351624
time,0.4363728165626526,0.3567926585674286,0.23905900120735168,0.1905539482831955,0.1925450563430786,0.2664822041988373,0.30044233798980713,0.25373372435569763,0.27391523122787476
in,0.4431333839893341,0.2593238651752472,0.33311840891838074,0.2996116280555725,0.25520235300064087,0.29904094338417053,0.46853652596473694,0.3812309503555298,0.20430970191955566
europe,0.18744638562202454,0.22473940253257751,0.3689185380935669,0.16595999896526337,0.12135856598615646,0.3000480532646179,0.250590980052948,0.40639379620552063,0.18278923630714417
",",0.36674630641937256,0.3015086054801941,0.2732875645160675,0.2899072468280792,0.2672341763973236,0.2671184241771698,0.49057599902153015,0.28250643610954285,0.31091248989105225
on,0.37706470489501953,0.2670976221561432,0.2161867767572403,0.2602279484272003,0.243721604347229,0.23017507791519165,0.9999999403953552,0.2042606770992279,0.2714994251728058
may,0.3167054355144501,0.3038632869720459,0.169325053691864,0.25951528549194336,0.24033156037330627,0.19194969534873962,0.3428080081939697,0.18858866393566132,0.2768254578113556
18,-0.16991649568080902,-0.16295963525772095,-0.08906751871109009,-0.0668221041560173,-0.13849526643753052,-0.036176349967718124,-0.049966923892498016,-0.09085872024297714,-0.04919438064098358
",",0.36674630641937256,0.3015086054801941,0.2732875645160675,0.2899072468280792,0.2672341763973236,0.2671184241771698,0.49057599902153015,0.28250643610954285,0.31091248989105225
1756,0.046535346657037735,0.07885817438364029,0.061348773539066315,0.1323973685503006,0.08456050604581833,0.08749715238809586,0.0938090831041336,0.32210081815719604,0.1882779449224472
",",0.36674630641937256,0.3015086054801941,0.2732875645160675,0.2899072468280792,0.2672341763973236,0.2671184241771698,0.49057599902153015,0.28250643610954285,0.31091248989105225
england,0.26359328627586365,0.22023706138134003,0.9999998807907104,0.20793461799621582,0.15510375797748566,0.25077253580093384,0.2161867767572403,0.4915108382701874,0.13436897099018097
formally,0.33162298798561096,0.18397410213947296,0.20793461799621582,1.0000001192092896,0.3888075053691864,0.2539723515510559,0.2602279484272003,0.19550186395645142,0.1371411830186844
declared,0.2431916743516922,0.23851890861988068,0.14065590500831604,0.43147149682044983,0.8114259243011475,0.3267250657081604,0.26188743114471436,0.21835297346115112,0.17688149213790894
war,0.26339730620384216,0.27422013878822327,0.25077253580093384,0.2539723515510559,0.3616713881492615,1.0000001192092896,0.23017507791519165,0.2819103002548218,0.15510529279708862
on,0.37706470489501953,0.2670976221561432,0.2161867767572403,0.2602279484272003,0.243721604347229,0.23017507791519165,0.9999999403953552,0.2042606770992279,0.2714994251728058
france,0.24438227713108063,0.2138325721025467,0.4915108382701874,0.19550186395645142,0.24218712747097015,0.2819103002548218,0.2042606770992279,1.0000001192092896,0.15069349110126495
",",0.36674630641937256,0.3015086054801941,0.2732875645160675,0.2899072468280792,0.2672341763973236,0.2671184241771698,0.49057599902153015,0.28250643610954285,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.24747401475906372,0.35663291811943054,0.25416329503059387,0.2244700789451599,0.4245251417160034,0.1980295330286026,0.25814583897590637
expanded,0.19404000043869019,0.20851697027683258,0.11369118839502335,0.17009833455085754,0.18566462397575378,0.2218831330537796,0.22737948596477509,0.1326730102300644,0.2124357968568802
the,0.5091903209686279,0.34736719727516174,0.28280043601989746,0.3323594629764557,0.2523198127746582,0.366199791431427,0.5107308030128479,0.35517507791519165,0.22068053483963013
war,0.26339730620384216,0.27422013878822327,0.25077253580093384,0.2539723515510559,0.3616713881492615,1.0000001192092896,0.23017507791519165,0.2819103002548218,0.15510529279708862
into,0.389646977186203,0.14888085424900055,0.14910386502742767,0.2246742993593216,0.1892266869544983,0.1791244000196457,0.30585673451423645,0.16142866015434265,0.15662476420402527
europe,0.18744638562202454,0.22473940253257751,0.3689185380935669,0.16595999896526337,0.12135856598615646,0.3000480532646179,0.250590980052948,0.40639379620552063,0.18278923630714417
",",0.36674630641937256,0.3015086054801941,0.2732875645160675,0.2899072468280792,0.2672341763973236,0.2671184241771698,0.49057599902153015,0.28250643610954285,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.24747401475906372,0.35663291811943054,0.25416329503059387,0.2244700789451599,0.4245251417160034,0.1980295330286026,0.25814583897590637
was,0.37326499819755554,0.41399896144866943,0.2656741440296173,0.3541161119937897,0.19859248399734497,0.3560331463813782,0.3909217119216919,0.2715669870376587,0.18412111699581146
later,0.4627884030342102,0.38386887311935425,0.24958422780036926,0.3785942494869232,0.22058449685573578,0.27191078662872314,0.30872204899787903,0.2381858229637146,0.1417175978422165
to,0.5423505902290344,0.4452643394470215,0.27769553661346436,0.2944337725639343,0.2769406735897064,0.2610234022140503,0.41031414270401,0.2670897841453552,0.29463258385658264
be,0.4451393485069275,0.22657383978366852,0.19727498292922974,0.3007763624191284,0.2497306764125824,0.20677201449871063,0.37900757789611816,0.21067580580711365,0.3324260413646698
known,0.1836930811405182,0.25943970680236816,0.1427619904279709,0.2830332815647125,0.12971551716327667,0.1372869461774826,0.19541868567466736,0.14161889255046844,0.18314571678638458
as,0.4437963366508484,0.3596470057964325,0.20793095231056213,0.33290430903434753,0.25920534133911133,0.24018222093582153,0.36047765612602234,0.19034622609615326,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.28280043601989746,0.3323594629764557,0.2523198127746582,0.366199791431427,0.5107308030128479,0.35517507791519165,0.22068053483963013
seven,0.1915208101272583,0.11491922289133072,0.1891346573829651,0.20220185816287994,0.1738363802433014,0.19957704842090607,0.31168052554130554,0.226408913731575,0.1732930988073349
years,0.3409145474433899,0.2695724070072174,0.23933982849121094,0.16381412744522095,0.12132991850376129,0.3038960099220276,0.2152649462223053,0.22875502705574036,0.1914375126361847
',0.2558356821537018,0.25488927960395813,0.19773803651332855,0.2793515622615814,0.2128816694021225,0.17949679493904114,0.30823177099227905,0.24158072471618652,0.330942302942276
war,0.26339730620384216,0.27422013878822327,0.25077253580093384,0.2539723515510559,0.3616713881492615,1.0000001192092896,0.23017507791519165,0.2819103002548218,0.15510529279708862
.,0.475719153881073,0.35288307070732117,0.31012484431266785,0.2350444495677948,0.21022111177444458,0.3000848889350891,0.49257001280784607,0.33719199895858765,0.4130953550338745
