,the,region,was,a,leader,in,what,event,between,2001,-,2007,?
the,1.0,0.35020557045936584,0.48711544275283813,0.5829201340675354,0.27799519896507263,0.6662389636039734,0.42745697498321533,0.2960145175457001,0.39067012071609497,-0.07246288657188416,0.3207225501537323,-0.23657195270061493,0.22068053483963013
region,0.35020557045936584,1.0,0.19296804070472717,0.23209655284881592,0.18579545617103577,0.3524819314479828,0.2298986315727234,0.16709811985492706,0.1942082941532135,-0.03724207356572151,0.2709994316101074,-0.14125606417655945,0.13441751897335052
was,0.48711544275283813,0.19296804070472717,1.0000001192092896,0.4508470594882965,0.3073844909667969,0.45514053106307983,0.22111038863658905,0.28341150283813477,0.24048170447349548,-0.1705034077167511,0.21728090941905975,-0.29168957471847534,0.18412111699581146
a,0.5829201340675354,0.23209655284881592,0.4508470594882965,1.0,0.21384623646736145,0.539380669593811,0.3320399522781372,0.2635729908943176,0.29385313391685486,-0.14780431985855103,0.3695357143878937,-0.06548836827278137,0.23916715383529663
leader,0.27799519896507263,0.18579545617103577,0.3073844909667969,0.21384623646736145,1.0,0.22669851779937744,0.15734966099262238,0.11718249320983887,0.12216950207948685,-0.05960743501782417,0.12874835729599,-0.2544592022895813,0.09527933597564697
in,0.6662389636039734,0.3524819314479828,0.45514053106307983,0.539380669593811,0.22669851779937744,1.0,0.30808621644973755,0.27304479479789734,0.41100412607192993,-0.10387769341468811,0.2593633532524109,-0.2201838344335556,0.20430970191955566
the,1.0,0.35020557045936584,0.48711544275283813,0.5829201340675354,0.27799519896507263,0.6662389636039734,0.42745697498321533,0.2960145175457001,0.39067012071609497,-0.07246288657188416,0.3207225501537323,-0.23657195270061493,0.22068053483963013
housing,0.24837790429592133,0.15680983662605286,0.2453424632549286,0.26001980900764465,0.22766248881816864,0.255455881357193,0.14871764183044434,0.10551060736179352,0.1812686175107956,-0.1841011345386505,0.12148215621709824,-0.23929312825202942,0.11872038245201111
bubble,0.2252790778875351,0.14679445326328278,0.13523302972316742,0.21347177028656006,0.02338939905166626,0.15625330805778503,0.1728050410747528,0.1304682344198227,0.12840372323989868,-0.13663002848625183,0.18120652437210083,0.08013106137514114,0.1395641267299652
2001–2007,-0.026860417798161507,0.03545157611370087,-0.1344911903142929,0.022973524406552315,-0.022116845473647118,-0.08906222879886627,0.14178495109081268,0.09718847274780273,0.04209054633975029,0.2284858673810959,0.060530681163072586,0.31049057841300964,0.10008851438760757
",",0.4933079481124878,0.2119160145521164,0.45456063747406006,0.427140474319458,0.23893310129642487,0.5201468467712402,0.3087472915649414,0.22701776027679443,0.27714940905570984,-0.19191312789916992,0.42609795928001404,-0.24049624800682068,0.31091248989105225
and,0.5171257257461548,0.2372262328863144,0.3740963041782379,0.3739250600337982,0.23547638952732086,0.4954058527946472,0.31309178471565247,0.17869816720485687,0.40645647048950195,-0.1767612248659134,0.32343366742134094,-0.2391151487827301,0.20544172823429108
has,0.4177538752555847,0.18160095810890198,0.40313825011253357,0.4670248031616211,0.14131222665309906,0.4173259735107422,0.20338068902492523,0.16105224192142487,0.2653839886188507,-0.1515851616859436,0.21139107644557953,-0.17242015898227692,0.15994466841220856
been,0.3563927710056305,0.19947682321071625,0.518218457698822,0.3315402865409851,0.14968332648277283,0.3515113592147827,0.2567804455757141,0.214043527841568,0.16697090864181519,-0.20503081381320953,0.13266238570213318,-0.2230411171913147,0.24354910850524902
heavily,0.2549211382865906,0.18451634049415588,0.26897817850112915,0.21016642451286316,0.027042314410209656,0.20618461072444916,0.22760839760303497,0.11514592170715332,0.16222447156906128,-0.16922366619110107,0.10447566956281662,-0.18289242684841156,0.1724066138267517
impacted,0.2348020076751709,0.22224721312522888,0.27704545855522156,0.20443657040596008,0.1256597340106964,0.21262972056865692,0.20507413148880005,0.2823300063610077,0.16616638004779816,-0.11399715393781662,0.1337343156337738,-0.12972724437713623,0.17513176798820496
by,0.4408751428127289,0.15175513923168182,0.4752357602119446,0.32094135880470276,0.16688144207000732,0.370934396982193,0.2455483376979828,0.2186535894870758,0.28115302324295044,-0.12293548136949539,0.23845064640045166,-0.14437821507453918,0.17966607213020325
the,1.0,0.35020557045936584,0.48711544275283813,0.5829201340675354,0.27799519896507263,0.6662389636039734,0.42745697498321533,0.2960145175457001,0.39067012071609497,-0.07246288657188416,0.3207225501537323,-0.23657195270061493,0.22068053483963013
housing,0.24837790429592133,0.15680983662605286,0.2453424632549286,0.26001980900764465,0.22766248881816864,0.255455881357193,0.14871764183044434,0.10551060736179352,0.1812686175107956,-0.1841011345386505,0.12148215621709824,-0.23929312825202942,0.11872038245201111
crash,0.22774840891361237,0.16082604229450226,0.24972794950008392,0.2545112371444702,0.10408300161361694,0.21920917928218842,0.20558272302150726,0.19578859210014343,0.16124311089515686,-0.1140693724155426,0.13599728047847748,-0.029735121876001358,0.10927160084247589
.,0.5934505462646484,0.2506107687950134,0.40146201848983765,0.50484299659729,0.21285216510295868,0.5591574311256409,0.3567904531955719,0.2068977802991867,0.30295518040657043,-0.17065654695034027,0.4330557584762573,-0.216732457280159,0.4130953550338745
