,which,country,did,rewe-zentrale,ag,wish,to,import,from,?
german,0.1845671534538269,0.17699800431728363,0.2048940509557724,0.198789581656456,0.2760373055934906,0.18440185487270355,0.15143753588199615,0.04301399737596512,0.18661607801914215,0.13978645205497742
liqueurs,0.33189794421195984,0.2020176202058792,0.17786617577075958,0.4559481143951416,0.22597087919712067,0.1636672019958496,0.2304178923368454,0.3011520206928253,0.22679704427719116,0.16426710784435272
were,0.2807837128639221,0.19303756952285767,0.4162326455116272,0.19624347984790802,0.11405792087316513,0.13090971112251282,0.31913647055625916,0.13176146149635315,0.29991888999938965,0.17890112102031708
over,0.4256240129470825,0.23639845848083496,0.2535076439380646,0.23711787164211273,0.12262461334466934,0.297779381275177,0.38635820150375366,0.18885579705238342,0.37539660930633545,0.25742942094802856
25,0.13574433326721191,0.12682335078716278,0.19968153536319733,0.1263292282819748,0.20625422894954681,0.13620536029338837,0.12336429208517075,0.06448531150817871,0.10107950866222382,0.09614268690347672
per,0.2492961585521698,0.10644486546516418,0.14237605035305023,0.304415225982666,0.13181506097316742,0.17160046100616455,0.2519395351409912,0.20023787021636963,0.2311413735151291,0.22323818504810333
cent,0.23075230419635773,0.2416049838066101,0.16412058472633362,0.21691863238811493,0.18456920981407166,0.14522893726825714,0.18867720663547516,0.24175947904586792,0.13821019232273102,0.21050448715686798
alcohol,0.25109028816223145,0.1652105450630188,0.22730612754821777,0.28374558687210083,0.12682300806045532,0.23269611597061157,0.26212915778160095,0.20392204821109772,0.20539508759975433,0.14563840627670288
",",0.3658004403114319,0.27878350019454956,0.3015086054801941,0.26492857933044434,0.1763773113489151,0.22699971497058868,0.44245919585227966,0.26753681898117065,0.39760664105415344,0.31091248989105225
but,0.55336993932724,0.23934052884578705,0.49033689498901367,0.22065837681293488,0.12197386473417282,0.395262748003006,0.5542377829551697,0.2745813727378845,0.3133932948112488,0.27921953797340393
cassis,0.20050449669361115,0.11863843351602554,0.0942494198679924,0.35474613308906555,0.21191062033176422,0.12100924551486969,0.17043547332286835,0.1692119985818863,0.2143092155456543,0.15394970774650574
de,0.13585758209228516,0.09568589180707932,0.09745011478662491,0.4537562429904938,0.18679971992969513,0.10795992612838745,0.15903331339359283,0.07974925637245178,0.16806256771087646,0.11064168810844421
dijon,0.19672441482543945,0.18134650588035583,0.09618719667196274,0.42028453946113586,0.16537754237651825,0.13162928819656372,0.19316910207271576,0.19775229692459106,0.21172675490379333,0.16179919242858887
",",0.3658004403114319,0.27878350019454956,0.3015086054801941,0.26492857933044434,0.1763773113489151,0.22699971497058868,0.44245919585227966,0.26753681898117065,0.39760664105415344,0.31091248989105225
which,1.0,0.2308337539434433,0.2750149369239807,0.2896621823310852,0.17620164155960083,0.2899854779243469,0.5345056653022766,0.2647826671600342,0.38755592703819275,0.25814583897590637
rewe-zentrale,0.2896621823310852,0.12645964324474335,0.14423741400241852,0.9999999403953552,0.2425110787153244,0.21005253493785858,0.294293075799942,0.24338579177856445,0.21910323202610016,0.2931266725063324
ag,0.17620164155960083,0.05133724585175514,0.09664476662874222,0.2425110787153244,0.9999998807907104,0.10959120839834213,0.1085122674703598,0.15230683982372284,0.15289640426635742,0.16997161507606506
wished,0.198838010430336,0.21366269886493683,0.4127735197544098,0.12803299725055695,0.02126690372824669,0.6131996512413025,0.35884755849838257,0.16753248870372772,0.17703944444656372,0.22960203886032104
to,0.5345056653022766,0.31281599402427673,0.4452643394470215,0.294293075799942,0.1085122674703598,0.4275972843170166,1.0,0.3114445209503174,0.4069952368736267,0.29463258385658264
import,0.2647826671600342,0.26659348607063293,0.2064633071422577,0.24338579177856445,0.15230683982372284,0.26773685216903687,0.3114445209503174,1.0000001192092896,0.22582833468914032,0.35787662863731384
from,0.38755592703819275,0.21630296111106873,0.20248863101005554,0.21910323202610016,0.15289640426635742,0.1751764416694641,0.4069952368736267,0.22582833468914032,1.0,0.19969791173934937
france,0.1980295330286026,0.3233118951320648,0.2138325721025467,0.36242184042930603,0.15064184367656708,0.1360204815864563,0.2670897841453552,0.13580216467380524,0.20540620386600494,0.15069349110126495
",",0.3658004403114319,0.27878350019454956,0.3015086054801941,0.26492857933044434,0.1763773113489151,0.22699971497058868,0.44245919585227966,0.26753681898117065,0.39760664105415344,0.31091248989105225
only,0.5654799342155457,0.2164556235074997,0.4039593040943146,0.3010490834712982,0.12221039086580276,0.3106756806373596,0.5096819996833801,0.2664104998111725,0.32145237922668457,0.2767370045185089
had,0.3188965916633606,0.2020130157470703,0.540525496006012,0.2046450823545456,0.1128459945321083,0.2631490230560303,0.37984350323677063,0.12819400429725647,0.3075238764286041,0.20728366076946259
15,-0.08059433102607727,0.009498974308371544,0.03605250269174576,-0.05905718728899956,0.09020586311817169,-0.03771441429853439,-0.047946229577064514,0.008909015916287899,-0.013154181651771069,-0.010706285014748573
