,when,did,tesla,claim,to,have,built,the,weapon,?
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.16881313920021057,0.45010748505592346,0.36843645572662354,0.25829681754112244,0.6662389636039734,0.15527591109275818,0.20430970191955566
1937,0.03458652272820473,-0.06755529344081879,0.009204071946442127,-0.0315631665289402,0.03751426562666893,0.06963592022657394,0.012528154999017715,0.11461441218852997,-0.17071454226970673,-0.06511971354484558
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2664267122745514,0.44245919585227966,0.3541618287563324,0.22658206522464752,0.4933079481124878,0.16894511878490448,0.31091248989105225
at,0.38876327872276306,0.28390252590179443,0.16552478075027466,0.2042684257030487,0.36524343490600586,0.29004791378974915,0.2754790186882019,0.457212895154953,0.14814317226409912,0.21978627145290375
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.19074557721614838,0.45503583550453186,0.338716596364975,0.23064446449279785,0.5829201340675354,0.282960444688797,0.23916715383529663
luncheon,0.18258914351463318,0.17309653759002686,0.14603209495544434,0.07841645181179047,0.1808777153491974,0.15170732140541077,0.21429184079170227,0.17910358309745789,0.14442811906337738,0.1798567920923233
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.16881313920021057,0.45010748505592346,0.36843645572662354,0.25829681754112244,0.6662389636039734,0.15527591109275818,0.20430970191955566
his,0.37120407819747925,0.3546801507472992,0.1580733060836792,0.24642159044742584,0.3715193271636963,0.25689181685447693,0.1934574842453003,0.4394008219242096,0.2320970743894577,0.18075084686279297
honor,0.17545892298221588,0.2171061933040619,0.1510842889547348,0.11275329440832138,0.2079980969429016,0.16143038868904114,0.2496964931488037,0.2633417248725891,0.1501217931509018,0.1187526285648346
concerning,0.28355079889297485,0.23080378770828247,0.15055841207504272,0.2746914029121399,0.2871672809123993,0.3333238661289215,0.11009490489959717,0.3162810802459717,0.12090091407299042,0.2719282805919647
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.25873351097106934,0.535392165184021,0.40389683842658997,0.2950156033039093,1.0,0.23810851573944092,0.22068053483963013
death,0.21254116296768188,0.2252790331840515,0.11229380965232849,0.1579575091600418,0.19568277895450592,0.15326929092407227,0.1638708859682083,0.21438048779964447,0.20061509311199188,0.21149799227714539
ray,0.1336790919303894,0.16306012868881226,0.17506682872772217,0.16893167793750763,0.15882602334022522,0.14121045172214508,0.11467911303043365,0.16151063144207,0.22623804211616516,0.11706188321113586
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2664267122745514,0.44245919585227966,0.3541618287563324,0.22658206522464752,0.4933079481124878,0.16894511878490448,0.31091248989105225
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.14329524338245392,0.17548894882202148,0.12181562930345535,0.24666233360767365,0.1324402391910553,0.2157144993543625,0.10250775516033173
stated,0.22441600263118744,0.3936442732810974,0.164618119597435,0.4243263304233551,0.3195562958717346,0.3213719129562378,0.1256798803806305,0.2814950942993164,0.18415158987045288,0.24280361831188202
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2664267122745514,0.44245919585227966,0.3541618287563324,0.22658206522464752,0.4933079481124878,0.16894511878490448,0.31091248989105225
``,0.07174111902713776,-0.029888948425650597,0.04274534806609154,0.050591085106134415,0.06720756739377975,0.1022237241268158,-0.08544228971004486,0.029072100296616554,0.03559838607907295,0.0685480609536171
but,0.5599016547203064,0.49033689498901367,0.1549924612045288,0.3453397750854492,0.5542377829551697,0.5920813083648682,0.22254212200641632,0.4859698414802551,0.2463623732328415,0.27921953797340393
it,0.4775012135505676,0.2993364930152893,0.17596082389354706,0.2609662115573883,0.513711154460907,0.40974161028862,0.28878268599510193,0.6251175999641418,0.2713705599308014,0.25732165575027466
is,0.3471449911594391,0.19247472286224365,0.14061255753040314,0.15920500457286835,0.42745086550712585,0.3613572418689728,0.17778918147087097,0.5823672413825989,0.20153075456619263,0.22961433231830597
not,0.4799930453300476,0.6481515765190125,0.12018213421106339,0.3852725028991699,0.5149973034858704,0.5619372129440308,0.12641943991184235,0.4310511648654938,0.2761991322040558,0.41942933201789856
an,0.33026179671287537,0.22598257660865784,0.13714656233787537,0.1815912276506424,0.3138085603713989,0.22897054255008698,0.11691489815711975,0.4207492768764496,0.14068880677223206,0.19793890416622162
experiment,0.29783669114112854,0.23614230751991272,0.29310449957847595,0.18013323843479156,0.23297391831874847,0.20551548898220062,0.2067350149154663,0.168198361992836,0.1879071593284607,0.14968745410442352
...,0.017524629831314087,0.04458035156130791,0.12339819222688675,-0.02323419600725174,-0.012529745697975159,-0.06000664830207825,0.1028553918004036,0.04743409901857376,-0.047209013253450394,-0.07163430005311966
