,what,was,the,secondary,endosymbiotic,event,?
while,0.35511791706085205,0.3253832161426544,0.39804592728614807,0.20115569233894348,0.17454573512077332,0.16829775273799896,0.21076419949531555
primary,0.2113915979862213,0.16384649276733398,0.25688621401786804,0.6853594779968262,0.2935328483581543,0.16451658308506012,0.16286636888980865
chloroplasts,0.2524593770503998,0.1579415500164032,0.23062430322170258,0.2724728286266327,0.7235426306724548,0.2234708070755005,0.13049766421318054
have,0.39808809757232666,0.2863433063030243,0.40389683842658997,0.26402509212493896,0.38721945881843567,0.23173485696315765,0.32991164922714233
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.225028395652771,0.26963379979133606,0.2635729908943176,0.23916715383529663
double,0.16209302842617035,0.16609808802604675,0.21355170011520386,0.10280017554759979,0.20860400795936584,0.11782947182655334,0.10017921775579453
membrane,0.1647152304649353,0.09411358833312988,0.21814598143100739,0.190712109208107,0.5809681415557861,0.1236877292394638,0.18908235430717468
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.18837624788284302,0.22577053308486938,0.2522880434989929,0.19969791173934937
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.227782741189003,0.32620012760162354,0.1911730021238327,0.1898253709077835
cyanobacterial,0.2474752515554428,0.21216754615306854,0.26429450511932373,0.25627198815345764,0.7559534907341003,0.3046795129776001,0.19054965674877167
ancestor,0.16140799224376678,0.22579047083854675,0.2142530232667923,0.10846055299043655,0.35509389638900757,0.16446277499198914,0.14805565774440765
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2158004194498062,0.24815571308135986,0.22701776027679443,0.31091248989105225
secondary,0.20388361811637878,0.12099137902259827,0.21037471294403076,1.0,0.33545711636543274,0.1835455298423767,0.18118004500865936
chloroplasts,0.2524593770503998,0.1579415500164032,0.23062430322170258,0.2724728286266327,0.7235426306724548,0.2234708070755005,0.13049766421318054
have,0.39808809757232666,0.2863433063030243,0.40389683842658997,0.26402509212493896,0.38721945881843567,0.23173485696315765,0.32991164922714233
additional,0.20172064006328583,0.10680072009563446,0.2539002597332001,0.21548813581466675,0.1908607929944992,0.08871465176343918,0.24309562146663666
membranes,0.18834297358989716,0.10123663395643234,0.2330547422170639,0.20510739088058472,0.5970563292503357,0.09385364502668381,0.20524227619171143
outside,0.3224688768386841,0.21273015439510345,0.3879719078540802,0.218328595161438,0.26204437017440796,0.22484658658504486,0.14839068055152893
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.219074085354805,0.26091787219047546,0.19878064095973969,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.21037471294403076,0.26425984501838684,0.2960145175457001,0.22068053483963013
original,0.24651947617530823,0.32203906774520874,0.4037000238895416,0.1591881513595581,0.20703621208667755,0.07079661637544632,0.17256900668144226
two,0.23363454639911652,0.27166637778282166,0.43858039379119873,0.22640569508075714,0.25768744945526123,0.19184784591197968,0.19645625352859497
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2158004194498062,0.24815571308135986,0.22701776027679443,0.31091248989105225
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2349337488412857,0.28499242663383484,0.21454742550849915,0.27043893933296204
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.225028395652771,0.26963379979133606,0.2635729908943176,0.23916715383529663
result,0.19945499300956726,0.18558235466480255,0.27778977155685425,0.138541117310524,0.27005162835121155,0.3297688066959381,0.17218433320522308
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.219074085354805,0.26091787219047546,0.19878064095973969,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.21037471294403076,0.26425984501838684,0.2960145175457001,0.22068053483963013
secondary,0.20388361811637878,0.12099137902259827,0.21037471294403076,1.0,0.33545711636543274,0.1835455298423767,0.18118004500865936
endosymbiotic,0.23980018496513367,0.15427522361278534,0.26425984501838684,0.33545711636543274,1.0,0.29947537183761597,0.1917099803686142
event,0.26981404423713684,0.28341150283813477,0.2960145175457001,0.1835455298423767,0.29947537183761597,0.9999998807907104,0.16076280176639557
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2158004194498062,0.24815571308135986,0.22701776027679443,0.31091248989105225
when,0.4700249433517456,0.37326499819755554,0.5091903209686279,0.21972805261611938,0.18835017085075378,0.2685905992984772,0.22841128706932068
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.225028395652771,0.26963379979133606,0.2635729908943176,0.23916715383529663
nonphotosynthetic,0.2261371910572052,0.15998132526874542,0.26328715682029724,0.26029688119888306,0.6970642805099487,0.2266349494457245,0.1846344918012619
eukaryote,0.24212315678596497,0.1454189419746399,0.20293569564819336,0.26666906476020813,0.7234544157981873,0.23802974820137024,0.18971607089042664
engulfed,0.2526431679725647,0.24227403104305267,0.3533762991428375,0.1984512060880661,0.5363879203796387,0.26497966051101685,0.1501116305589676
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.225028395652771,0.26963379979133606,0.2635729908943176,0.23916715383529663
chloroplast-containing,0.2329888492822647,0.1830226182937622,0.27558037638664246,0.2951767146587372,0.6925342679023743,0.23831391334533691,0.1842491328716278
alga,0.12795694172382355,0.08188901096582413,0.15481707453727722,0.26107949018478394,0.6364686489105225,0.1987438201904297,0.15664592385292053
but,0.5029441118240356,0.36023372411727905,0.4859698414802551,0.219523623585701,0.2921565771102905,0.28904035687446594,0.27921953797340393
failed,0.26093074679374695,0.32486093044281006,0.32787200808525085,0.1760968267917633,0.1552097350358963,0.15689024329185486,0.16487033665180206
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27947136759757996,0.23522940278053284,0.2585321366786957,0.29463258385658264
digest,0.1574338972568512,0.13592444360256195,0.24435891211032867,0.07984060794115067,0.34663429856300354,0.11427488178014755,0.22005607187747955
it—much,0.36884328722953796,0.2682644724845886,0.4128280580043793,0.18329133093357086,0.2402656376361847,0.23700803518295288,0.28889206051826477
like,0.4320242702960968,0.19745829701423645,0.32912567257881165,0.15030129253864288,0.2606470286846161,0.13093030452728271,0.3268813192844391
the,0.42745697498321533,0.48711544275283813,1.0,0.21037471294403076,0.26425984501838684,0.2960145175457001,0.22068053483963013
cyanobacterium,0.241913303732872,0.21382540464401245,0.22151070833206177,0.22093342244625092,0.7337427139282227,0.2851288616657257,0.20120567083358765
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.1936700940132141,0.11321361362934113,0.3039053678512573,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,1.0,0.21037471294403076,0.26425984501838684,0.2960145175457001,0.22068053483963013
beginning,0.3351518511772156,0.35191401839256287,0.49622642993927,0.12415733933448792,0.20324315130710602,0.30976998805999756,0.19413669407367706
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.219074085354805,0.26091787219047546,0.19878064095973969,0.1826142966747284
this,0.5489566326141357,0.3638818562030792,0.6274310946464539,0.1917422115802765,0.3753696382045746,0.32310792803764343,0.3155723512172699
story,0.3410749137401581,0.2837624251842499,0.2915393114089966,0.11078736186027527,0.11730078607797623,0.20677484571933746,0.2304346114397049
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.195527583360672,0.2542100250720978,0.2068977802991867,0.4130953550338745
