,when,was,the,lisbon,treaty,established,?
the,0.5091903209686279,0.48711544275283813,1.0,0.28707155585289,0.2690109610557556,0.33092597126960754,0.22068053483963013
2007,-0.1582726538181305,-0.29168957471847534,-0.23657195270061493,-0.24272601306438446,-0.19422319531440735,-0.2890441119670868,-0.1664225310087204
lisbon,0.20000402629375458,0.22517630457878113,0.28707155585289,1.0000001192092896,0.3112119436264038,0.09475451707839966,0.14563871920108795
treaty,0.15431849658489227,0.2409621626138687,0.2690109610557556,0.3112119436264038,1.0,0.24244152009487152,0.1174844279885292
explicitly,0.27013587951660156,0.1714666187763214,0.24453070759773254,0.14104428887367249,0.1983792632818222,0.16189730167388916,0.2977891266345978
recognised,0.19627878069877625,0.25636428594589233,0.2839850187301636,0.1714935153722763,0.2777481973171234,0.3786022961139679,0.1985509693622589
fundamental,0.19832004606723785,0.1772308349609375,0.3078918755054474,0.17213116586208344,0.21417340636253357,0.277692973613739,0.2011919468641281
rights,0.18668439984321594,0.19272007048130035,0.2579100430011749,0.1855974942445755,0.275406152009964,0.2147081047296524,0.21814769506454468
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.11946325749158859,0.11528714001178741,0.21138796210289001,0.17966607213020325
providing,0.22914384305477142,0.1957843005657196,0.29839932918548584,0.09372078627347946,0.1204589456319809,0.21414195001125336,0.1936793476343155
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23103228211402893,0.22333456575870514,0.3118882477283478,0.20430970191955566
article,0.2636274993419647,0.26395970582962036,0.3329811692237854,0.060336511582136154,0.2396368831396103,0.20048783719539642,0.4948462247848511
6,0.11803975701332092,0.021614471450448036,0.041227471083402634,0.10023068636655807,0.04841016232967377,0.002340413862839341,0.045001473277807236
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.12217782437801361,0.14117708802223206,0.2072630226612091,0.40561532974243164
1,-0.2683585286140442,-0.2275921255350113,-0.1554475575685501,-0.04243488609790802,-0.15018784999847412,-0.11038989573717117,-0.249979168176651
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.14476443827152252,0.15254124999046326,0.23480038344860077,0.42300865054130554
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.21398888528347015,0.19276702404022217,0.2216063141822815,0.32716336846351624
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,0.06757757812738419,0.16497017443180084,0.05274215713143349,0.0685480609536171
the,0.5091903209686279,0.48711544275283813,1.0,0.28707155585289,0.2690109610557556,0.33092597126960754,0.22068053483963013
union,0.1950688660144806,0.23276571929454803,0.24421639740467072,0.21547867357730865,0.3147597312927246,0.19041317701339722,0.07797172665596008
recognises,0.2391076236963272,0.18628282845020294,0.3119901120662689,0.25787025690078735,0.30310875177383423,0.35587412118911743,0.23097087442874908
the,0.5091903209686279,0.48711544275283813,1.0,0.28707155585289,0.2690109610557556,0.33092597126960754,0.22068053483963013
rights,0.18668439984321594,0.19272007048130035,0.2579100430011749,0.1855974942445755,0.275406152009964,0.2147081047296524,0.21814769506454468
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23894961178302765,0.21270246803760529,0.22739723324775696,0.31091248989105225
freedoms,0.13372954726219177,0.17920291423797607,0.24135854840278625,0.20404896140098572,0.27734386920928955,0.19928471744060516,0.21596571803092957
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.18415111303329468,0.1592116355895996,0.2369968742132187,0.20544172823429108
principles,0.20210577547550201,0.15514956414699554,0.21452596783638,0.18897050619125366,0.2344132959842682,0.21662408113479614,0.19203636050224304
set,0.26233336329460144,0.22985222935676575,0.2927955985069275,0.18464504182338715,0.15854892134666443,0.20333877205848694,0.1698019951581955
out,0.45263928174972534,0.28168347477912903,0.39404502511024475,0.15351536870002747,0.1783229410648346,0.1328507959842682,0.22020699083805084
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23103228211402893,0.22333456575870514,0.3118882477283478,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.28707155585289,0.2690109610557556,0.33092597126960754,0.22068053483963013
charter,0.23500612378120422,0.23359626531600952,0.26436546444892883,0.288802832365036,0.39000245928764343,0.3167438209056854,0.14220231771469116
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.23450347781181335,0.2602092921733856,0.2735237777233124,0.1826142966747284
fundamental,0.19832004606723785,0.1772308349609375,0.3078918755054474,0.17213116586208344,0.21417340636253357,0.277692973613739,0.2011919468641281
rights,0.18668439984321594,0.19272007048130035,0.2579100430011749,0.1855974942445755,0.275406152009964,0.2147081047296524,0.21814769506454468
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.23450347781181335,0.2602092921733856,0.2735237777233124,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.28707155585289,0.2690109610557556,0.33092597126960754,0.22068053483963013
european,0.1717725396156311,0.22463937103748322,0.3423081040382385,0.2833424210548401,0.25059598684310913,0.18241068720817566,0.14560863375663757
union,0.1950688660144806,0.23276571929454803,0.24421639740467072,0.21547867357730865,0.3147597312927246,0.19041317701339722,0.07797172665596008
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.23450347781181335,0.2602092921733856,0.2735237777233124,0.1826142966747284
7,-0.21990855038166046,0.002381215337663889,-0.1142377033829689,0.07766658812761307,-0.06925690174102783,-0.008275994099676609,-0.15092156827449799
december,0.28435230255126953,0.41127854585647583,0.23266014456748962,0.22953039407730103,0.20615871250629425,0.18507863581180573,0.2480352818965912
2000,-0.05569573864340782,0.06843073666095734,-0.015081177465617657,-0.10278882086277008,-0.17898960411548615,-0.1173396036028862,-0.0824366956949234
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23894961178302765,0.21270246803760529,0.22739723324775696,0.31091248989105225
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.12638969719409943,0.21985258162021637,0.26194092631340027,0.27043893933296204
adopted,0.2189909815788269,0.31838172674179077,0.23462533950805664,0.147799551486969,0.2265804260969162,0.337074875831604,0.14235380291938782
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.22782644629478455,0.14094549417495728,0.211637482047081,0.21978627145290375
strasbourg,0.2201046198606491,0.2332140952348709,0.23444372415542603,0.3159557580947876,0.2508145272731781,0.17452605068683624,0.12678104639053345
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.24443165957927704,0.19638824462890625,0.18237954378128052,0.2714994251728058
12,0.24838608503341675,0.13560841977596283,0.28907760977745056,0.059631213545799255,0.09645459055900574,0.09219421446323395,0.10021790862083435
december,0.28435230255126953,0.41127854585647583,0.23266014456748962,0.22953039407730103,0.20615871250629425,0.18507863581180573,0.2480352818965912
2007,-0.1582726538181305,-0.29168957471847534,-0.23657195270061493,-0.24272601306438446,-0.19422319531440735,-0.2890441119670868,-0.1664225310087204
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23894961178302765,0.21270246803760529,0.22739723324775696,0.31091248989105225
which,0.572554349899292,0.2830964922904968,0.6521818041801453,0.2498938888311386,0.19969318807125092,0.26644110679626465,0.25814583897590637
shall,0.2545054256916046,0.20957767963409424,0.28226348757743835,0.18478937447071075,0.22407649457454681,0.1775578260421753,0.3077273964881897
have,0.40555819869041443,0.2863433063030243,0.40389683842658997,0.07639055699110031,0.1485895961523056,0.17518210411071777,0.32991164922714233
the,0.5091903209686279,0.48711544275283813,1.0,0.28707155585289,0.2690109610557556,0.33092597126960754,0.22068053483963013
same,0.37020012736320496,0.27172183990478516,0.4583131968975067,0.16882802546024323,0.16177809238433838,0.20070983469486237,0.22649677097797394
legal,0.20874182879924774,0.21931737661361694,0.25629305839538574,0.10256309062242508,0.2910059988498688,0.2730555832386017,0.2143220454454422
value,0.18766924738883972,0.13631008565425873,0.16908381879329681,0.12767469882965088,0.1195567324757576,0.07782543450593948,0.23920650780200958
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.12638969719409943,0.21985258162021637,0.26194092631340027,0.27043893933296204
the,0.5091903209686279,0.48711544275283813,1.0,0.28707155585289,0.2690109610557556,0.33092597126960754,0.22068053483963013
treaties,0.19978302717208862,0.1740918755531311,0.28970760107040405,0.28770017623901367,0.7044145464897156,0.27123111486434937,0.1693580597639084
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.20124030113220215,0.17410176992416382,0.23771190643310547,0.4130953550338745
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,-0.013473519124090672,0.07842288166284561,0.041144248098134995,0.018684765323996544
