,when,was,the,parental,leave,directive,created,?
the,0.5091903209686279,0.48711544275283813,1.0,0.2648169696331024,0.32171857357025146,0.299225389957428,0.3539263904094696,0.22068053483963013
uk,0.13155107200145721,0.206756129860878,0.2143084555864334,0.23057153820991516,0.1753338873386383,0.16366195678710938,0.0844799131155014,0.20222434401512146
subsequently,0.28473159670829773,0.3486802279949188,0.2886511981487274,0.1681448072195053,0.1347365379333496,0.15427079796791077,0.09693154692649841,0.005594457965344191
adopted,0.2189909815788269,0.31838172674179077,0.23462533950805664,0.22198620438575745,0.1758512258529663,0.07378605008125305,0.32771286368370056,0.14235380291938782
the,0.5091903209686279,0.48711544275283813,1.0,0.2648169696331024,0.32171857357025146,0.299225389957428,0.3539263904094696,0.22068053483963013
main,0.19500647485256195,0.21035033464431763,0.38631999492645264,0.16775105893611908,0.19295987486839294,0.20304277539253235,0.296444296836853,0.1665669083595276
legislation,0.1945672482252121,0.1853298842906952,0.2839483618736267,0.28077396750450134,0.12808726727962494,0.2293512374162674,0.25665006041526794,0.21123437583446503
previously,0.25810039043426514,0.41197097301483154,0.33854439854621887,0.24768735468387604,0.10874210298061371,0.20298609137535095,0.23010994493961334,0.15811841189861298
agreed,0.26048845052719116,0.2848299443721771,0.24722334742546082,0.18720243871212006,0.3185636103153229,0.2340518981218338,0.22294017672538757,0.21258382499217987
under,0.3172987401485443,0.2672741413116455,0.3348022699356079,0.20463927090168,0.1971845179796219,0.2587185800075531,0.20114687085151672,0.18233340978622437
the,0.5091903209686279,0.48711544275283813,1.0,0.2648169696331024,0.32171857357025146,0.299225389957428,0.3539263904094696,0.22068053483963013
agreement,0.23616954684257507,0.23975293338298798,0.2490699142217636,0.2651422619819641,0.28207144141197205,0.2556711435317993,0.1559407114982605,0.15830197930335999
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.23115293681621552,0.23102210462093353,0.1868148148059845,0.20446635782718658,0.2714994251728058
social,0.17212750017642975,0.196878582239151,0.21797899901866913,0.27255958318710327,0.11396574974060059,0.226051926612854,0.20306432247161865,0.1615191102027893
policy,0.20549920201301575,0.1882478892803192,0.2358427494764328,0.2426985800266266,0.21225298941135406,0.3511349856853485,0.20588038861751556,0.30462446808815
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.1930568814277649,0.2779998779296875,0.23691628873348236,0.2755771577358246,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.2648169696331024,0.32171857357025146,0.299225389957428,0.3539263904094696,0.22068053483963013
1994,0.030050592496991158,0.1360125094652176,-0.03378653898835182,-0.12841682136058807,0.10842882841825485,-0.03205912560224533,0.023592382669448853,0.12888094782829285
works,0.2696959376335144,0.2401018887758255,0.26337864995002747,0.1679578572511673,0.15320038795471191,0.2514953911304474,0.1979452669620514,0.19597402215003967
council,0.1893327534198761,0.23921515047550201,0.2829204201698303,0.18724673986434937,0.11460234224796295,0.21767088770866394,0.2276693433523178,0.1160062924027443
directive,0.2350735366344452,0.14193543791770935,0.299225389957428,0.24831847846508026,0.1481795758008957,0.9999999403953552,0.20397503674030304,0.15005457401275635
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.1930568814277649,0.2779998779296875,0.23691628873348236,0.2755771577358246,0.31091248989105225
which,0.572554349899292,0.2830964922904968,0.6521818041801453,0.36929577589035034,0.21442323923110962,0.28222039341926575,0.3362928330898285,0.25814583897590637
required,0.24206838011741638,0.14378079771995544,0.27848219871520996,0.32327601313591003,0.27058935165405273,0.2899935245513916,0.19750568270683289,0.24962718784809113
workforce,0.21879889070987701,0.23992648720741272,0.27998417615890503,0.30155274271965027,0.19188155233860016,0.24220693111419678,0.29586100578308105,0.24578486382961273
consultation,0.22212766110897064,0.2382911741733551,0.29358696937561035,0.28484517335891724,0.21431010961532593,0.3265959322452545,0.23941347002983093,0.2512023448944092
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.19521701335906982,0.24126532673835754,0.20046965777873993,0.2843434810638428,0.20430970191955566
businesses,0.23725178837776184,0.19361251592636108,0.25707828998565674,0.2643512785434723,0.20536769926548004,0.14802269637584686,0.1713147908449173,0.15998470783233643
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.1930568814277649,0.2779998779296875,0.23691628873348236,0.2755771577358246,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2312190979719162,0.2462838888168335,0.305280864238739,0.2873832881450653,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.2648169696331024,0.32171857357025146,0.299225389957428,0.3539263904094696,0.22068053483963013
1996,0.0930543765425682,0.16684161126613617,0.10029517859220505,-0.1633261889219284,0.1870412975549698,0.007005508989095688,0.09287924319505692,0.18022380769252777
parental,0.29508042335510254,0.18703080713748932,0.2648169696331024,1.0,0.2330402433872223,0.24831847846508026,0.18679577112197876,0.2222837209701538
leave,0.4004695415496826,0.18728552758693695,0.32171857357025146,0.2330402433872223,1.0,0.1481795758008957,0.160594642162323,0.23890845477581024
directive,0.2350735366344452,0.14193543791770935,0.299225389957428,0.24831847846508026,0.1481795758008957,0.9999999403953552,0.20397503674030304,0.15005457401275635
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2673792243003845,0.30909571051597595,0.27493321895599365,0.3230568766593933,0.4130953550338745
