,what,danger,did,the,ipcc,understate,?
another,0.4190070629119873,0.2545177936553955,0.29175329208374023,0.5019711852073669,0.16985304653644562,0.24939607083797455,0.295511931180954
example,0.3456268310546875,0.27779579162597656,0.2528466582298279,0.3755223751068115,0.17614424228668213,0.32990193367004395,0.30374911427497864
of,0.33290785551071167,0.2071019858121872,0.2513895630836487,0.733189046382904,0.20174051821231842,0.2685133218765259,0.1826142966747284
scientific,0.18922170996665955,0.2168254256248474,0.18252882361412048,0.24748262763023376,0.4206697344779968,0.2733851969242096,0.16215236485004425
research,0.237140491604805,0.19733649492263794,0.2046227902173996,0.24391183257102966,0.41978248953819275,0.28027790784835815,0.13481977581977844
which,0.5261979103088379,0.26439160108566284,0.2750149369239807,0.6521818041801453,0.2619032859802246,0.3565130829811096,0.25814583897590637
suggests,0.3129163086414337,0.21838971972465515,0.27297231554985046,0.3135903775691986,0.2781539559364319,0.2803175747394562,0.2323666214942932
that,0.6297725439071655,0.28818759322166443,0.47518548369407654,0.5473989248275757,0.3323146402835846,0.40133121609687805,0.32716336846351624
previous,0.2743692696094513,0.1421668380498886,0.24347156286239624,0.34706559777259827,0.22662745416164398,0.20565961301326752,0.16724538803100586
estimates,0.2747287452220917,0.21129584312438965,0.1656968742609024,0.26259228587150574,0.33614569902420044,0.23025815188884735,0.19916187226772308
by,0.2455483376979828,0.2356623411178589,0.18574509024620056,0.4408751428127289,0.18031758069992065,0.17325715720653534,0.17966607213020325
the,0.42745697498321533,0.2524585425853729,0.34736719727516174,1.0,0.24925659596920013,0.2958642542362213,0.22068053483963013
ipcc,0.33176189661026,0.15540705621242523,0.2459706962108612,0.24925659596920013,1.0000001192092896,0.2551070749759674,0.22295254468917847
",",0.3087472915649414,0.2527356445789337,0.3015086054801941,0.4933079481124878,0.15590040385723114,0.2432367205619812,0.31091248989105225
far,0.34794166684150696,0.23798944056034088,0.2696933448314667,0.38564538955688477,0.18914906680583954,0.27102717757225037,0.2170870453119278
from,0.2737620174884796,0.17340412735939026,0.20248863101005554,0.40150508284568787,0.1346227526664734,0.2732464671134949,0.19969791173934937
overstating,0.4277994632720947,0.2952912747859955,0.28818565607070923,0.2868812680244446,0.28123190999031067,0.6723217368125916,0.3123154044151306
dangers,0.23715689778327942,0.7313487529754639,0.17729692161083221,0.23784300684928894,0.2016066312789917,0.2444349080324173,0.18444906175136566
and,0.31309178471565247,0.30210548639297485,0.34479495882987976,0.5171257257461548,0.20790739357471466,0.268004834651947,0.20544172823429108
risks,0.26338300108909607,0.4172985255718231,0.14629535377025604,0.19490332901477814,0.40733689069747925,0.27705657482147217,0.1879974603652954
",",0.3087472915649414,0.2527356445789337,0.3015086054801941,0.4933079481124878,0.15590040385723114,0.2432367205619812,0.31091248989105225
have,0.39808809757232666,0.26914897561073303,0.3783526122570038,0.40389683842658997,0.28303688764572144,0.31795984506607056,0.32991164922714233
actually,0.5747550129890442,0.23798269033432007,0.3678441345691681,0.39964747428894043,0.27213868498802185,0.37831324338912964,0.36036357283592224
understated,0.49319711327552795,0.2588762640953064,0.34164902567863464,0.3107491135597229,0.3021487593650818,0.9029070734977722,0.3325999975204468
them,0.4994642734527588,0.38308584690093994,0.44189682602882385,0.4788833558559418,0.24503329396247864,0.3139505386352539,0.35435691475868225
is,0.28837618231773376,0.15978369116783142,0.19247472286224365,0.5823672413825989,0.15563958883285522,0.25900736451148987,0.22961433231830597
a,0.3320399522781372,0.21425296366214752,0.2552328109741211,0.5829201340675354,0.12244262546300888,0.24378427863121033,0.23916715383529663
study,0.3123835027217865,0.159828782081604,0.21215762197971344,0.2533665597438812,0.31419894099235535,0.2940504550933838,0.15902167558670044
on,0.34226128458976746,0.18994271755218506,0.2670976221561432,0.5107308030128479,0.24879392981529236,0.23340772092342377,0.2714994251728058
projected,0.18966035544872284,0.17515410482883453,0.16403257846832275,0.2842520475387573,0.2821420431137085,0.24021345376968384,0.17913633584976196
rises,0.2148563712835312,0.2097790539264679,0.11524934321641922,0.36140236258506775,0.2259031981229782,0.22970297932624817,0.10003364086151123
in,0.30808621644973755,0.18521834909915924,0.2593238651752472,0.6662389636039734,0.1257958561182022,0.2542250156402588,0.20430970191955566
sea,0.19525039196014404,0.24500341713428497,0.1665116548538208,0.30363768339157104,0.20078325271606445,0.21766309440135956,0.15551945567131042
levels,0.21641245484352112,0.26608017086982727,0.16511613130569458,0.286034494638443,0.2907012104988098,0.17787638306617737,0.1541307419538498
.,0.3567904531955719,0.23539911210536957,0.35288307070732117,0.5934505462646484,0.20098818838596344,0.29804012179374695,0.4130953550338745
