,who,was,the,most,valuable,player,of,super,bowl,50,?
denver,0.20955970883369446,0.2766761779785156,0.2052404284477234,0.15140913426876068,0.1826501488685608,0.14441537857055664,0.14595118165016174,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
linebacker,0.18917565047740936,0.24367733299732208,0.19719967246055603,0.17617225646972656,0.23355740308761597,0.44545871019363403,0.19011981785297394,0.28596732020378113,0.4219481945037842,-0.06238196790218353,0.15540370345115662
von,0.1834137886762619,0.2042967826128006,0.21817399561405182,0.12790876626968384,0.11755670607089996,0.03700599819421768,0.19899946451187134,0.09019782394170761,0.05615047365427017,0.05839231237769127,0.13907472789287567
miller,0.2093905359506607,0.23326176404953003,0.21601076424121857,0.14827017486095428,0.13478854298591614,0.19664442539215088,0.153602734208107,0.1263037472963333,0.12768206000328064,0.0038371188566088676,0.1295081228017807
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.29933857917785645,0.19555546343326569,0.1967325210571289,0.4069072902202606,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
named,0.38541290163993835,0.37528327107429504,0.3521348536014557,0.25594380497932434,0.21690449118614197,0.16106818616390228,0.2820465862751007,0.2206273078918457,0.18541297316551208,0.07201292365789413,0.1297498345375061
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.22041858732700348,0.23553255200386047,0.19942335784435272,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.20814399421215057,0.2874554395675659,0.1651131808757782,0.2243070751428604,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
mvp,0.15547040104866028,0.23143374919891357,0.19830666482448578,0.21474431455135345,0.43153342604637146,0.37888097763061523,0.16760475933551788,0.3814384639263153,0.5169888734817505,0.045483801513910294,0.19954749941825867
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.2679881155490875,0.25826331973075867,0.4946078956127167,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
recording,0.1975584477186203,0.2667168378829956,0.2685704827308655,0.23910950124263763,0.18180398643016815,0.2386971414089203,0.20561589300632477,0.12307024002075195,0.12853030860424042,0.0861549898982048,0.18037092685699463
five,0.22190363705158234,0.310379296541214,0.41977158188819885,0.3166104853153229,0.16420602798461914,0.18076471984386444,0.3980514109134674,0.16316142678260803,0.20672158896923065,0.027560986578464508,0.18342848122119904
solo,0.19703449308872223,0.17196130752563477,0.1489274650812149,0.18285587430000305,0.10358365625143051,0.22691108286380768,0.1226537674665451,0.1858709752559662,0.19199752807617188,0.12169281393289566,0.1560981124639511
tackles,0.22380411624908447,0.17499198019504547,0.19076409935951233,0.1989949494600296,0.2651006281375885,0.26949015259742737,0.17851661145687103,0.23457856476306915,0.34894615411758423,0.08310284465551376,0.20188532769680023
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.2679881155490875,0.25826331973075867,0.4946078956127167,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2½,0.048578135669231415,-0.001251319656148553,0.028328148648142815,-0.016892701387405396,0.04142613708972931,-0.04862980917096138,0.035375628620386124,0.056470829993486404,0.06224267557263374,0.09516675025224686,-0.02855924889445305
sacks,0.16894300282001495,0.1737009435892105,0.23296904563903809,0.17251956462860107,0.23865625262260437,0.21186310052871704,0.18118427693843842,0.14356042444705963,0.2921851873397827,-0.021206974983215332,0.0761517658829689
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.2679881155490875,0.25826331973075867,0.4946078956127167,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.4309377074241638,0.24808922410011292,0.22685286402702332,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
two,0.2791741192340851,0.27166637778282166,0.43858039379119873,0.3709908723831177,0.14217837154865265,0.1781577318906784,0.37726253271102905,0.19097526371479034,0.20622028410434723,0.019217558205127716,0.19645625352859497
forced,0.35712045431137085,0.21640066802501678,0.2571122944355011,0.16569529473781586,0.1921936273574829,0.13643567264080048,0.27082350850105286,0.14922793209552765,0.1976994276046753,0.0028911917470395565,0.17547516524791718
fumbles,0.2144661247730255,0.22568732500076294,0.21007823944091797,0.15579816699028015,0.24682873487472534,0.3302769660949707,0.19014200568199158,0.31058406829833984,0.38857853412628174,0.06075746566057205,0.1826416552066803
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.35404038429260254,0.2818049490451813,0.22491109371185303,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
