,what,city,later,became,beijing,?
kublai,0.24627302587032318,0.24361298978328705,0.3611445426940918,0.25881412625312805,0.44691765308380127,0.14562560617923737
readied,0.3085419833660126,0.14463867247104645,0.30648162961006165,0.2602231502532959,0.1303107738494873,0.26468244194984436
the,0.42745697498321533,0.35769423842430115,0.4060266613960266,0.36325156688690186,0.2713945806026459,0.22068053483963013
move,0.30861297249794006,0.1642136424779892,0.15135805308818817,0.14308784902095795,0.1900365650653839,0.24440962076187134
of,0.33290785551071167,0.32503411173820496,0.3458743393421173,0.3638904094696045,0.2152440845966339,0.1826142966747284
the,0.42745697498321533,0.35769423842430115,0.4060266613960266,0.36325156688690186,0.2713945806026459,0.22068053483963013
mongol,0.15870186686515808,0.24547837674617767,0.1983191967010498,0.13622134923934937,0.4070599377155304,0.12849251925945282
capital,0.17967931926250458,0.5637158751487732,0.1711665838956833,0.22269992530345917,0.24949879944324493,0.0907452180981636
from,0.2737620174884796,0.3118290305137634,0.34398579597473145,0.22486808896064758,0.18970507383346558,0.19969791173934937
karakorum,0.2500336170196533,0.27645397186279297,0.1775001734495163,0.19162461161613464,0.32110023498535156,0.1823367327451706
in,0.30808621644973755,0.3911624252796173,0.40857815742492676,0.31047213077545166,0.2894909381866455,0.20430970191955566
mongolia,0.18044717609882355,0.2638658285140991,0.16671492159366608,0.10771304368972778,0.4982176721096039,0.12165829539299011
to,0.455847829580307,0.20300441980361938,0.393297016620636,0.20401327311992645,0.18398214876651764,0.29463258385658264
khanbaliq,0.2327791005373001,0.3148355185985565,0.21051998436450958,0.19798336923122406,0.3736023008823395,0.20082160830497742
in,0.30808621644973755,0.3911624252796173,0.40857815742492676,0.31047213077545166,0.2894909381866455,0.20430970191955566
1264,-0.035994045436382294,0.2136448472738266,0.10415151715278625,0.1318713277578354,0.033863458782434464,-0.0707945004105568
",",0.3087472915649414,0.35839709639549255,0.35016918182373047,0.2798398435115814,0.26375576853752136,0.31091248989105225
constructing,0.27425262331962585,0.21857519447803497,0.13739798963069916,0.09846318513154984,0.24599319696426392,0.1620766967535019
a,0.3320399522781372,0.2349124401807785,0.34254932403564453,0.28774285316467285,0.18541832268238068,0.23916715383529663
new,0.2130378633737564,0.3555362820625305,0.33222416043281555,0.22970440983772278,0.22572006285190582,0.14782847464084625
city,0.17493832111358643,1.0,0.18511997163295746,0.2422705888748169,0.3276571035385132,0.13423943519592285
near,0.19414293766021729,0.2968660593032837,0.16865846514701843,0.15950028598308563,0.14795640110969543,0.10734958201646805
the,0.42745697498321533,0.35769423842430115,0.4060266613960266,0.36325156688690186,0.2713945806026459,0.22068053483963013
former,0.13598288595676422,0.24221928417682648,0.2319009006023407,0.3117291331291199,0.1503298133611679,0.10570605844259262
jurchen,0.18715956807136536,0.23468463122844696,0.2551235258579254,0.28037506341934204,0.4871310293674469,0.2415906935930252
capital,0.17967931926250458,0.5637158751487732,0.1711665838956833,0.22269992530345917,0.24949879944324493,0.0907452180981636
zhongdu,0.16411668062210083,0.29297494888305664,0.24580389261245728,0.2446201592683792,0.5752275586128235,0.2033667266368866
",",0.3087472915649414,0.35839709639549255,0.35016918182373047,0.2798398435115814,0.26375576853752136,0.31091248989105225
now,0.4903225302696228,0.2560482323169708,0.41037169098854065,0.29839012026786804,0.20363536477088928,0.29641881585121155
modern,0.2655639946460724,0.222928985953331,0.25565528869628906,0.19371160864830017,0.16275367140769958,0.12475407868623734
beijing,0.09482144564390182,0.3276571035385132,0.26190385222435,0.19535908102989197,1.0000001192092896,0.16358482837677002
",",0.3087472915649414,0.35839709639549255,0.35016918182373047,0.2798398435115814,0.26375576853752136,0.31091248989105225
in,0.30808621644973755,0.3911624252796173,0.40857815742492676,0.31047213077545166,0.2894909381866455,0.20430970191955566
1266,-0.2521232068538666,0.019592370837926865,-0.16281075775623322,-0.045422181487083435,-0.10083691030740738,-0.20550976693630219
.,0.3567904531955719,0.29856356978416443,0.3488861322402954,0.2806840240955353,0.25429755449295044,0.4130953550338745
