,what,tv,host,and,writer,went,to,harvard,?
du,0.10019232332706451,0.20581936836242676,0.09771545976400375,0.2060590386390686,0.19105443358421326,0.1263345181941986,0.10975329577922821,0.17213337123394012,0.155681312084198
bois,0.17828457057476044,0.10374141484498978,0.06748874485492706,0.19306546449661255,0.1596762239933014,0.14932695031166077,0.12912601232528687,0.19980117678642273,0.20908278226852417
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
philosopher,0.22530826926231384,0.10627365112304688,0.15077942609786987,0.2165347933769226,0.5415366291999817,0.16775433719158173,0.14895455539226532,0.3006695508956909,0.1893014907836914
henry,0.1911626160144806,0.08102785795927048,0.0706581324338913,0.2218981832265854,0.22807426750659943,0.240614116191864,0.2152724415063858,0.2223862111568451,0.16836383938789368
david,0.1299152821302414,0.1750050038099289,0.19377076625823975,0.22867785394191742,0.25025326013565063,0.1976427435874939,0.10776355117559433,0.19779399037361145,0.04158485680818558
thoreau,0.3263375163078308,0.17086055874824524,0.12158678472042084,0.36109691858291626,0.38150468468666077,0.2257983237504959,0.3212342858314514,0.2744091749191284,0.1922200322151184
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
authors,0.20440030097961426,0.13242676854133606,0.16572816669940948,0.2311880737543106,0.4035417139530182,0.07448648661375046,0.21663688123226166,0.2318568080663681,0.19121912121772766
ralph,0.16919583082199097,0.1934186816215515,0.15007248520851135,0.23245558142662048,0.19485944509506226,0.16367720067501068,0.15811024606227875,0.20967485010623932,0.0765800029039383
waldo,0.1774282604455948,0.17753367125988007,0.10389403253793716,0.22507399320602417,0.22403143346309662,0.19227516651153564,0.1581902801990509,0.2064339518547058,0.17885999381542206
emerson,0.1891968548297882,0.15905526280403137,0.18011374771595,0.2948318123817444,0.2826107144355774,0.2264920175075531,0.2129708230495453,0.3556196093559265,0.20183783769607544
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
william,0.24990826845169067,0.15017768740653992,0.09841451048851013,0.2535148561000824,0.25456029176712036,0.245535209774971,0.19802416861057281,0.3073069155216217,0.14462219178676605
s.,0.027025721967220306,0.04661547765135765,-0.02594573050737381,-0.06866887956857681,-0.08382122963666916,-0.0002318154729437083,-0.003180847968906164,-0.09851834177970886,0.07581593841314316
burroughs,0.16488432884216309,0.22150009870529175,0.11907391250133514,0.330442875623703,0.348817378282547,0.116981141269207,0.19690218567848206,0.22121982276439667,0.19296176731586456
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
educators,0.21457290649414062,0.1725338250398636,0.19743160903453827,0.2786864936351776,0.42561888694763184,0.16341440379619598,0.22996987402439117,0.3204413950443268,0.19681230187416077
werner,0.20484279096126556,0.16824910044670105,0.0850391760468483,0.181162029504776,0.17772427201271057,0.15333029627799988,0.1285780966281891,0.22999247908592224,0.2211776077747345
baer,0.19315750896930695,0.2343698889017105,0.18613949418067932,0.2539850175380707,0.3380587100982666,0.19652317464351654,0.14127083122730255,0.3311290144920349,0.18381035327911377
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
harlan,0.18146352469921112,0.23611189424991608,0.11801700294017792,0.21073204278945923,0.3013725280761719,0.19786565005779266,0.15198785066604614,0.3595893681049347,0.1691509187221527
hanson,0.20860253274440765,0.20931419730186462,0.18454064428806305,0.24715279042720795,0.18475735187530518,0.16263718903064728,0.1463300585746765,0.2646922767162323,0.13444508612155914
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
poets,0.15958723425865173,0.163321852684021,0.10479431599378586,0.24741221964359283,0.4389133155345917,0.15475226938724518,0.16417287290096283,0.2188231199979782,0.14710669219493866
wallace,0.18739053606987,0.09234410524368286,0.12455002218484879,0.26473623514175415,0.19478709995746613,0.13101726770401,0.12545551359653473,0.2337302565574646,0.14731012284755707
stevens,0.14559771120548248,0.17241600155830383,0.12132703512907028,0.2575399875640869,0.18660424649715424,0.18348968029022217,0.19998857378959656,0.2671281695365906,0.12149069458246231
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
t.,-0.05916019156575203,0.0040462324395775795,-0.03244253620505333,-0.0004438958421815187,-0.028433235362172127,-0.0039018644019961357,-0.01181630790233612,-0.1246330514550209,0.025474894791841507
s.,0.027025721967220306,0.04661547765135765,-0.02594573050737381,-0.06866887956857681,-0.08382122963666916,-0.0002318154729437083,-0.003180847968906164,-0.09851834177970886,0.07581593841314316
eliot,0.20328496396541595,0.19835425913333893,0.027438364923000336,0.22553721070289612,0.3416464924812317,0.1942683756351471,0.23179851472377777,0.29813989996910095,0.2153647243976593
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
e.,0.05773794278502464,-0.07436389476060867,-0.05104834586381912,-0.013227385468780994,-0.09443829953670502,0.027216322720050812,0.06557954847812653,-0.007530485279858112,0.04848470166325569
e.,0.05773794278502464,-0.07436389476060867,-0.05104834586381912,-0.013227385468780994,-0.09443829953670502,0.027216322720050812,0.06557954847812653,-0.007530485279858112,0.04848470166325569
cummings,0.16998255252838135,0.31719735264778137,0.17216581106185913,0.3016340434551239,0.24594447016716003,0.12717442214488983,0.15081048011779785,0.275526762008667,0.24643269181251526
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
conductor,0.10958052426576614,0.21903283894062042,0.16099104285240173,0.20400647819042206,0.3309326767921448,0.1735563725233078,0.19323107600212097,0.18366828560829163,0.10427379608154297
leonard,0.1570405662059784,0.17658168077468872,0.10667984187602997,0.1913241297006607,0.2250799536705017,0.19139200448989868,0.14738903939723969,0.31723546981811523,0.1752568930387497
bernstein,0.15499350428581238,0.1709544062614441,0.1874062716960907,0.23750559985637665,0.2802027761936188,0.1411556750535965,0.22180651128292084,0.3403986692428589,0.14658138155937195
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
cellist,0.1411755234003067,0.1915702521800995,0.1901882141828537,0.20805050432682037,0.3874560594558716,0.25020021200180054,0.12536612153053284,0.2838396430015564,0.17918963730335236
yo,0.10787273943424225,0.22240877151489258,0.08101560175418854,0.11544231325387955,0.1673230528831482,0.1095828041434288,0.13585759699344635,0.04408983141183853,0.22977931797504425
yo,0.10787273943424225,0.22240877151489258,0.08101560175418854,0.11544231325387955,0.1673230528831482,0.1095828041434288,0.13585759699344635,0.04408983141183853,0.22977931797504425
ma,0.1429392397403717,0.19411934912204742,0.01484543178230524,0.18642064929008484,0.12387563288211823,0.1321578323841095,0.1264699548482895,0.2743077278137207,0.21477393805980682
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
pianist,0.11869475990533829,0.20004254579544067,0.21617703139781952,0.23433078825473785,0.4317070543766022,0.17237886786460876,0.12415185570716858,0.21644052863121033,0.15295352041721344
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
composer,0.18320460617542267,0.17608071863651276,0.21406228840351105,0.207661971449852,0.5332319736480713,0.16773326694965363,0.1435813009738922,0.1900569647550583,0.17525890469551086
charlie,0.13311828672885895,0.2202894389629364,0.1325346678495407,0.17036926746368408,0.22809965908527374,0.14629870653152466,0.12660323083400726,0.12111449986696243,0.1200689822435379
albright,0.17480124533176422,0.17154212296009064,0.1661529690027237,0.30613237619400024,0.2971484363079071,0.29388338327407837,0.26915687322616577,0.3598161041736603,0.1998330056667328
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
composer,0.18320460617542267,0.17608071863651276,0.21406228840351105,0.207661971449852,0.5332319736480713,0.16773326694965363,0.1435813009738922,0.1900569647550583,0.17525890469551086
john,0.18237407505512238,0.14378976821899414,0.14013440907001495,0.21634717285633087,0.2252660095691681,0.1899385303258896,0.2070634365081787,0.29004359245300293,0.13162356615066528
alden,0.13044503331184387,0.2452079802751541,0.1003526970744133,0.21497692167758942,0.17367784678936005,0.14285598695278168,0.2192060798406601,0.2521832287311554,0.10896208137273788
carpenter,0.16735370457172394,0.1855315864086151,0.20673814415931702,0.31066200137138367,0.27870845794677734,0.18298815190792084,0.19056712090969086,0.2498040348291397,0.18098944425582886
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
comedian,0.19313229620456696,0.37668925523757935,0.35901588201522827,0.27547311782836914,0.49453461170196533,0.17842622101306915,0.12505017220973969,0.1675727367401123,0.20797111093997955
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
television,0.19838058948516846,0.7039412260055542,0.36235344409942627,0.29514092206954956,0.37975040078163147,0.18960916996002197,0.1933557242155075,0.24659739434719086,0.16825827956199646
show,0.29653704166412354,0.42836281657218933,0.4566369354724884,0.3455478549003601,0.18514074385166168,0.12486429512500763,0.29833272099494934,0.1792730838060379,0.2520138621330261
host,0.12779991328716278,0.2995610535144806,1.0000001192092896,0.2797408998012543,0.2518113851547241,0.10545337945222855,0.18300798535346985,0.15335573256015778,0.1021634042263031
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
writer,0.16903695464134216,0.2841930091381073,0.2518113851547241,0.2668316066265106,1.0,0.16727814078330994,0.12567701935768127,0.2528710961341858,0.1860569268465042
conan,0.16556189954280853,0.31630533933639526,0.292568564414978,0.23883992433547974,0.21589915454387665,0.15333835780620575,0.21974371373653412,0.17506413161754608,0.1584942489862442
o'brien,0.11635488271713257,0.3006970286369324,0.2427760809659958,0.2612479031085968,0.3169870972633362,0.2659265697002411,0.20555990934371948,0.2694800794124603,0.22851166129112244
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
actors,0.19468875229358673,0.2683085501194,0.19082529842853546,0.22122350335121155,0.2899838387966156,0.16620180010795593,0.2278083860874176,0.15347540378570557,0.16258424520492554
tatyana,0.22768518328666687,0.20702075958251953,0.10995466262102127,0.24118152260780334,0.2975630760192871,0.128944531083107,0.23540262877941132,0.1572706401348114,0.1961849331855774
ali,0.1344982534646988,0.17323336005210876,0.12350074201822281,0.23186331987380981,0.1572527438402176,0.12071347236633301,0.1743808537721634,0.1383175253868103,0.12320320308208466
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
nestor,0.040833715349435806,0.1365201771259308,0.19466610252857208,0.1702464371919632,0.15785063803195953,0.07153265923261642,0.14646722376346588,0.1285632848739624,0.1333499550819397
carbonell,0.08767151832580566,0.20648933947086334,0.20456238090991974,0.22193172574043274,0.23387117683887482,0.14529021084308624,0.13388901948928833,0.2607470452785492,0.13808055222034454
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
matt,0.15552017092704773,0.2894613444805145,0.15362390875816345,0.1973574459552765,0.22219990193843842,0.1789725124835968,0.13054035604000092,0.16706420481204987,0.11641338467597961
damon,0.1465878039598465,0.28906166553497314,0.1712062954902649,0.26999539136886597,0.28372520208358765,0.15400801599025726,0.1772821992635727,0.20456640422344208,0.0564969964325428
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
fred,0.17992258071899414,0.2150874137878418,0.10962948948144913,0.1784345954656601,0.2720598578453064,0.14331965148448944,0.14767210185527802,0.1812904179096222,0.20597071945667267
gwynne,0.1363402009010315,0.2569838762283325,0.1845252811908722,0.2961132526397705,0.28255677223205566,0.08368414640426636,0.16107521951198578,0.26252982020378113,0.21115344762802124
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
hill,0.17965343594551086,0.17629218101501465,0.11038857698440552,0.23841705918312073,0.12868046760559082,0.18025153875350952,0.20149561762809753,0.1588757187128067,0.1149863451719284
harper,0.20680077373981476,0.2555059790611267,0.16760295629501343,0.21959418058395386,0.23904357850551605,0.20244011282920837,0.1907464563846588,0.2715516686439514,0.1652441769838333
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
