,what,did,sasse,proclaim,luther,to,be,?
the,0.42745697498321533,0.34736719727516174,0.19916421175003052,0.22478388249874115,0.1759674996137619,0.535392165184021,0.4248143136501312,0.22068053483963013
german,0.1960553526878357,0.2048940509557724,0.2703065276145935,0.08706354349851608,0.28169330954551697,0.15143753588199615,0.17378950119018555,0.13978645205497742
people,0.32444337010383606,0.26765021681785583,0.15744416415691376,0.15808996558189392,0.14102250337600708,0.37275731563568115,0.2593584358692169,0.23739641904830933
",",0.3087472915649414,0.3015086054801941,0.21667665243148804,0.2654155492782593,0.23255878686904907,0.44245919585227966,0.39254459738731384,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.24721264839172363,0.2083493024110794,0.2454872578382492,0.385390967130661,0.3325980603694916,0.2089974731206894
urged,0.2202523946762085,0.3058101236820221,0.14918294548988342,0.37614375352859497,0.17635801434516907,0.30104541778564453,0.22664104402065277,0.16244898736476898
",",0.3087472915649414,0.3015086054801941,0.21667665243148804,0.2654155492782593,0.23255878686904907,0.44245919585227966,0.39254459738731384,0.31091248989105225
ought,0.4937606751918793,0.42068174481391907,0.18362408876419067,0.27038806676864624,0.20535506308078766,0.4235277473926544,0.39345458149909973,0.39326661825180054
to,0.455847829580307,0.4452643394470215,0.15038442611694336,0.1736323982477188,0.18029534816741943,1.0,0.4972836375236511,0.29463258385658264
heed,0.2595673203468323,0.285148948431015,0.25785064697265625,0.22667744755744934,0.24625542759895325,0.23345699906349182,0.19675742089748383,0.2613299787044525
these,0.4164220690727234,0.38755595684051514,0.019306913018226624,0.10862477868795395,0.23486362397670746,0.46852558851242065,0.4507283866405487,0.2571668326854706
words,0.3355468809604645,0.23527735471725464,0.09103044867515564,0.1206250861287117,0.12241660803556442,0.31468597054481506,0.3365652561187744,0.27074310183525085
``,0.008517155423760414,-0.029888948425650597,0.0573887899518013,0.05101775750517845,-0.013964727520942688,0.06720756739377975,0.07670000940561295,0.0685480609536171
of,0.33290785551071167,0.2513895630836487,0.1592739224433899,0.27488765120506287,0.1719115972518921,0.41548454761505127,0.33904364705085754,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.19916421175003052,0.22478388249874115,0.1759674996137619,0.535392165184021,0.4248143136501312,0.22068053483963013
greatest,0.22948481142520905,0.23742440342903137,0.1483394205570221,0.17120948433876038,0.10987263172864914,0.1702185571193695,0.15561170876026154,0.13661223649978638
antisemite,0.20065265893936157,0.2638169229030609,0.15067936480045319,0.23253631591796875,0.3233870565891266,0.19623979926109314,0.19355159997940063,0.16911636292934418
of,0.33290785551071167,0.2513895630836487,0.1592739224433899,0.27488765120506287,0.1719115972518921,0.41548454761505127,0.33904364705085754,0.1826142966747284
his,0.26976513862609863,0.3546801507472992,0.22600716352462769,0.24455076456069946,0.27093374729156494,0.3715193271636963,0.21738691627979279,0.18075084686279297
time,0.36319252848625183,0.3567926585674286,0.1373744159936905,0.2202860563993454,0.17623016238212585,0.3679993152618408,0.3473503291606903,0.27391523122787476
",",0.3087472915649414,0.3015086054801941,0.21667665243148804,0.2654155492782593,0.23255878686904907,0.44245919585227966,0.39254459738731384,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,0.19916421175003052,0.22478388249874115,0.1759674996137619,0.535392165184021,0.4248143136501312,0.22068053483963013
warner,0.18542180955410004,0.18217530846595764,0.15228118002414703,0.15572838485240936,0.25340959429740906,0.2131848782300949,0.17169538140296936,0.21637006103992462
of,0.33290785551071167,0.2513895630836487,0.1592739224433899,0.27488765120506287,0.1719115972518921,0.41548454761505127,0.33904364705085754,0.1826142966747284
his,0.26976513862609863,0.3546801507472992,0.22600716352462769,0.24455076456069946,0.27093374729156494,0.3715193271636963,0.21738691627979279,0.18075084686279297
people,0.32444337010383606,0.26765021681785583,0.15744416415691376,0.15808996558189392,0.14102250337600708,0.37275731563568115,0.2593584358692169,0.23739641904830933
against,0.24561616778373718,0.22514554858207703,0.055938828736543655,0.23823919892311096,0.18804924190044403,0.310872346162796,0.18640132248401642,0.18095137178897858
the,0.42745697498321533,0.34736719727516174,0.19916421175003052,0.22478388249874115,0.1759674996137619,0.535392165184021,0.4248143136501312,0.22068053483963013
jews,0.22131574153900146,0.23080717027187347,0.11218567192554474,0.24552525579929352,0.24326977133750916,0.22399327158927917,0.20604680478572845,0.16730794310569763
.,0.3567904531955719,0.35288307070732117,0.20596203207969666,0.19559040665626526,0.24907569587230682,0.4645031690597534,0.4383580684661865,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,0.07166030257940292,-0.020777540281414986,-0.04572787508368492,-0.009905828163027763,0.08835477381944656,0.018684765323996544
