,what,is,the,name,of,the,water,body,that,is,found,to,the,east,?
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.27858173847198486,0.307265043258667,0.5436353087425232,0.42745086550712585,0.25225648283958435,1.0,0.535392165184021,0.24717837572097778,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.297396719455719,0.31682634353637695,0.5473989248275757,0.5823672413825989,0.3452354073524475,0.535392165184021,1.0,0.3383176326751709,0.22068053483963013
east,0.19840149581432343,0.2596127688884735,0.3383176326751709,0.20845475792884827,0.314786434173584,0.3383176326751709,0.2117162048816681,0.12018880993127823,0.1802649050951004,0.2596127688884735,0.16100725531578064,0.24717837572097778,0.3383176326751709,1.0000001192092896,0.10070597380399704
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.2879090905189514,0.2790417969226837,0.3995479643344879,1.0,0.3526395261287689,0.42745086550712585,0.5823672413825989,0.2596127688884735,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.297396719455719,0.31682634353637695,0.5473989248275757,0.5823672413825989,0.3452354073524475,0.535392165184021,1.0,0.3383176326751709,0.22068053483963013
colorado,0.1414678543806076,0.13344717025756836,0.24470749497413635,0.1339608132839203,0.17896123230457306,0.24470749497413635,0.22295430302619934,0.11426107585430145,0.13967356085777283,0.13344717025756836,0.16230817139148712,0.20569247007369995,0.24470749497413635,0.16288600862026215,0.15461322665214539
desert,0.25473538041114807,0.18520480394363403,0.234701469540596,0.11032266914844513,0.20448997616767883,0.234701469540596,0.31136107444763184,0.13122223317623138,0.2306823581457138,0.18520480394363403,0.22328534722328186,0.17189157009124756,0.234701469540596,0.26414957642555237,0.16409924626350403
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3054247498512268,0.2872275710105896,0.4731321930885315,0.3859752118587494,0.27978911995887756,0.48971283435821533,0.5171257257461548,0.27633291482925415,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.297396719455719,0.31682634353637695,0.5473989248275757,0.5823672413825989,0.3452354073524475,0.535392165184021,1.0,0.3383176326751709,0.22068053483963013
colorado,0.1414678543806076,0.13344717025756836,0.24470749497413635,0.1339608132839203,0.17896123230457306,0.24470749497413635,0.22295430302619934,0.11426107585430145,0.13967356085777283,0.13344717025756836,0.16230817139148712,0.20569247007369995,0.24470749497413635,0.16288600862026215,0.15461322665214539
river,0.13815869390964508,0.20670881867408752,0.2894456386566162,0.17863500118255615,0.19903257489204407,0.2894456386566162,0.40245044231414795,0.13665254414081573,0.1889113336801529,0.20670881867408752,0.18605612218379974,0.13636653125286102,0.2894456386566162,0.36419621109962463,0.15390869975090027
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.14569826424121857,0.13802476227283478,0.3183255195617676,0.25906258821487427,0.21720094978809357,0.36524343490600586,0.457212895154953,0.25603312253952026,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.297396719455719,0.31682634353637695,0.5473989248275757,0.5823672413825989,0.3452354073524475,0.535392165184021,1.0,0.3383176326751709,0.22068053483963013
border,0.26696228981018066,0.22676031291484833,0.2856229841709137,0.1466246247291565,0.24084383249282837,0.2856229841709137,0.20266704261302948,0.16930119693279266,0.22939057648181915,0.22676031291484833,0.19585730135440826,0.20692045986652374,0.2856229841709137,0.38017842173576355,0.1706928312778473
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.20542247593402863,0.25971415638923645,0.4154358208179474,0.3250955045223236,0.2364431470632553,0.4239959120750427,0.4223487675189972,0.18583141267299652,0.2433311939239502
arizona,0.14143574237823486,0.1692543476819992,0.22572119534015656,0.1096196323633194,0.1947294920682907,0.22572119534015656,0.1753091812133789,0.09353058785200119,0.1778973489999771,0.1692543476819992,0.17810046672821045,0.1879066824913025,0.22572119534015656,0.15721413493156433,0.14315035939216614
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.26706066727638245,0.22437527775764465,0.4137537479400635,0.4691906273365021,0.27385151386260986,0.44245919585227966,0.4933079481124878,0.319791704416275,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3054247498512268,0.2872275710105896,0.4731321930885315,0.3859752118587494,0.27978911995887756,0.48971283435821533,0.5171257257461548,0.27633291482925415,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.297396719455719,0.31682634353637695,0.5473989248275757,0.5823672413825989,0.3452354073524475,0.535392165184021,1.0,0.3383176326751709,0.22068053483963013
mojave,0.2214202582836151,0.28554850816726685,0.33677732944488525,0.15194202959537506,0.24289627373218536,0.33677732944488525,0.3380202054977417,0.25494879484176636,0.2684069573879242,0.28554850816726685,0.27052250504493713,0.28167274594306946,0.33677732944488525,0.20248755812644958,0.1653980016708374
desert,0.25473538041114807,0.18520480394363403,0.234701469540596,0.11032266914844513,0.20448997616767883,0.234701469540596,0.31136107444763184,0.13122223317623138,0.2306823581457138,0.18520480394363403,0.22328534722328186,0.17189157009124756,0.234701469540596,0.26414957642555237,0.16409924626350403
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.14569826424121857,0.13802476227283478,0.3183255195617676,0.25906258821487427,0.21720094978809357,0.36524343490600586,0.457212895154953,0.25603312253952026,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.297396719455719,0.31682634353637695,0.5473989248275757,0.5823672413825989,0.3452354073524475,0.535392165184021,1.0,0.3383176326751709,0.22068053483963013
border,0.26696228981018066,0.22676031291484833,0.2856229841709137,0.1466246247291565,0.24084383249282837,0.2856229841709137,0.20266704261302948,0.16930119693279266,0.22939057648181915,0.22676031291484833,0.19585730135440826,0.20692045986652374,0.2856229841709137,0.38017842173576355,0.1706928312778473
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.20542247593402863,0.25971415638923645,0.4154358208179474,0.3250955045223236,0.2364431470632553,0.4239959120750427,0.4223487675189972,0.18583141267299652,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.297396719455719,0.31682634353637695,0.5473989248275757,0.5823672413825989,0.3452354073524475,0.535392165184021,1.0,0.3383176326751709,0.22068053483963013
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.19896633923053741,0.34253445267677307,0.3097178041934967,0.19879792630672455,0.20508433878421783,0.24252457916736603,0.2627358138561249,0.17006520926952362,0.25557461380958557,0.3097178041934967,0.2478339523077011,0.1160883978009224
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2741255462169647,0.25063133239746094,0.41498205065727234,0.4854315221309662,0.2982911467552185,0.41548454761505127,0.733189046382904,0.314786434173584,0.1826142966747284
nevada,0.13643212616443634,0.1814681738615036,0.22916007041931152,0.10905992984771729,0.21896293759346008,0.22916007041931152,0.15804754197597504,0.0900299996137619,0.153219535946846,0.1814681738615036,0.1671157032251358,0.20261961221694946,0.22916007041931152,0.1673407405614853,0.14885103702545166
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.26634910702705383,0.29751062393188477,0.4460422694683075,0.4569662809371948,0.3618174195289612,0.4645031690597534,0.5934505462646484,0.28351864218711853,0.4130953550338745
