,what,happened,during,the,apollo,7,test,mission,to,elicit,them,a,lesser,version,of,the,dsm,?
the,0.42745697498321533,0.3589572608470917,0.4838213622570038,1.0,0.2169172167778015,-0.1142377033829689,0.19235259294509888,0.22673439979553223,0.535392165184021,0.2334575653076172,0.4788833558559418,0.5829201340675354,0.27918535470962524,0.27268242835998535,0.733189046382904,1.0,0.21196791529655457,0.22068053483963013
crew,0.17533187568187714,0.20155511796474457,0.22457106411457062,0.25329816341400146,0.36530131101608276,-0.07932952046394348,0.1455637514591217,0.30851319432258606,0.21819929778575897,0.1151418462395668,0.24799001216888428,0.15305642783641815,0.10891093313694,0.14784970879554749,0.20427432656288147,0.25329816341400146,0.20957493782043457,0.16586194932460785
that,0.6297725439071655,0.4226365387439728,0.31487685441970825,0.5473989248275757,0.2014923095703125,-0.24410472810268402,0.27682164311408997,0.1697317510843277,0.5436353087425232,0.28259795904159546,0.5601773262023926,0.47537946701049805,0.23134876787662506,0.26565122604370117,0.41498205065727234,0.5473989248275757,0.2436097413301468,0.32716336846351624
flew,0.08274319022893906,0.2532920241355896,0.28729239106178284,0.254833459854126,0.33571839332580566,-0.09219013899564743,0.22131110727787018,0.34704262018203735,0.21093130111694336,0.08278350532054901,0.2240164577960968,0.18268832564353943,0.1276877075433731,0.16104461252689362,0.19396935403347015,0.254833459854126,0.14793650805950165,0.12027700990438461
the,0.42745697498321533,0.3589572608470917,0.4838213622570038,1.0,0.2169172167778015,-0.1142377033829689,0.19235259294509888,0.22673439979553223,0.535392165184021,0.2334575653076172,0.4788833558559418,0.5829201340675354,0.27918535470962524,0.27268242835998535,0.733189046382904,1.0,0.21196791529655457,0.22068053483963013
first,0.28086137771606445,0.32675081491470337,0.45377472043037415,0.49448907375335693,0.21067003905773163,-0.12198501080274582,0.2889637351036072,0.254679799079895,0.3792489171028137,0.2239566445350647,0.29246917366981506,0.4287874400615692,0.15514624118804932,0.2650057077407837,0.3536086082458496,0.49448907375335693,0.18801748752593994,0.18701928853988647
earth,0.25883176922798157,0.23374611139297485,0.17590676248073578,0.2801888585090637,0.3316074311733246,-0.24287958443164825,0.12624478340148926,0.25668099522590637,0.2486501932144165,0.02348032407462597,0.24869491159915924,0.21121151745319366,0.13047868013381958,0.1344599574804306,0.2329314798116684,0.2801888585090637,0.12673084437847137,0.17717236280441284
orbital,0.2394261658191681,0.1415146142244339,0.1597059816122055,0.16417881846427917,0.26148512959480286,-0.22541707754135132,0.14139781892299652,0.3041020333766937,0.20699875056743622,0.10009268671274185,0.15509137511253357,0.19980590045452118,0.12342359125614166,0.17494149506092072,0.2060234248638153,0.16417881846427917,0.2119871973991394,0.22483505308628082
test,0.2596650719642639,0.143290713429451,0.1486813873052597,0.19235259294509888,0.3095526397228241,-0.1591145247220993,1.0000001192092896,0.236023411154747,0.23725658655166626,0.22659353911876678,0.21239469945430756,0.2521366477012634,0.0913805291056633,0.19508959352970123,0.164191335439682,0.19235259294509888,0.26261818408966064,0.19832737743854523
mission,0.2317502647638321,0.16824756562709808,0.22419573366641998,0.22673439979553223,0.4094500243663788,-0.019209381192922592,0.236023411154747,1.0,0.26700642704963684,0.07042806595563889,0.1953098475933075,0.2477724254131317,0.07878289371728897,0.21298132836818695,0.20170781016349792,0.22673439979553223,0.14878784120082855,0.19506393373012543
apollo,0.13561789691448212,0.1382158100605011,0.22065234184265137,0.2169172167778015,0.9999999403953552,-0.12078527361154556,0.3095526397228241,0.4094500243663788,0.23190522193908691,0.15093262493610382,0.20912344753742218,0.19996169209480286,0.13239341974258423,0.20827656984329224,0.1786269098520279,0.2169172167778015,0.21775202453136444,0.191528782248497
7,-0.1699475795030594,-0.12760667502880096,-0.0403975285589695,-0.1142377033829689,-0.12078527361154556,1.0,-0.1591145247220993,-0.019209381192922592,-0.1819358468055725,-0.07136964797973633,-0.2288297712802887,-0.06565704196691513,-0.020881710574030876,-0.14152838289737701,-0.04983885586261749,-0.1142377033829689,-0.09242575615644455,-0.15092156827449799
",",0.3087472915649414,0.3230119049549103,0.3225448727607727,0.4933079481124878,0.19808128476142883,0.07715427130460739,0.17614826560020447,0.21226151287555695,0.44245919585227966,0.23878136277198792,0.3985835015773773,0.427140474319458,0.2190428227186203,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.20290441811084747,0.31091248989105225
walter,0.11522015184164047,0.06859803199768066,0.16882695257663727,0.16759788990020752,0.15677958726882935,0.05304655432701111,0.1283920407295227,0.16936863958835602,0.15203003585338593,0.1771763265132904,0.12431662529706955,0.24479345977306366,0.13445894420146942,0.07357513159513474,0.16571573913097382,0.16759788990020752,0.08196038007736206,0.1297207623720169
m.,-0.032949499785900116,0.08206073194742203,0.20430167019367218,0.11779511719942093,0.08914365619421005,0.3022368252277374,-0.11968164145946503,0.10352049022912979,0.027055686339735985,-0.06776490062475204,0.0018205064116045833,-0.04543856158852577,0.019748875871300697,-0.04778685048222542,0.15378065407276154,0.11779511719942093,0.0008924950961954892,-0.0002856669598259032
schirra,0.14477285742759705,0.18656869232654572,0.18482452630996704,0.24150578677654266,0.4246577322483063,0.046349816024303436,0.19064714014530182,0.31948521733283997,0.19579409062862396,0.12942682206630707,0.15179768204689026,0.24155989289283752,0.17863517999649048,0.17199650406837463,0.21639809012413025,0.24150578677654266,0.2880879342556,0.196621835231781
",",0.3087472915649414,0.3230119049549103,0.3225448727607727,0.4933079481124878,0.19808128476142883,0.07715427130460739,0.17614826560020447,0.21226151287555695,0.44245919585227966,0.23878136277198792,0.3985835015773773,0.427140474319458,0.2190428227186203,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.20290441811084747,0.31091248989105225
