,name,a,luxury,model,that,became,popular,in,the,mid-1970s,.
the,0.3171212375164032,0.5829201340675354,0.20747578144073486,0.14028635621070862,0.5473989248275757,0.36325156688690186,0.2724021077156067,0.6662389636039734,1.0,0.3533443808555603,0.5934505462646484
cadillac,0.17588616907596588,0.23354925215244293,0.4071970283985138,0.21733994781970978,0.13098062574863434,0.17078076303005219,0.22341535985469818,0.1738847941160202,0.2289877086877823,0.18540838360786438,0.2943286597728729
deville,0.09859000146389008,0.24232637882232666,0.19381067156791687,0.1885482668876648,0.14948245882987976,0.1760484129190445,0.14009664952754974,0.23447246849536896,0.21895378828048706,0.22260795533657074,0.2042016088962555
and,0.21235932409763336,0.3739250600337982,0.2596641480922699,0.22216768562793732,0.4731321930885315,0.31226563453674316,0.3164171278476715,0.4954058527946472,0.5171257257461548,0.24473729729652405,0.588965117931366
fleetwood,0.1800730675458908,0.2382349818944931,0.1926645189523697,0.15798711776733398,0.19567784667015076,0.22986319661140442,0.23848628997802734,0.19822411239147186,0.2823338806629181,0.2557103931903839,0.25314879417419434
",",0.28145334124565125,0.427140474319458,0.19004124402999878,0.244965597987175,0.4137537479400635,0.2798398435115814,0.2819201350212097,0.5201468467712402,0.4933079481124878,0.23948343098163605,0.6812511086463928
buick,0.2020196169614792,0.22638103365898132,0.4307255148887634,0.3906238377094269,0.17565302550792694,0.15599575638771057,0.23699817061424255,0.22814220190048218,0.19995656609535217,0.24014975130558014,0.2168077826499939
electra,0.09602559357881546,0.2660191059112549,0.2644091248512268,0.25505438446998596,0.16520370543003082,0.15458863973617554,0.1726907342672348,0.19389848411083221,0.18664364516735077,0.23106980323791504,0.27863943576812744
",",0.28145334124565125,0.427140474319458,0.19004124402999878,0.244965597987175,0.4137537479400635,0.2798398435115814,0.2819201350212097,0.5201468467712402,0.4933079481124878,0.23948343098163605,0.6812511086463928
oldsmobile,0.15772119164466858,0.28422459959983826,0.3500838875770569,0.3736080825328827,0.16908451914787292,0.16082195937633514,0.2317778766155243,0.2049376368522644,0.20270468294620514,0.2649887204170227,0.3294319212436676
98,-0.007678361143916845,0.034569431096315384,0.07078690081834793,-0.04983138665556908,0.11181831359863281,-0.06288354843854904,-0.017946060746908188,-0.03350481763482094,0.043617699295282364,0.041234251111745834,0.013714263215661049
",",0.28145334124565125,0.427140474319458,0.19004124402999878,0.244965597987175,0.4137537479400635,0.2798398435115814,0.2819201350212097,0.5201468467712402,0.4933079481124878,0.23948343098163605,0.6812511086463928
lincoln,0.07121863961219788,0.2435547113418579,0.20304585993289948,0.16274261474609375,0.22676348686218262,0.13518019020557404,0.18313182890415192,0.20471984148025513,0.24319539964199066,0.22198648750782013,0.24397696554660797
continental,0.09160668402910233,0.19485482573509216,0.2307712733745575,0.17703579366207123,0.23764802515506744,0.2034451961517334,0.1863606870174408,0.248937726020813,0.32723063230514526,0.24159032106399536,0.26854023337364197
",",0.28145334124565125,0.427140474319458,0.19004124402999878,0.244965597987175,0.4137537479400635,0.2798398435115814,0.2819201350212097,0.5201468467712402,0.4933079481124878,0.23948343098163605,0.6812511086463928
mercury,0.14863014221191406,0.25249192118644714,0.2411138415336609,0.17925746738910675,0.2205929309129715,0.13458481431007385,0.11306709796190262,0.18165083229541779,0.2059478461742401,0.19015558063983917,0.22198538482189178
marquis,0.18772336840629578,0.16050812602043152,0.20693767070770264,0.08994994312524796,0.17357072234153748,0.17315039038658142,0.09114936739206314,0.1697002649307251,0.16107769310474396,0.1694892942905426,0.18180283904075623
",",0.28145334124565125,0.427140474319458,0.19004124402999878,0.244965597987175,0.4137537479400635,0.2798398435115814,0.2819201350212097,0.5201468467712402,0.4933079481124878,0.23948343098163605,0.6812511086463928
and,0.21235932409763336,0.3739250600337982,0.2596641480922699,0.22216768562793732,0.4731321930885315,0.31226563453674316,0.3164171278476715,0.4954058527946472,0.5171257257461548,0.24473729729652405,0.588965117931366
