,how,many,paid,holiday,days,does,the,working,time,directive,require,workers,to,have,each,year,?
for,0.3308170735836029,0.40972793102264404,0.29203978180885315,0.23347611725330353,0.2734130620956421,0.35159170627593994,0.4739971458911896,0.3632623255252838,0.3992156386375427,0.3118533194065094,0.33956968784332275,0.2527289092540741,0.4451248347759247,0.41175219416618347,0.3044290542602539,0.29294124245643616,0.264628142118454
example,0.39914554357528687,0.43096116185188293,0.11470328271389008,0.1395881175994873,0.17350450158119202,0.3593006134033203,0.3755223751068115,0.24596086144447327,0.31812599301338196,0.329887330532074,0.34650078415870667,0.1704428642988205,0.3451666533946991,0.39606785774230957,0.38267919421195984,0.19735495746135712,0.30374911427497864
",",0.22659391164779663,0.40610817074775696,0.18092423677444458,0.2776016294956207,0.34504905343055725,0.28617382049560547,0.4933079481124878,0.29007792472839355,0.3029961884021759,0.23691628873348236,0.20549376308918,0.17716385424137115,0.44245919585227966,0.3541618287563324,0.207483172416687,0.28560417890548706,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.22871042788028717,0.21558280289173126,0.2574930489063263,0.35928019881248474,1.0,0.25857484340667725,0.43061500787734985,0.299225389957428,0.17356595396995544,0.23066683113574982,0.535392165184021,0.40389683842658997,0.470844566822052,0.3609684407711029,0.22068053483963013
working,0.27748700976371765,0.286085844039917,0.29799312353134155,0.19899079203605652,0.18128439784049988,0.22897255420684814,0.25857484340667725,1.0,0.3354610800743103,0.2183934450149536,0.22819550335407257,0.3975767493247986,0.28215980529785156,0.27710407972335815,0.23383015394210815,0.1758619248867035,0.17154020071029663
time,0.35346719622612,0.3523001968860626,0.3069309890270233,0.23850442469120026,0.4134809374809265,0.2519678771495819,0.43061500787734985,0.3354610800743103,0.9999998807907104,0.19181908667087555,0.26611730456352234,0.22932037711143494,0.3679993152618408,0.3659670352935791,0.36552107334136963,0.41097521781921387,0.27391523122787476
directive,0.26086482405662537,0.17137083411216736,0.11950135976076126,0.014499583281576633,0.10652398318052292,0.2425890862941742,0.299225389957428,0.2183934450149536,0.19181908667087555,0.9999999403953552,0.2805778384208679,0.11389059573411942,0.3225650489330292,0.23152491450309753,0.3043014705181122,0.13902685046195984,0.15005457401275635
requires,0.2878960967063904,0.19591866433620453,0.16525478661060333,0.09235204756259918,0.1356232464313507,0.4281558096408844,0.2693159878253937,0.20638152956962585,0.26243963837623596,0.29731011390686035,0.8026338815689087,0.1768641322851181,0.2967781126499176,0.3433389663696289,0.302791029214859,0.13965903222560883,0.26020103693008423
that,0.557814359664917,0.5391656160354614,0.3008268177509308,0.17169912159442902,0.3029259145259857,0.4764937460422516,0.5473989248275757,0.34541255235671997,0.388528436422348,0.2791611850261688,0.3625117540359497,0.22227567434310913,0.5436353087425232,0.6182622313499451,0.46111494302749634,0.2826407253742218,0.32716336846351624
every,0.31805798411369324,0.3416140377521515,0.2335083782672882,0.2998194098472595,0.3149748146533966,0.32406800985336304,0.4023689329624176,0.20772263407707214,0.3758189380168915,0.2008979618549347,0.3207828104496002,0.18325814604759216,0.3643300235271454,0.42407500743865967,0.5941283702850342,0.3677065968513489,0.24066033959388733
