,huguenots,in,killeshandra,and,county,cavan,expanded,what,agricultural,industry,?
smaller,0.16500955820083618,0.2774786055088043,0.17331475019454956,0.3409501612186432,0.159758061170578,0.17784498631954193,0.2662968039512634,0.23730900883674622,0.18142305314540863,0.10442432016134262,0.17881669104099274
settlements,0.21862885355949402,0.31333258748054504,0.2265392392873764,0.2879072427749634,0.3661719560623169,0.2472785860300064,0.20276790857315063,0.24496693909168243,0.3546777665615082,0.22654680907726288,0.1671062707901001
",",0.23394492268562317,0.5201468467712402,0.3901786506175995,0.6633074283599854,0.26861095428466797,0.32629477977752686,0.3043839633464813,0.3087472915649414,0.31311511993408203,0.24502649903297424,0.31091248989105225
which,0.24042612314224243,0.4840516746044159,0.21870319545269012,0.506277859210968,0.1709478199481964,0.2098582535982132,0.2827520966529846,0.5261979103088379,0.26510748267173767,0.28652361035346985,0.25814583897590637
included,0.17498371005058289,0.32433560490608215,0.23399251699447632,0.3643590211868286,0.1700836569070816,0.17550022900104523,0.36812177300453186,0.2288810908794403,0.15858447551727295,0.17816558480262756,0.14385655522346497
killeshandra,0.22835074365139008,0.22379785776138306,1.0000001192092896,0.2965897023677826,0.2682251036167145,0.3638511896133423,0.15234112739562988,0.22590959072113037,0.17198197543621063,0.19047601521015167,0.2011011689901352
in,0.25916293263435364,1.0,0.22379785776138306,0.4954058527946472,0.31363439559936523,0.26907578110694885,0.27289336919784546,0.30808621644973755,0.2751860022544861,0.2675124704837799,0.20430970191955566
county,0.12823106348514557,0.31363439559936523,0.2682251036167145,0.2045455276966095,1.0,0.3961507976055145,0.13813726603984833,0.16114220023155212,0.2572076916694641,0.13374517858028412,0.07680056244134903
cavan,0.24652017652988434,0.26907578110694885,0.3638511896133423,0.32228168845176697,0.3961507976055145,1.0000001192092896,0.17555317282676697,0.10715948790311813,0.3184269368648529,0.21113617718219757,0.14337202906608582
",",0.23394492268562317,0.5201468467712402,0.3901786506175995,0.6633074283599854,0.26861095428466797,0.32629477977752686,0.3043839633464813,0.3087472915649414,0.31311511993408203,0.24502649903297424,0.31091248989105225
contributed,0.20206858217716217,0.2594258189201355,0.20818594098091125,0.2908022403717041,0.0892995297908783,0.12240532785654068,0.3386096656322479,0.2441394031047821,0.22593042254447937,0.2500784993171692,0.21200142800807953
to,0.2685132324695587,0.45010748505592346,0.22330394387245178,0.48971283435821533,0.15845301747322083,0.18415024876594543,0.29032543301582336,0.455847829580307,0.22557492554187775,0.24876736104488373,0.29463258385658264
the,0.30745792388916016,0.6662389636039734,0.2633654475212097,0.5171257257461548,0.21715226769447327,0.25978001952171326,0.3258892893791199,0.42745697498321533,0.2716485559940338,0.26942890882492065,0.22068053483963013
expansion,0.19744856655597687,0.20021484792232513,0.09755092859268188,0.1901247650384903,0.0998648852109909,0.09003095328807831,0.6040348410606384,0.2671823799610138,0.16305145621299744,0.20167087018489838,0.18286365270614624
of,0.27577435970306396,0.5696388483047485,0.27101728320121765,0.5116966962814331,0.2393190860748291,0.24523542821407318,0.2764764726161957,0.33290785551071167,0.3318701386451721,0.27385562658309937,0.1826142966747284
flax,0.1810697317123413,0.20411737263202667,0.22598816454410553,0.23465225100517273,0.17015689611434937,0.24035897850990295,0.18596673011779785,0.12237075716257095,0.38922980427742004,0.34005603194236755,0.06901487708091736
cultivation,0.27319905161857605,0.2678565979003906,0.19241760671138763,0.2758621871471405,0.149362251162529,0.2095365822315216,0.3258831202983856,0.17288483679294586,0.557322084903717,0.3353657126426697,0.1158214882016182
and,0.28783127665519714,0.4954058527946472,0.2965897023677826,1.0,0.2045455276966095,0.32228168845176697,0.27933889627456665,0.31309178471565247,0.3097107410430908,0.2615980803966522,0.20544172823429108
the,0.30745792388916016,0.6662389636039734,0.2633654475212097,0.5171257257461548,0.21715226769447327,0.25978001952171326,0.3258892893791199,0.42745697498321533,0.2716485559940338,0.26942890882492065,0.22068053483963013
growth,0.20239028334617615,0.2819603681564331,0.13654258847236633,0.2731747627258301,0.16734331846237183,0.21117426455020905,0.2789532244205475,0.1739405393600464,0.46713972091674805,0.37569037079811096,0.07547862827777863
of,0.27577435970306396,0.5696388483047485,0.27101728320121765,0.5116966962814331,0.2393190860748291,0.24523542821407318,0.2764764726161957,0.33290785551071167,0.3318701386451721,0.27385562658309937,0.1826142966747284
the,0.30745792388916016,0.6662389636039734,0.2633654475212097,0.5171257257461548,0.21715226769447327,0.25978001952171326,0.3258892893791199,0.42745697498321533,0.2716485559940338,0.26942890882492065,0.22068053483963013
irish,0.32581034302711487,0.17023150622844696,0.341936856508255,0.23241202533245087,0.23578310012817383,0.3536485731601715,0.05508339777588844,0.12490905076265335,0.1595749706029892,0.18034546077251434,0.09232300519943237
linen,0.07783634960651398,0.20349952578544617,0.1875907927751541,0.19035615026950836,0.12693940103054047,0.1496024876832962,0.20958618819713593,0.1087241843342781,0.2301570028066635,0.25266900658607483,0.11337316781282425
industry,0.13439209759235382,0.2675124704837799,0.19047601521015167,0.2615980803966522,0.13374517858028412,0.21113617718219757,0.22804492712020874,0.1966298520565033,0.4360383152961731,1.0000001192092896,0.11813290417194366
.,0.2170230895280838,0.5591574311256409,0.31106188893318176,0.588965117931366,0.25379708409309387,0.26491817831993103,0.2730693221092224,0.3567904531955719,0.26339057087898254,0.24857841432094574,0.4130953550338745
