,thomas,de,maiziere,serves,what,role,in,the,german,cabinet,?
the,0.23505409061908722,0.23491892218589783,0.35693851113319397,0.3302452266216278,0.42745697498321533,0.26607486605644226,0.6662389636039734,1.0,0.256483793258667,0.24264733493328094,0.22068053483963013
last,0.09500853717327118,0.19119860231876373,0.2981073260307312,0.10929608345031738,0.23175878822803497,0.2124243527650833,0.30714505910873413,0.3698786795139313,0.14264658093452454,0.16198816895484924,0.22371746599674225
prime,0.07209596782922745,0.11181380599737167,0.28542008996009827,0.16005514562129974,0.15586113929748535,0.13358250260353088,0.18097394704818726,0.19960100948810577,0.11165537685155869,0.4956117868423462,0.11276303976774216
minister,0.0982365608215332,0.17204073071479797,0.3212878704071045,0.22398701310157776,0.1705908179283142,0.15275812149047852,0.19794908165931702,0.19297581911087036,0.18985439836978912,0.5746684074401855,0.10825661569833755
of,0.18699592351913452,0.26292696595191956,0.38264185190200806,0.3168865740299225,0.33290785551071167,0.1797693818807602,0.5696388483047485,0.733189046382904,0.2122138887643814,0.27811557054519653,0.1826142966747284
the,0.23505409061908722,0.23491892218589783,0.35693851113319397,0.3302452266216278,0.42745697498321533,0.26607486605644226,0.6662389636039734,1.0,0.256483793258667,0.24264733493328094,0.22068053483963013
(,0.20615462958812714,0.26744362711906433,0.34346720576286316,0.23397299647331238,0.2411840260028839,0.1935303956270218,0.3087427020072937,0.33289089798927307,0.21152326464653015,0.19808785617351532,0.40561532974243164
east,0.157122403383255,0.2008291482925415,0.29892411828041077,0.24325045943260193,0.19840149581432343,0.06880535185337067,0.32659441232681274,0.3383176326751709,0.2459583878517151,0.1458366960287094,0.10070597380399704
),0.23000352084636688,0.2729669213294983,0.3498329222202301,0.22408124804496765,0.26259949803352356,0.21682535111904144,0.3326910734176636,0.3456730246543884,0.21792921423912048,0.21935337781906128,0.42300865054130554
german,0.17470405995845795,0.23432518541812897,0.2834468185901642,0.0562739372253418,0.1960553526878357,0.10583246499300003,0.21098364889621735,0.256483793258667,1.0000001192092896,0.17737871408462524,0.13978645205497742
democratic,0.2510594427585602,0.15127816796302795,0.2401365339756012,0.23742716014385223,0.1858556717634201,0.14674289524555206,0.206755131483078,0.21570740640163422,0.23239201307296753,0.33596670627593994,0.1668088138103485
republic,0.12602736055850983,0.22294054925441742,0.25642144680023193,0.12674307823181152,0.18626701831817627,0.07490186393260956,0.2782426178455353,0.2862427830696106,0.22037549316883087,0.24626989662647247,0.16880398988723755
",",0.25079426169395447,0.2882855534553528,0.38324466347694397,0.24305880069732666,0.3087472915649414,0.199491485953331,0.5201468467712402,0.4933079481124878,0.2478695809841156,0.20813481509685516,0.31091248989105225
lothar,0.21250088512897491,0.22897830605506897,0.46132585406303406,0.045551128685474396,0.17882968485355377,0.2017957866191864,0.23427656292915344,0.25669342279434204,0.4991767704486847,0.25637486577033997,0.18294039368629456
de,0.17020872235298157,1.0,0.47693583369255066,0.1241408959031105,0.10476839542388916,0.09318950772285461,0.24818959832191467,0.23491892218589783,0.23432518541812897,0.16908754408359528,0.11064168810844421
maizière,0.2629147171974182,0.5513489842414856,0.7711545825004578,0.19536878168582916,0.1325177401304245,0.24798452854156494,0.3087160885334015,0.303013414144516,0.3743392527103424,0.3474000096321106,0.20226430892944336
",",0.25079426169395447,0.2882855534553528,0.38324466347694397,0.24305880069732666,0.3087472915649414,0.199491485953331,0.5201468467712402,0.4933079481124878,0.2478695809841156,0.20813481509685516,0.31091248989105225
is,0.15801864862442017,0.20309367775917053,0.2469801902770996,0.3915807008743286,0.28837618231773376,0.20847192406654358,0.5394441485404968,0.5823672413825989,0.19231973588466644,0.16536220908164978,0.22961433231830597
also,0.1750018447637558,0.2121490240097046,0.24081119894981384,0.27924028038978577,0.42747777700424194,0.3320251703262329,0.5073733329772949,0.6021018624305725,0.2037879079580307,0.2126559168100357,0.21848613023757935
a,0.19268037378787994,0.19532008469104767,0.2203034907579422,0.2583726644515991,0.3320399522781372,0.22880133986473083,0.539380669593811,0.5829201340675354,0.23789440095424652,0.22989456355571747,0.23916715383529663
descendant,0.1641014665365219,0.18419285118579865,0.2578355073928833,0.18907645344734192,0.17799292504787445,0.19883659482002258,0.20192143321037292,0.27002206444740295,0.10909038037061691,0.20876477658748627,0.109697625041008
of,0.18699592351913452,0.26292696595191956,0.38264185190200806,0.3168865740299225,0.33290785551071167,0.1797693818807602,0.5696388483047485,0.733189046382904,0.2122138887643814,0.27811557054519653,0.1826142966747284
a,0.19268037378787994,0.19532008469104767,0.2203034907579422,0.2583726644515991,0.3320399522781372,0.22880133986473083,0.539380669593811,0.5829201340675354,0.23789440095424652,0.22989456355571747,0.23916715383529663
