,what,mountain,range,did,genghis,khan,cross,to,enter,the,khwarezmian,empire,?
the,0.42745697498321533,0.2931090295314789,0.2311336100101471,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.25741100311279297,0.535392165184021,0.3499310314655304,1.0,0.3120568096637726,0.32532164454460144,0.22068053483963013
mongol,0.15870186686515808,0.2036498337984085,0.10155034065246582,0.17534953355789185,0.6244974732398987,0.5576101541519165,0.0782327726483345,0.2125127911567688,0.1775144636631012,0.2924198508262634,0.5239636301994324,0.45230501890182495,0.12849251925945282
army,0.1698741316795349,0.26459380984306335,0.16007517278194427,0.21148359775543213,0.33970266580581665,0.2175215482711792,0.2299613356590271,0.22938482463359833,0.23679041862487793,0.31011611223220825,0.26909568905830383,0.3075399100780487,0.180583193898201
under,0.20154598355293274,0.147025004029274,0.10921667516231537,0.20815621316432953,0.2402999848127365,0.18593889474868774,0.16553330421447754,0.27177539467811584,0.21284952759742737,0.3348022699356079,0.22707970440387726,0.22204537689685822,0.18233340978622437
genghis,0.24369274079799652,0.2656402587890625,0.14567075669765472,0.18339850008487701,1.0,0.5896923542022705,0.132706880569458,0.2294713407754898,0.1781754195690155,0.3448939025402069,0.6046951413154602,0.42237505316734314,0.18813461065292358
khan,0.16476042568683624,0.15298856794834137,0.15892912447452545,0.155345618724823,0.5896923542022705,1.0,0.03938255086541176,0.18221943080425262,0.14957676827907562,0.21067845821380615,0.6125281453132629,0.38083162903785706,0.12862591445446014
",",0.3087472915649414,0.2732870280742645,0.2808356285095215,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.2534312307834625,0.44245919585227966,0.20928232371807098,0.4933079481124878,0.30490750074386597,0.27646857500076294,0.31091248989105225
generals,0.23791362345218658,0.1566353589296341,0.09679965674877167,0.26768800616264343,0.35899436473846436,0.2616235017776489,0.14041103422641754,0.23583383858203888,0.10652901977300644,0.27897581458091736,0.26546576619148254,0.3167203664779663,0.16273394227027893
and,0.31309178471565247,0.2430269569158554,0.27470090985298157,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.25427764654159546,0.48971283435821533,0.30870890617370605,0.5171257257461548,0.33340588212013245,0.27479609847068787,0.20544172823429108
his,0.26976513862609863,0.1929609179496765,0.13379555940628052,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.14299188554286957,0.3715193271636963,0.18728935718536377,0.4394008219242096,0.28261783719062805,0.22914105653762817,0.18075084686279297
sons,0.1335936188697815,0.09556923061609268,0.03683939203619957,0.19547776877880096,0.2966407537460327,0.2521197199821472,0.08513306826353073,0.11964831501245499,0.11501360684633255,0.16342225670814514,0.23054136335849762,0.21616367995738983,0.13006451725959778
crossed,0.182399183511734,0.24876917898654938,0.197078138589859,0.21648262441158295,0.2816449701786041,0.1818779557943344,0.5201024413108826,0.22881387174129486,0.30027520656585693,0.3004564642906189,0.24754348397254944,0.2149972915649414,0.15642015635967255
the,0.42745697498321533,0.2931090295314789,0.2311336100101471,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.25741100311279297,0.535392165184021,0.3499310314655304,1.0,0.3120568096637726,0.32532164454460144,0.22068053483963013
tien,0.015638010576367378,0.16390711069107056,0.034864846616983414,0.06631427258253098,0.2813401222229004,0.1779538244009018,0.14620010554790497,0.10706038773059845,0.11339418590068817,0.177853062748909,0.25208133459091187,0.1624344289302826,0.14397946000099182
shan,0.1407555192708969,0.3153799772262573,0.22700461745262146,0.09299621731042862,0.44184547662734985,0.4697487950325012,0.12509502470493317,0.1916804015636444,0.21246708929538727,0.206366166472435,0.45824745297431946,0.23409835994243622,0.11772394925355911
mountains,0.1498076319694519,0.8570657968521118,0.4312436282634735,0.12836767733097076,0.2896362543106079,0.14989317953586578,0.14099933207035065,0.2097938507795334,0.10945992916822433,0.27269288897514343,0.27866876125335693,0.21179501712322235,0.08633821457624435
by,0.2455483376979828,0.17277319729328156,0.11968950182199478,0.18574509024620056,0.22102472186088562,0.13558374345302582,0.20809641480445862,0.33534231781959534,0.26040592789649963,0.4408751428127289,0.2705972194671631,0.19236046075820923,0.17966607213020325
entering,0.22441062331199646,0.13239926099777222,0.1918598860502243,0.20273368060588837,0.14754807949066162,0.11590278893709183,0.14504064619541168,0.28421810269355774,0.6790787577629089,0.41189688444137573,0.2119883894920349,0.12279461324214935,0.12499018758535385
the,0.42745697498321533,0.2931090295314789,0.2311336100101471,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.25741100311279297,0.535392165184021,0.3499310314655304,1.0,0.3120568096637726,0.32532164454460144,0.22068053483963013
