,in,what,year,did,richard,trevithick,patent,his,device,?
around,0.41294145584106445,0.27475327253341675,0.28177201747894287,0.1658935695886612,0.10364900529384613,0.2707994282245636,0.2385760396718979,0.2113194763660431,0.17254209518432617,0.14729668200016022
1800,0.10485468804836273,0.21971848607063293,0.08910205215215683,0.14098447561264038,0.007675523869693279,0.062145672738552094,0.09159166365861893,0.18705569207668304,0.10714550316333771,0.12716752290725708
richard,0.23321768641471863,0.19329693913459778,0.15675048530101776,0.17407897114753723,0.9999999403953552,0.47211480140686035,0.20647896826267242,0.2745850384235382,0.07978346943855286,0.15003317594528198
trevithick,0.3304753005504608,0.19898971915245056,0.23558852076530457,0.17673523724079132,0.47211480140686035,1.0000001192092896,0.32805687189102173,0.31566616892814636,0.2128690779209137,0.2125524878501892
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.22443673014640808,0.33085688948631287,0.13321366906166077,0.4234102666378021,0.15071305632591248,0.20544172823429108
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.27245110273361206,0.4477895200252533,0.20812061429023743,0.3378419280052185,0.13617408275604248,0.31091248989105225
separately,0.28512102365493774,0.31382590532302856,0.1377895027399063,0.2564780116081238,0.16565397381782532,0.1525576412677765,0.20547421276569366,0.17227204144001007,0.1994241625070572,0.13878987729549408
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.27245110273361206,0.4477895200252533,0.20812061429023743,0.3378419280052185,0.13617408275604248,0.31091248989105225
oliver,0.18508405983448029,0.18301159143447876,0.16749313473701477,0.124863401055336,0.3615841269493103,0.41184180974960327,0.0917840451002121,0.2096959948539734,0.11413984000682831,0.20260699093341827
evans,0.22539855539798737,0.13074630498886108,0.15505412220954895,0.17558112740516663,0.31796324253082275,0.378383606672287,0.12677451968193054,0.2518567144870758,0.1634279042482376,0.1579946130514145
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.23321768641471863,0.3304753005504608,0.18244080245494843,0.3598145842552185,0.16225403547286987,0.20430970191955566
1801,0.032881155610084534,0.061655450612306595,0.07390689104795456,0.04511426016688347,-0.035325851291418076,0.05563812330365181,0.12053966522216797,0.011399800889194012,0.20063357055187225,0.11624469608068466
introduced,0.2614979147911072,0.09417270123958588,0.16381673514842987,0.17650672793388367,0.1650790274143219,0.2304019331932068,0.2502741515636444,0.15688826143741608,0.2336490899324417,0.16386865079402924
engines,0.18084456026554108,0.1634974628686905,0.1999010294675827,0.20473016798496246,0.13046099245548248,0.24286401271820068,0.27971407771110535,0.16224336624145508,0.27095848321914673,0.18940703570842743
using,0.2717311978340149,0.27984681725502014,0.13926532864570618,0.25429773330688477,0.13063885271549225,0.19429324567317963,0.25925323367118835,0.21453166007995605,0.40505990386009216,0.2804589569568634
high-pressure,0.27036017179489136,0.31876876950263977,0.22346821427345276,0.23796291649341583,0.12872231006622314,0.29199308156967163,0.22988653182983398,0.2424830049276352,0.371088445186615,0.23668110370635986
steam,0.19852672517299652,0.15672586858272552,0.12807929515838623,0.19902050495147705,0.17245730757713318,0.35976073145866394,0.2789400815963745,0.13870766758918762,0.37581905722618103,0.113324373960495
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.10727239400148392,0.06495842337608337,-0.052845727652311325,0.011648643761873245,0.07100893557071686,-0.020314911380410194,0.10349778085947037
trevithick,0.3304753005504608,0.19898971915245056,0.23558852076530457,0.17673523724079132,0.47211480140686035,1.0000001192092896,0.32805687189102173,0.31566616892814636,0.2128690779209137,0.2125524878501892
obtained,0.25752922892570496,0.15716862678527832,0.0751044973731041,0.16534456610679626,-0.004151816014200449,0.10384450852870941,0.23191341757774353,0.24020053446292877,0.15405753254890442,0.10347618907690048
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.3546801507472992,0.2745850384235382,0.31566616892814636,0.1482684165239334,0.9999998807907104,0.1749366968870163,0.18075084686279297
high-pressure,0.27036017179489136,0.31876876950263977,0.22346821427345276,0.23796291649341583,0.12872231006622314,0.29199308156967163,0.22988653182983398,0.2424830049276352,0.371088445186615,0.23668110370635986
engine,0.18885408341884613,0.18463268876075745,0.18775227665901184,0.1357124000787735,0.14558422565460205,0.25889694690704346,0.3063247501850128,0.16806639730930328,0.3519456088542938,0.17739196121692657
patent,0.18244080245494843,0.17095203697681427,0.12342982739210129,0.17086273431777954,0.20647896826267242,0.32805687189102173,0.9999999403953552,0.1482684165239334,0.3560563325881958,0.13298413157463074
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.23321768641471863,0.3304753005504608,0.18244080245494843,0.3598145842552185,0.16225403547286987,0.20430970191955566
1802,0.06742782890796661,0.1447460949420929,0.09709162265062332,0.09805768728256226,-0.15136684477329254,-0.12727366387844086,0.10052010416984558,-0.01435250323265791,0.15379083156585693,0.09405338019132614
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.24983328580856323,0.38518741726875305,0.19082264602184296,0.3119256794452667,0.1592947095632553,0.4130953550338745
