,what,three,things,are,needed,for,construction,to,take,place,?
construction,0.20329850912094116,0.15471899509429932,0.2087949514389038,0.18089833855628967,0.27121084928512573,0.2193669229745865,1.0,0.24810278415679932,0.16468724608421326,0.24269641935825348,0.13494056463241577
starts,0.24892903864383698,0.16951559484004974,0.2312779575586319,0.21134734153747559,0.18842127919197083,0.17173245549201965,0.1488756537437439,0.21829968690872192,0.22816964983940125,0.2484283298254013,0.17788195610046387
with,0.2464839518070221,0.35964319109916687,0.27400049567222595,0.38996943831443787,0.33687737584114075,0.39140474796295166,0.18128478527069092,0.4239959120750427,0.21222369372844696,0.18794342875480652,0.2433311939239502
planning,0.2823503315448761,0.17515327036380768,0.2928215265274048,0.12888304889202118,0.2789928615093231,0.3183043301105499,0.3797585964202881,0.3211837708950043,0.32813817262649536,0.20719918608665466,0.1869431883096695
",",0.3087472915649414,0.3347506821155548,0.3149048686027527,0.4062570035457611,0.29017356038093567,0.4464869201183319,0.23704268038272858,0.44245919585227966,0.2881867289543152,0.34068408608436584,0.31091248989105225
[,0.010752761736512184,0.06789329648017883,0.08210089057683945,0.021565506234765053,0.0429946631193161,0.10575617104768753,0.21638208627700806,0.07649242132902145,0.11321605741977692,0.13475501537322998,0.011015460826456547
citation,0.26448965072631836,0.12593024969100952,0.17817971110343933,0.19570352137088776,0.32138195633888245,0.2762897312641144,0.21942496299743652,0.2558228075504303,0.08475581556558609,0.16923779249191284,0.3382055461406708
needed,0.3631289601325989,0.24615854024887085,0.4201449155807495,0.3141024708747864,1.0,0.38127243518829346,0.27121084928512573,0.45002421736717224,0.38188332319259644,0.2736660838127136,0.2863257825374603
],-0.03775298595428467,-0.03675336390733719,0.0004717546980828047,-0.02216748520731926,0.06350025534629822,-0.023346275091171265,-0.05893242359161377,-0.04249158129096031,0.024604132398962975,0.0760023295879364,-0.0022520492784678936
design,0.23893405497074127,0.17918427288532257,0.2397579550743103,0.144777312874794,0.2206057459115982,0.2477298229932785,0.44344785809516907,0.26415011286735535,0.17075130343437195,0.14367496967315674,0.16351860761642456
",",0.3087472915649414,0.3347506821155548,0.3149048686027527,0.4062570035457611,0.29017356038093567,0.4464869201183319,0.23704268038272858,0.44245919585227966,0.2881867289543152,0.34068408608436584,0.31091248989105225
and,0.31309178471565247,0.3826501965522766,0.378500759601593,0.48576638102531433,0.32021039724349976,0.5064792633056641,0.22762417793273926,0.48971283435821533,0.296702116727829,0.2813849449157715,0.20544172823429108
financing,0.15690691769123077,0.1290934681892395,0.21190999448299408,0.12533235549926758,0.24614666402339935,0.3189772367477417,0.4279244840145111,0.2556435763835907,0.1970897614955902,0.13542908430099487,0.0902794897556305
and,0.31309178471565247,0.3826501965522766,0.378500759601593,0.48576638102531433,0.32021039724349976,0.5064792633056641,0.22762417793273926,0.48971283435821533,0.296702116727829,0.2813849449157715,0.20544172823429108
continues,0.27419164776802063,0.2025614231824875,0.19263781607151031,0.20762501657009125,0.22604352235794067,0.2022181898355484,0.20174863934516907,0.363338828086853,0.2212774008512497,0.21865110099315643,0.13186512887477875
until,0.2693650424480438,0.2902778685092926,0.18911859393119812,0.154075488448143,0.2253408432006836,0.2802979350090027,0.1795211285352707,0.354556679725647,0.14862164855003357,0.23052945733070374,0.20304496586322784
the,0.42745697498321533,0.43452659249305725,0.30825191736221313,0.40399202704429626,0.3064746856689453,0.4739971458911896,0.2671978175640106,0.535392165184021,0.31620436906814575,0.4179787337779999,0.22068053483963013
project,0.27033838629722595,0.12092211097478867,0.24415136873722076,0.19378727674484253,0.22353993356227875,0.2228124439716339,0.39453527331352234,0.28750085830688477,0.16756905615329742,0.1428147256374359,0.30569031834602356
is,0.28837618231773376,0.23072560131549835,0.27847638726234436,0.5330929756164551,0.21605761349201202,0.43268078565597534,0.2135658711194992,0.42745086550712585,0.22669753432273865,0.3122972249984741,0.22961433231830597
built,0.1554843783378601,0.2060295194387436,0.2128456085920334,0.15228483080863953,0.2556595504283905,0.19757427275180817,0.5050970315933228,0.2183011770248413,0.18511506915092468,0.257998526096344,0.09449632465839386
and,0.31309178471565247,0.3826501965522766,0.378500759601593,0.48576638102531433,0.32021039724349976,0.5064792633056641,0.22762417793273926,0.48971283435821533,0.296702116727829,0.2813849449157715,0.20544172823429108
ready,0.3205512464046478,0.21035942435264587,0.27819350361824036,0.20228663086891174,0.47664904594421387,0.28181642293930054,0.20575489103794098,0.35364505648612976,0.3159289062023163,0.29464191198349,0.28934767842292786
for,0.3017193675041199,0.3032672107219696,0.35164210200309753,0.3895993232727051,0.38127243518829346,0.9999999403953552,0.2193669229745865,0.4451248347759247,0.33445194363594055,0.3033463954925537,0.264628142118454
use,0.3453877568244934,0.18340711295604706,0.44523340463638306,0.4174068570137024,0.5081669688224792,0.47655582427978516,0.24223460257053375,0.47261837124824524,0.3850615322589874,0.25385481119155884,0.32795652747154236
.,0.3567904531955719,0.34968629479408264,0.345660001039505,0.3452940285205841,0.31272366642951965,0.4726039469242096,0.23682771623134613,0.4645031690597534,0.3045158088207245,0.2844318151473999,0.4130953550338745
