,what,aspect,of,the,economy,did,genghis,khan,exploit,for,intelligence,gathering,?
his,0.26976513862609863,0.1258329451084137,0.38364991545677185,0.4394008219242096,0.17503507435321808,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.16825830936431885,0.39312878251075745,0.21476010978221893,0.2361384928226471,0.18075084686279297
military,0.18809624016284943,0.14168846607208252,0.27347031235694885,0.2290858030319214,0.3600086569786072,0.17979979515075684,0.29472070932388306,0.22762557864189148,0.20900636911392212,0.22577130794525146,0.3608943819999695,0.1888430267572403,0.1890317052602768
strategies,0.23100894689559937,0.35562747716903687,0.2792174518108368,0.2511232793331146,0.28749123215675354,0.22299209237098694,0.14441414177417755,0.11754628270864487,0.32583531737327576,0.35069525241851807,0.37962719798088074,0.28935542702674866,0.19405396282672882
showed,0.23458190262317657,0.16873705387115479,0.31843405961990356,0.3101346790790558,0.10370470583438873,0.36768215894699097,0.1625947654247284,0.10508636385202408,0.15953950583934784,0.27973151206970215,0.2543271780014038,0.18329104781150818,0.17389845848083496
a,0.3320399522781372,0.26698043942451477,0.5052502155303955,0.5829201340675354,0.24415728449821472,0.2552328109741211,0.194350928068161,0.1743650734424591,0.2622855007648468,0.44038116931915283,0.18661990761756897,0.2751463055610657,0.23916715383529663
deep,0.2200533002614975,0.18553107976913452,0.24191395938396454,0.26388582587242126,0.10489017516374588,0.14145970344543457,0.22836777567863464,0.14098906517028809,0.1944284737110138,0.19496679306030273,0.1385081559419632,0.2428591549396515,0.1765073984861374
interest,0.23849236965179443,0.3013259768486023,0.2115241438150406,0.197127103805542,0.20836353302001953,0.21788068115711212,0.09671149402856827,0.10398301482200623,0.28085657954216003,0.2997593283653259,0.22425584495067596,0.29198598861694336,0.2411724328994751
in,0.30808621644973755,0.16113883256912231,0.5696388483047485,0.6662389636039734,0.2588731348514557,0.2593238651752472,0.224680557847023,0.1527150720357895,0.2379988431930542,0.4322226941585541,0.18166935443878174,0.21815285086631775,0.20430970191955566
gathering,0.26143312454223633,0.282421350479126,0.29085806012153625,0.30335840582847595,0.14474299550056458,0.19520533084869385,0.20891200006008148,0.17345161736011505,0.24174034595489502,0.3190177083015442,0.33419638872146606,0.9999999403953552,0.11407869309186935
good,0.3916934132575989,0.281118243932724,0.2696770131587982,0.2735973596572876,0.25206759572029114,0.35611584782600403,0.15043474733829498,0.16243813931941986,0.2162819355726242,0.39067649841308594,0.18840354681015015,0.2366820126771927,0.3187684714794159
intelligence,0.2373703420162201,0.15514008700847626,0.26626935601234436,0.25918135046958923,0.1582329124212265,0.20290221273899078,0.219376340508461,0.25712770223617554,0.21150708198547363,0.22634562849998474,1.0,0.33419638872146606,0.13662627339363098
and,0.31309178471565247,0.2093125432729721,0.5116966962814331,0.5171257257461548,0.26484790444374084,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.22058819234371185,0.5064792633056641,0.2406260371208191,0.32489797472953796,0.20544172823429108
understanding,0.4748767614364624,0.45205822587013245,0.31433331966400146,0.3089916408061981,0.26778116822242737,0.3280439078807831,0.1693994700908661,0.1306266039609909,0.2743317484855652,0.36845552921295166,0.31318238377571106,0.35811665654182434,0.3107462525367737
the,0.42745697498321533,0.24363651871681213,0.733189046382904,1.0,0.24644890427589417,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.22193369269371033,0.4739971458911896,0.25918135046958923,0.30335840582847595,0.22068053483963013
motivations,0.3228442072868347,0.37381792068481445,0.20043295621871948,0.21703937649726868,0.2818911373615265,0.26808369159698486,0.15378661453723907,0.17834462225437164,0.314496248960495,0.2991146743297577,0.3199281394481659,0.25919774174690247,0.2695050835609436
of,0.33290785551071167,0.26582151651382446,1.0,0.733189046382904,0.2583308815956116,0.2513895630836487,0.2938849925994873,0.17124508321285248,0.17942115664482117,0.4185989499092102,0.26626935601234436,0.29085806012153625,0.1826142966747284
his,0.26976513862609863,0.1258329451084137,0.38364991545677185,0.4394008219242096,0.17503507435321808,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.16825830936431885,0.39312878251075745,0.21476010978221893,0.2361384928226471,0.18075084686279297
rivals,0.1377900242805481,0.15165448188781738,0.16559164226055145,0.22553907334804535,0.22778092324733734,0.15594114363193512,0.24653145670890808,0.14967775344848633,0.13879917562007904,0.18050935864448547,0.15418946743011475,0.16734880208969116,0.10840261727571487
",",0.3087472915649414,0.19605056941509247,0.4946078956127167,0.4933079481124878,0.2521176040172577,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.16206882894039154,0.4464869201183319,0.20530728995800018,0.24747498333454132,0.31091248989105225
exemplified,0.21325784921646118,0.26732346415519714,0.21857990324497223,0.2013969123363495,0.22648850083351135,0.17832691967487335,0.1713501363992691,0.14840097725391388,0.23873145878314972,0.2562989592552185,0.1656515896320343,0.15780402719974518,0.20021958649158478
by,0.2455483376979828,0.15796492993831635,0.3646814823150635,0.4408751428127289,0.1388312578201294,0.18574509024620056,0.22102472186088562,0.13558374345302582,0.22180083394050598,0.3248702883720398,0.20448662340641022,0.23225538432598114,0.17966607213020325
his,0.26976513862609863,0.1258329451084137,0.38364991545677185,0.4394008219242096,0.17503507435321808,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.16825830936431885,0.39312878251075745,0.21476010978221893,0.2361384928226471,0.18075084686279297
extensive,0.24088335037231445,0.19604165852069855,0.2948661148548126,0.2952674925327301,0.19122470915317535,0.19788940250873566,0.19819651544094086,0.10712303221225739,0.2627461850643158,0.31949013471603394,0.21379214525222778,0.32346200942993164,0.16032595932483673
spy,0.18355518579483032,0.10822059959173203,0.11924904584884644,0.16499696671962738,0.08889220654964447,0.15270765125751495,0.15990866720676422,0.15839388966560364,0.19769547879695892,0.12989309430122375,0.3726549744606018,0.1974041610956192,0.09503090381622314
network,0.16917307674884796,0.21421507000923157,0.21800683438777924,0.27187061309814453,0.17649763822555542,0.08572790026664734,0.09937328845262527,0.13065272569656372,0.21375331282615662,0.253274142742157,0.2070034295320511,0.2551419734954834,0.17853789031505585
and,0.31309178471565247,0.2093125432729721,0.5116966962814331,0.5171257257461548,0.26484790444374084,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.22058819234371185,0.5064792633056641,0.2406260371208191,0.32489797472953796,0.20544172823429108
yam,0.2094447761774063,0.11361529678106308,0.1255711019039154,0.1939452439546585,0.13701575994491577,0.06239372119307518,0.33107268810272217,0.31766238808631897,0.021019984036684036,0.1482764333486557,0.054392047226428986,0.15197856724262238,0.1870691031217575
route,0.23103561997413635,0.15921969711780548,0.1700238138437271,0.22322526574134827,0.2063782662153244,0.1100253313779831,0.16135966777801514,0.14075739681720734,0.12341626733541489,0.21589265763759613,0.09369976073503494,0.1292858123779297,0.10957027226686478
systems,0.1871482878923416,0.28059595823287964,0.277031809091568,0.28089964389801025,0.24008134007453918,0.19584694504737854,0.12206299602985382,0.14287234842777252,0.24024087190628052,0.25885844230651855,0.20094752311706543,0.1788131147623062,0.1575973927974701
.,0.3567904531955719,0.21891406178474426,0.5352458953857422,0.5934505462646484,0.2477293759584427,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.15951523184776306,0.4726039469242096,0.20490756630897522,0.20987655222415924,0.4130953550338745
