,what,did,the,radical,reformers,cause,in,the,new,order,?
after,0.21973377466201782,0.30330467224121094,0.4565047025680542,0.11779442429542542,0.16939185559749603,0.30757012963294983,0.44050168991088867,0.4565047025680542,0.2620960772037506,0.15841332077980042,0.16608688235282898
banishing,0.23027819395065308,0.25050488114356995,0.30865857005119324,0.11785098165273666,0.20285089313983917,0.1910906732082367,0.22022148966789246,0.30865857005119324,0.2021183967590332,0.10870908200740814,0.1535506248474121
the,0.42745697498321533,0.34736719727516174,1.0,0.20306628942489624,0.207204207777977,0.2551237642765045,0.6662389636039734,1.0,0.3845241069793701,0.3284194767475128,0.22068053483963013
zwickau,0.20605064928531647,0.1890689581632614,0.28466925024986267,0.1365816444158554,0.20299579203128815,0.13135388493537903,0.2857849597930908,0.28466925024986267,0.22559598088264465,0.1381673365831375,0.14503100514411926
prophets,0.2965644299983978,0.22936053574085236,0.2059473842382431,0.18724584579467773,0.3284076750278473,0.13635309040546417,0.11411770433187485,0.2059473842382431,0.20298093557357788,0.15175752341747284,0.2357759326696396
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2340504378080368,0.2029174268245697,0.2546827793121338,0.5201468467712402,0.4933079481124878,0.36073189973831177,0.22478096187114716,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.4571082592010498,0.2194586992263794,0.16555146872997284,0.18035364151000977,0.41690486669540405,0.4571082592010498,0.2739552855491638,0.18230944871902466,0.2089974731206894
now,0.4903225302696228,0.2646316885948181,0.38266420364379883,0.14507590234279633,0.176381915807724,0.15276052057743073,0.3619694113731384,0.38266420364379883,0.31683605909347534,0.19131697714328766,0.29641881585121155
faced,0.1428881287574768,0.2337440401315689,0.29245710372924805,0.22449983656406403,0.20413483679294586,0.2088225930929184,0.20601411163806915,0.29245710372924805,0.14657892286777496,0.11931338161230087,0.12312540411949158
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.2166643589735031,0.1650054007768631,0.2715701162815094,0.539380669593811,0.5829201340675354,0.3214259147644043,0.24138490855693817,0.23916715383529663
battle,0.17112864553928375,0.12105695903301239,0.2820790410041809,0.11844341456890106,0.13548526167869568,0.17598816752433777,0.24353940784931183,0.2820790410041809,0.14515608549118042,0.11963900178670883,0.1680624783039093
against,0.24561616778373718,0.22514554858207703,0.3090755045413971,0.2775404751300812,0.1628071665763855,0.24560177326202393,0.27273955941200256,0.3090755045413971,0.1477409452199936,0.13080573081970215,0.18095137178897858
not,0.5449194312095642,0.6481515765190125,0.4310511648654938,0.24012263119220734,0.17370706796646118,0.4372738003730774,0.3403114080429077,0.4310511648654938,0.219951331615448,0.24432697892189026,0.41942933201789856
only,0.41415658593177795,0.4039593040943146,0.5497692227363586,0.22497567534446716,0.1544129103422165,0.3049377501010895,0.42992329597473145,0.5497692227363586,0.3027914762496948,0.28575214743614197,0.2767370045185089
the,0.42745697498321533,0.34736719727516174,1.0,0.20306628942489624,0.207204207777977,0.2551237642765045,0.6662389636039734,1.0,0.3845241069793701,0.3284194767475128,0.22068053483963013
established,0.14869536459445953,0.18989217281341553,0.33092597126960754,0.1629764288663864,0.21757307648658752,0.03873934969305992,0.3118882477283478,0.33092597126960754,0.21703021228313446,0.15639859437942505,0.15917523205280304
church,0.1944202184677124,0.16781097650527954,0.23846197128295898,0.2611854672431946,0.38117340207099915,0.1177382543683052,0.2493300437927246,0.23846197128295898,0.1963353157043457,0.16521160304546356,0.18081501126289368
but,0.5029441118240356,0.49033689498901367,0.4859698414802551,0.25790834426879883,0.16892129182815552,0.3522830903530121,0.48674455285072327,0.4859698414802551,0.2431885451078415,0.27801376581192017,0.27921953797340393
also,0.42747777700424194,0.39334940910339355,0.6021018624305725,0.2720354497432709,0.23533889651298523,0.3166497051715851,0.5073733329772949,0.6021018624305725,0.30404865741729736,0.2635660767555237,0.21848613023757935
the,0.42745697498321533,0.34736719727516174,1.0,0.20306628942489624,0.207204207777977,0.2551237642765045,0.6662389636039734,1.0,0.3845241069793701,0.3284194767475128,0.22068053483963013
radical,0.24992598593235016,0.2183472216129303,0.20306628942489624,0.9999998807907104,0.40934818983078003,0.17269551753997803,0.20068511366844177,0.20306628942489624,0.18458561599254608,0.08964287489652634,0.1306871920824051
reformers,0.17937582731246948,0.21056096255779266,0.207204207777977,0.40934818983078003,1.0,0.10003619641065598,0.14592544734477997,0.207204207777977,0.2678918242454529,0.14962075650691986,0.11762229353189468
who,0.40942975878715515,0.34038686752319336,0.3733934462070465,0.2508828043937683,0.307693749666214,0.1876615583896637,0.2792111933231354,0.3733934462070465,0.2378052920103073,0.226639986038208,0.26220351457595825
threatened,0.18488946557044983,0.2603054344654083,0.2181938886642456,0.20216584205627441,0.1259719282388687,0.33004704117774963,0.1881663203239441,0.2181938886642456,0.11925634741783142,0.2471054345369339,0.1536843329668045
the,0.42745697498321533,0.34736719727516174,1.0,0.20306628942489624,0.207204207777977,0.2551237642765045,0.6662389636039734,1.0,0.3845241069793701,0.3284194767475128,0.22068053483963013
new,0.2130378633737564,0.227974995970726,0.3845241069793701,0.18458561599254608,0.2678918242454529,0.13622084259986877,0.3758552670478821,0.3845241069793701,0.9999999403953552,0.1788160651922226,0.14782847464084625
order,0.16634008288383484,0.22891858220100403,0.3284194767475128,0.08964287489652634,0.14962075650691986,0.16284258663654327,0.24184700846672058,0.3284194767475128,0.1788160651922226,1.0000001192092896,0.13725648820400238
by,0.2455483376979828,0.18574509024620056,0.4408751428127289,0.1902960240840912,0.21207797527313232,0.20837076008319855,0.370934396982193,0.4408751428127289,0.25394493341445923,0.17732734978199005,0.17966607213020325
fomenting,0.3619849383831024,0.31123170256614685,0.3708023726940155,0.15899024903774261,0.15723446011543274,0.23293203115463257,0.2917068302631378,0.3708023726940155,0.2485768347978592,0.19186870753765106,0.29675883054733276
