,what,yard,marker,on,the,field,was,painted,gold,?
various,0.26045072078704834,0.08329377323389053,0.19135750830173492,0.2678913474082947,0.3235042691230774,0.1974964290857315,0.14120686054229736,0.17645935714244843,0.17704863846302032,0.12823495268821716
gold-themed,0.3060356378555298,0.2517155706882477,0.1792905032634735,0.31371650099754333,0.32273250818252563,0.19240863621234894,0.3472447395324707,0.3383793532848358,0.4697776734828949,0.2645840346813202
promotions,0.19845254719257355,0.08506513386964798,0.12657159566879272,0.2635563015937805,0.24518147110939026,0.16113170981407166,0.22922086715698242,0.10450980067253113,0.16229762136936188,0.23684287071228027
and,0.31309178471565247,0.20639188587665558,0.21487028896808624,0.4077630043029785,0.5171257257461548,0.26487240195274353,0.3740963041782379,0.22326073050498962,0.26129499077796936,0.20544172823429108
initiatives,0.20909109711647034,0.14007963240146637,0.04804017394781113,0.20046763122081757,0.22065459191799164,0.10308443754911423,0.13597998023033142,0.06003673002123833,0.04801442474126816,0.21253491938114166
were,0.22298263013362885,0.187147855758667,0.14558209478855133,0.2774328887462616,0.3906462490558624,0.11600887030363083,0.590133786201477,0.28873059153556824,0.25720104575157166,0.17890112102031708
held,0.0974166989326477,0.11836427450180054,0.13920395076274872,0.2410694807767868,0.32185450196266174,0.133752703666687,0.30231067538261414,0.17861834168434143,0.2055824100971222,0.14103956520557404
throughout,0.2130906730890274,0.1544618159532547,0.10956140607595444,0.317852258682251,0.4158564507961273,0.14327283203601837,0.2373686283826828,0.19588598608970642,0.09009707719087601,0.12665234506130219
the,0.42745697498321533,0.22634266316890717,0.26488760113716125,0.5107308030128479,1.0,0.2105809599161148,0.48711544275283813,0.18695808947086334,0.27136439085006714,0.22068053483963013
2015,-0.07269049435853958,0.03153950721025467,0.02134840562939644,-0.02457386814057827,0.1466771513223648,0.015691040083765984,0.14799827337265015,0.06522855907678604,0.07430937886238098,-0.029954981058835983
nfl,0.12579965591430664,0.28474125266075134,0.15373435616493225,0.18523651361465454,0.15305201709270477,0.1883016675710678,0.20145657658576965,0.15582548081874847,0.16953468322753906,0.10610254108905792
season,0.12117787450551987,0.2362401932477951,0.10302760452032089,0.2107619047164917,0.2507155239582062,0.16996100544929504,0.24797968566417694,0.1057722419500351,0.07105309516191483,0.16793298721313477
to,0.455847829580307,0.15160483121871948,0.2523269057273865,0.41031414270401,0.535392165184021,0.2647967040538788,0.3636345863342285,0.17417682707309723,0.19999347627162933,0.29463258385658264
tie,0.13305725157260895,0.16584783792495728,0.18993866443634033,0.1771516352891922,0.22106048464775085,0.095432348549366,0.13822536170482635,0.12238886207342148,0.17898952960968018,0.1004955843091011
into,0.2180619090795517,0.1551479697227478,0.12079133838415146,0.30585673451423645,0.39493247866630554,0.11512954533100128,0.2322220653295517,0.08013154566287994,0.1654365211725235,0.15662476420402527
the,0.42745697498321533,0.22634266316890717,0.26488760113716125,0.5107308030128479,1.0,0.2105809599161148,0.48711544275283813,0.18695808947086334,0.27136439085006714,0.22068053483963013
``,0.008517155423760414,0.019718000665307045,0.04073561355471611,-0.03274054825305939,0.029072100296616554,0.02440645918250084,-0.012679691426455975,-0.04695630446076393,-0.11425485461950302,0.0685480609536171
golden,0.172581747174263,0.13342851400375366,0.1242988258600235,0.18434105813503265,0.28740859031677246,0.12522131204605103,0.21282179653644562,0.1291142851114273,0.36275357007980347,0.1324693262577057
super,0.13651713728904724,0.1925022453069687,0.07823347300291061,0.1569211632013321,0.21959073841571808,0.1592533439397812,0.21420986950397491,0.1073715016245842,0.1844714879989624,0.166326642036438
bowl,0.15942467749118805,0.20470210909843445,0.11937853693962097,0.1334993690252304,0.21576224267482758,0.15438513457775116,0.21915455162525177,0.21304813027381897,0.19331370294094086,0.21118052303791046
'',0.08143015950918198,0.05098365619778633,0.07552473992109299,0.04238596186041832,0.041273195296525955,0.037462469190359116,0.04456103965640068,0.1257605105638504,-7.126860873540863e-05,0.018684765323996544
;,0.10986888408660889,-0.0035795196890830994,0.054386038333177567,-0.017878999933600426,0.09152708947658539,-0.016989825293421745,0.0754367932677269,0.06117641553282738,0.012675312347710133,0.10349778085947037
gold-tinted,0.25862276554107666,0.21449710428714752,0.22280636429786682,0.25692054629325867,0.34194332361221313,0.12116361409425735,0.3376583755016327,0.5543423295021057,0.5649223327636719,0.21912521123886108
logos,0.24573560059070587,0.15053026378154755,0.19189727306365967,0.19849711656570435,0.22483909130096436,0.17816093564033508,0.12409704178571701,0.2664903402328491,0.21279771625995636,0.3621874749660492
