,what,image,campaign,was,the,new,four-note,jingle,for,abc,based,around,?
a,0.3320399522781372,0.199119433760643,0.20502153038978577,0.4508470594882965,0.5829201340675354,0.3214259147644043,0.391356498003006,0.27296602725982666,0.44038116931915283,0.21331243216991425,0.2977409064769745,0.3187784254550934,0.23916715383529663
new,0.2130378633737564,0.1062624603509903,0.15013942122459412,0.2748313844203949,0.3845241069793701,0.9999999403953552,0.2988338768482208,0.18727335333824158,0.2700757384300232,0.20663127303123474,0.20658165216445923,0.23326291143894196,0.14782847464084625
four-note,0.27524635195732117,0.26438114047050476,0.20774655044078827,0.3029363751411438,0.41836729645729065,0.2988338768482208,1.0,0.263755738735199,0.3134363293647766,0.23158463835716248,0.2491040676832199,0.22046782076358795,0.33317825198173523
theme,0.24160240590572357,0.08457339555025101,0.15990936756134033,0.21860456466674805,0.2470158040523529,0.20022907853126526,0.2810903489589691,0.2908795475959778,0.23964181542396545,0.23545488715171814,0.24375827610492706,0.17017260193824768,0.21507632732391357
tune,0.270632266998291,0.0720594972372055,0.07152114808559418,0.18018974363803864,0.22937244176864624,0.2211601883172989,0.33263665437698364,0.29293063282966614,0.21801745891571045,0.15874753892421722,0.22343109548091888,0.13237933814525604,0.19689199328422546
was,0.22111038863658905,0.15568946301937103,0.2556212544441223,1.0000001192092896,0.48711544275283813,0.2748313844203949,0.3029363751411438,0.18984462320804596,0.3863949179649353,0.21565799415111542,0.2870393395423889,0.24039418995380402,0.18412111699581146
introduced,0.09417270123958588,0.08049740642309189,0.14962176978588104,0.32667654752731323,0.242969810962677,0.285953551530838,0.31038904190063477,0.22321151196956635,0.2018822282552719,0.15027591586112976,0.30024734139442444,0.17578794062137604,0.16386865079402924
alongside,0.154389888048172,0.09908635914325714,0.12518253922462463,0.186976358294487,0.2475084811449051,0.18366990983486176,0.15311868488788605,0.1918915957212448,0.2163233458995819,0.22707445919513702,0.17910344898700714,0.17199642956256866,0.20579710602760315
the,0.42745697498321533,0.24039390683174133,0.2755736708641052,0.48711544275283813,1.0,0.3845241069793701,0.41836729645729065,0.2605932354927063,0.4739971458911896,0.2068762183189392,0.29860720038414,0.40085816383361816,0.22068053483963013
package,0.18274888396263123,0.13589738309383392,0.20369596779346466,0.2084856778383255,0.19628381729125977,0.1813972443342209,0.32888829708099365,0.2700589597225189,0.2392713725566864,0.24859732389450073,0.22704313695430756,0.15319037437438965,0.17711099982261658
",",0.3087472915649414,0.2188224196434021,0.18021923303604126,0.45456063747406006,0.4933079481124878,0.36073189973831177,0.3779522776603699,0.270126074552536,0.4464869201183319,0.2097204476594925,0.27976205945014954,0.3298884332180023,0.31091248989105225
based,0.274813175201416,0.10256760567426682,0.1390565186738968,0.2870393395423889,0.29860720038414,0.20658165216445923,0.2491040676832199,0.19217118620872498,0.2761107087135315,0.22760380804538727,1.0000001192092896,0.242187961935997,0.134929820895195
around,0.27475327253341675,0.136838898062706,0.19408488273620605,0.24039418995380402,0.40085816383361816,0.23326291143894196,0.22046782076358795,0.2515298128128052,0.3193374276161194,0.14110837876796722,0.242187961935997,1.0,0.14729668200016022
the,0.42745697498321533,0.24039390683174133,0.2755736708641052,0.48711544275283813,1.0,0.3845241069793701,0.41836729645729065,0.2605932354927063,0.4739971458911896,0.2068762183189392,0.29860720038414,0.40085816383361816,0.22068053483963013
network,0.16917307674884796,0.10069942474365234,0.17413288354873657,0.1994880586862564,0.27187061309814453,0.18174515664577484,0.297859787940979,0.16604946553707123,0.253274142742157,0.4295894205570221,0.18581447005271912,0.18511779606342316,0.17853789031505585
's,0.02692362666130066,0.07317933440208435,0.051238369196653366,0.008974763564765453,-0.01540423184633255,-0.008355522528290749,0.07735397666692734,0.019466472789645195,-0.07241261005401611,0.06670809537172318,0.06600074470043182,-0.039796680212020874,-0.023395681753754616
``,0.008517155423760414,-0.04851071909070015,0.023346159607172012,-0.012679691426455975,0.029072100296616554,-0.03575563058257103,0.21422971785068512,-0.04651728644967079,0.01270448137074709,-0.04806871339678764,-0.05678893253207207,0.052384864538908005,0.0685480609536171
