,how,did,the,kikuyu,people,live,?
the,0.33890387415885925,0.34736719727516174,1.0,0.20955826342105865,0.36838498711586,0.2995128035545349,0.22068053483963013
central,0.1351521760225296,0.14962437748908997,0.3417201042175293,0.16365395486354828,0.2980603575706482,0.15683874487876892,0.14787602424621582
highlands,0.06501783430576324,0.1303902417421341,0.28319621086120605,0.2986198365688324,0.20191891491413116,0.23724548518657684,0.07737036049365997
were,0.2082374095916748,0.4162326455116272,0.3906462490558624,0.2658473253250122,0.35862088203430176,0.2256481945514679,0.17890112102031708
already,0.3991519510746002,0.3281528055667877,0.34582915902137756,0.26363804936408997,0.2460915893316269,0.11985495686531067,0.3477933406829834
home,0.11464780569076538,0.17098017036914825,0.28978195786476135,0.17144155502319336,0.23762018978595734,0.20935006439685822,0.0757145956158638
to,0.44169697165489197,0.4452643394470215,0.535392165184021,0.2752433121204376,0.37275731563568115,0.298321396112442,0.29463258385658264
over,0.31446483731269836,0.2535076439380646,0.39856547117233276,0.20251233875751495,0.2671499252319336,0.1992352157831192,0.25742942094802856
a,0.29312583804130554,0.2552328109741211,0.5829201340675354,0.18990829586982727,0.3483705520629883,0.21948647499084473,0.23916715383529663
million,0.21114659309387207,0.1815238744020462,0.277012437582016,0.25919386744499207,0.2591722309589386,0.2567354142665863,0.23092924058437347
members,0.20418256521224976,0.21391335129737854,0.3321719169616699,0.3095303177833557,0.2725757658481598,0.18785715103149414,0.10212311148643494
of,0.2480744868516922,0.2513895630836487,0.733189046382904,0.2107616811990738,0.3251037895679474,0.27734068036079407,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,1.0,0.20955826342105865,0.36838498711586,0.2995128035545349,0.22068053483963013
kikuyu,0.2767724096775055,0.20658648014068604,0.20955826342105865,1.0000001192092896,0.30055925250053406,0.2679068446159363,0.28194350004196167
people,0.2932034730911255,0.26765021681785583,0.36838498711586,0.30055925250053406,1.0000001192092896,0.3293329179286957,0.23739641904830933
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.25969502329826355,0.36644625663757324,0.29754534363746643,0.31091248989105225
most,0.311336874961853,0.2822507321834564,0.47635307908058167,0.20350193977355957,0.31049904227256775,0.25704798102378845,0.2107497900724411
of,0.2480744868516922,0.2513895630836487,0.733189046382904,0.2107616811990738,0.3251037895679474,0.27734068036079407,0.1826142966747284
whom,0.29626429080963135,0.3024649918079376,0.23752936720848083,0.2720581889152527,0.22432920336723328,0.18113486468791962,0.222135990858078
had,0.2549138069152832,0.540525496006012,0.3875846862792969,0.2313527762889862,0.2759630084037781,0.2077605426311493,0.20728366076946259
no,0.2603875398635864,0.23735837638378143,0.3461136817932129,0.25912362337112427,0.15816457569599152,0.14453066885471344,0.32165053486824036
land,0.1918935328722,0.19881628453731537,0.28587454557418823,0.27930429577827454,0.25530657172203064,0.29599419236183167,0.1432059109210968
claims,0.15778739750385284,0.2474527209997177,0.24698559939861298,0.1461879014968872,0.19269390404224396,0.10223525017499924,0.18741291761398315
in,0.2601168751716614,0.2593238651752472,0.6662389636039734,0.1565188616514206,0.39605680108070374,0.3068392276763916,0.20430970191955566
european,0.123964823782444,0.2440035194158554,0.3423081040382385,0.15472930669784546,0.17784909904003143,0.11722060292959213,0.14560863375663757
terms,0.2502101957798004,0.19385001063346863,0.29706791043281555,0.16412486135959625,0.19413982331752777,0.10694020986557007,0.23466452956199646
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,0.22282211482524872,0.3016039729118347,0.29040172696113586,0.20544172823429108
lived,0.1416093111038208,0.2549818158149719,0.2897515296936035,0.27067849040031433,0.3190171420574188,0.5217254757881165,0.1798510104417801
as,0.33782753348350525,0.3596470057964325,0.48381632566452026,0.20498237013816833,0.15704652667045593,0.1558578610420227,0.27043893933296204
itinerant,0.31024715304374695,0.11308491230010986,0.3295315206050873,0.2434690147638321,0.29427656531333923,0.27184954285621643,0.277344286441803
farmers,0.2095409780740738,0.2618783712387085,0.25515636801719666,0.302388072013855,0.37078580260276794,0.2489715963602066,0.15014515817165375
.,0.3287222981452942,0.35288307070732117,0.5934505462646484,0.22805847227573395,0.33118996024131775,0.32964062690734863,0.4130953550338745
