,what,is,the,only,story,of,the,original,series,where,doctor,who,travels,alone,?
the,0.42745697498321533,0.5823672413825989,1.0,0.5497692227363586,0.2915393114089966,0.733189046382904,1.0,0.4037000238895416,0.31376904249191284,0.5003893971443176,0.2820442318916321,0.3733934462070465,0.31547650694847107,0.2769272029399872,0.22068053483963013
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,1.0,0.18780821561813354,0.49632513523101807,0.5497692227363586,0.30343738198280334,0.23628194630146027,0.46093058586120605,0.20663131773471832,0.4202229380607605,0.24366475641727448,0.3576599657535553,0.2767370045185089
story,0.3410749137401581,0.21414481103420258,0.2915393114089966,0.18780821561813354,1.0,0.2687002420425415,0.2915393114089966,0.28778135776519775,0.33172938227653503,0.24550838768482208,0.24003900587558746,0.3106299340724945,0.27755457162857056,0.17395642399787903,0.2304346114397049
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.32145237922668457,0.17972806096076965,0.4249346852302551,0.40150508284568787,0.233787402510643,0.20279763638973236,0.3713873624801636,0.15658842027187347,0.27839982509613037,0.2966899871826172,0.20448115468025208,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.5497692227363586,0.2915393114089966,0.733189046382904,1.0,0.4037000238895416,0.31376904249191284,0.5003893971443176,0.2820442318916321,0.3733934462070465,0.31547650694847107,0.2769272029399872,0.22068053483963013
original,0.24651947617530823,0.2681281864643097,0.4037000238895416,0.30343738198280334,0.28778135776519775,0.30228546261787415,0.4037000238895416,1.0,0.25316357612609863,0.15837015211582184,0.13737785816192627,0.1785319596529007,0.08340561389923096,0.194940447807312,0.17256900668144226
series,0.17328087985515594,0.20355552434921265,0.31376904249191284,0.23628194630146027,0.33172938227653503,0.22268271446228027,0.31376904249191284,0.25316357612609863,1.0000001192092896,0.19584253430366516,0.2712797522544861,0.21484537422657013,0.23180066049098969,0.11469670385122299,0.1709602326154709
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.42992329597473145,0.22475379705429077,0.5696388483047485,0.6662389636039734,0.2534193694591522,0.2914260923862457,0.5344807505607605,0.25567495822906494,0.2792111933231354,0.26393750309944153,0.24454614520072937,0.20430970191955566
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.5654799342155457,0.25482407212257385,0.5011631846427917,0.6521818041801453,0.3607312738895416,0.2484029233455658,0.5477990508079529,0.19030126929283142,0.3688730001449585,0.27129751443862915,0.2917517125606537,0.25814583897590637
the,0.42745697498321533,0.5823672413825989,1.0,0.5497692227363586,0.2915393114089966,0.733189046382904,1.0,0.4037000238895416,0.31376904249191284,0.5003893971443176,0.2820442318916321,0.3733934462070465,0.31547650694847107,0.2769272029399872,0.22068053483963013
doctor,0.20870667695999146,0.19875872135162354,0.2820442318916321,0.20663131773471832,0.24003900587558746,0.16895952820777893,0.2820442318916321,0.13737785816192627,0.2712797522544861,0.2602384388446808,0.9999999403953552,0.3504868149757385,0.3345279097557068,0.1927599459886551,0.1462511420249939
travels,0.17787288129329681,0.2770076096057892,0.31547650694847107,0.24366475641727448,0.27755457162857056,0.2645129859447479,0.31547650694847107,0.08340561389923096,0.23180066049098969,0.313967764377594,0.3345279097557068,0.20237360894680023,0.9999998807907104,0.21085193753242493,0.06471772491931915
alone,0.3431425094604492,0.224456325173378,0.2769272029399872,0.3576599657535553,0.17395642399787903,0.2295283079147339,0.2769272029399872,0.194940447807312,0.11469670385122299,0.29665249586105347,0.1927599459886551,0.3550184369087219,0.21085193753242493,1.0,0.25589054822921753
is,0.28837618231773376,1.0,0.5823672413825989,0.44708555936813354,0.21414481103420258,0.4854315221309662,0.5823672413825989,0.2681281864643097,0.20355552434921265,0.3586711287498474,0.19875872135162354,0.24293622374534607,0.2770076096057892,0.224456325173378,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.5497692227363586,0.2915393114089966,0.733189046382904,1.0,0.4037000238895416,0.31376904249191284,0.5003893971443176,0.2820442318916321,0.3733934462070465,0.31547650694847107,0.2769272029399872,0.22068053483963013
deadly,0.21675419807434082,0.24748457968235016,0.25301113724708557,0.25874456763267517,0.1869635134935379,0.20615553855895996,0.25301113724708557,0.09073922038078308,0.20839820802211761,0.2156227082014084,0.2045803666114807,0.22475770115852356,0.20142091810703278,0.15661796927452087,0.1889878809452057
assassin,0.1553346812725067,0.09428152441978455,0.1594233363866806,0.13969573378562927,0.270362913608551,0.1787603348493576,0.1594233363866806,0.13451074063777924,0.14414793252944946,0.054071422666311264,0.10708412528038025,0.27723801136016846,0.1064552441239357,0.09054917842149734,0.19931939244270325
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.49507418274879456,0.24893946945667267,0.5352458953857422,0.5934505462646484,0.275844931602478,0.3121925890445709,0.41390106081962585,0.22361043095588684,0.3541337847709656,0.22066809237003326,0.27440783381462097,0.4130953550338745
