,what,theology,states,that,faith,alone,is,n't,enough,to,justify,man,?
in,0.30808621644973755,0.23190923035144806,0.3977442979812622,0.435920387506485,0.16146141290664673,0.24454614520072937,0.5394441485404968,-0.0012929976219311357,0.24705477058887482,0.45010748505592346,0.14288990199565887,0.19554144144058228,0.20430970191955566
1516,-0.17346133291721344,0.10458185523748398,-0.02153126709163189,-0.23976609110832214,0.0061853318475186825,-0.14442677795886993,-0.07422319054603577,0.44918105006217957,-0.17722424864768982,-0.2066461741924286,0.07151187211275101,-0.07466999441385269,-0.039695288985967636
",",0.3087472915649414,0.23964712023735046,0.3315127193927765,0.4137537479400635,0.3190833032131195,0.2913150191307068,0.4691906273365021,0.11016341298818588,0.2852858901023865,0.44245919585227966,0.20132553577423096,0.26654794812202454,0.31091248989105225
johann,0.14257463812828064,0.2935871481895447,0.1346709132194519,0.1866597831249237,0.18420051038265228,0.08036164939403534,0.12211661785840988,0.15776783227920532,0.13380081951618195,0.1611560434103012,0.08148635923862457,0.2178984135389328,0.1194499209523201
tetzel,0.15273542702198029,0.14364740252494812,0.18822787702083588,0.18051086366176605,0.07045134902000427,0.13924767076969147,0.2841465175151825,0.15033584833145142,0.17365822196006775,0.17206594347953796,0.03221980482339859,0.23712380230426788,0.1545286476612091
",",0.3087472915649414,0.23964712023735046,0.3315127193927765,0.4137537479400635,0.3190833032131195,0.2913150191307068,0.4691906273365021,0.11016341298818588,0.2852858901023865,0.44245919585227966,0.20132553577423096,0.26654794812202454,0.31091248989105225
a,0.3320399522781372,0.18280601501464844,0.24708621203899384,0.47537946701049805,0.23009571433067322,0.24466831982135773,0.658733606338501,0.013574101030826569,0.36969423294067383,0.45503583550453186,0.23985245823860168,0.27759313583374023,0.23916715383529663
dominican,0.18223193287849426,0.2166624665260315,0.297783225774765,0.18232221901416779,0.12072312086820602,0.13080811500549316,0.1696605384349823,0.07505165040493011,0.13119450211524963,0.17946472764015198,0.18798264861106873,0.13783885538578033,0.1766073852777481
friar,0.1806902289390564,0.3500133156776428,0.13236109912395477,0.17256250977516174,0.2377394288778305,0.16076315939426422,0.14090971648693085,0.09727825224399567,0.13166078925132751,0.1883735954761505,0.1518278568983078,0.22930626571178436,0.13224560022354126
and,0.31309178471565247,0.22933346033096313,0.2974761426448822,0.4731321930885315,0.2653059959411621,0.2519807815551758,0.3859752118587494,-0.0602874718606472,0.2940007150173187,0.48971283435821533,0.20522759854793549,0.22261469066143036,0.20544172823429108
papal,0.12481020390987396,0.24915596842765808,0.3379961848258972,0.16984260082244873,0.2011716663837433,0.18729092180728912,0.11050315946340561,-0.0007718147826381028,0.12784717977046967,0.2142687439918518,0.2583094835281372,0.1527356654405594,0.18529073894023895
commissioner,0.1831938475370407,0.1358214020729065,0.311882883310318,0.18016722798347473,0.09335947781801224,0.11795414239168167,0.18475627899169922,0.007584317121654749,0.14819452166557312,0.21615050733089447,0.19703367352485657,0.2163957804441452,0.1209191158413887
for,0.3017193675041199,0.13697665929794312,0.2496437132358551,0.4137635827064514,0.19736909866333008,0.3239976465702057,0.43268078565597534,-0.05512906610965729,0.35648372769355774,0.4451248347759247,0.3253365159034729,0.22439523041248322,0.264628142118454
indulgences,0.28368377685546875,0.4199661314487457,0.2102484554052353,0.3139660656452179,0.3893176019191742,0.21531696617603302,0.10412316769361496,0.11175920069217682,0.22556409239768982,0.2608080208301544,0.3047170639038086,0.1783463954925537,0.21964608132839203
",",0.3087472915649414,0.23964712023735046,0.3315127193927765,0.4137537479400635,0.3190833032131195,0.2913150191307068,0.4691906273365021,0.11016341298818588,0.2852858901023865,0.44245919585227966,0.20132553577423096,0.26654794812202454,0.31091248989105225
was,0.22111038863658905,0.21140047907829285,0.2847922146320343,0.33670201897621155,0.23632077872753143,0.17050841450691223,0.5810302495956421,0.06924254447221756,0.18723952770233154,0.3636345863342285,0.1483527570962906,0.3030987083911896,0.18412111699581146
sent,0.19595611095428467,0.17240405082702637,0.23405638337135315,0.2519396245479584,0.09299971163272858,0.10533146560192108,0.1441161036491394,-0.09636849910020828,0.24118025600910187,0.34694167971611023,0.12318911403417587,0.09467972815036774,0.10903520882129669
to,0.455847829580307,0.23310686647891998,0.2828785181045532,0.5436353087425232,0.2426898032426834,0.33432039618492126,0.42745086550712585,-0.14541994035243988,0.43150144815444946,1.0,0.27110159397125244,0.2487562596797943,0.29463258385658264
germany,0.21690446138381958,0.21310025453567505,0.3503446877002716,0.22514168918132782,0.16104260087013245,0.1678350865840912,0.2201172411441803,0.0072199637070298195,0.14962123334407806,0.24172882735729218,0.14465001225471497,0.1406419277191162,0.1388660967350006
