,whose,works,helped,tesla,recover,from,illness,?
he,0.21916402876377106,0.2879762649536133,0.332091748714447,0.12373391538858414,0.2513483166694641,0.3314535319805145,0.3489187955856323,0.2089974731206894
read,0.11606008559465408,0.21661166846752167,0.20710940659046173,0.18323293328285217,0.29624906182289124,0.18186350166797638,0.11759552359580994,0.30917879939079285
many,0.340341180562973,0.31669676303863525,0.3159182071685791,0.15282970666885376,0.22487621009349823,0.33099696040153503,0.20105911791324615,0.2124512493610382
books,0.15562717616558075,0.39174267649650574,0.21915872395038605,0.1716867834329605,0.1635553538799286,0.1481952667236328,0.12910421192646027,0.1897611767053604
while,0.25962477922439575,0.2025166153907776,0.19244027137756348,0.15711884200572968,0.32587602734565735,0.35008183121681213,0.15968932211399078,0.21076419949531555
in,0.23496666550636292,0.2656683027744293,0.304380863904953,0.17097744345664978,0.2281120866537094,0.4274188280105591,0.23258064687252045,0.20430970191955566
tomingaj,0.19555410742759705,0.21805720031261444,0.21339868009090424,0.2568499743938446,0.13007865846157074,0.155138298869133,0.16293984651565552,0.21797217428684235
",",0.25601375102996826,0.29211118817329407,0.2661169171333313,0.20599327981472015,0.24869678914546967,0.39760664105415344,0.3034086525440216,0.31091248989105225
and,0.3339773118495941,0.33871909976005554,0.318156898021698,0.19560420513153076,0.2781561613082886,0.3601827025413513,0.203269824385643,0.20544172823429108
later,0.1850518137216568,0.24382074177265167,0.33060911297798157,0.1893843412399292,0.2739883363246918,0.34398579597473145,0.20231959223747253,0.1417175978422165
said,0.22822345793247223,0.11356908828020096,0.37216153740882874,0.1453642100095749,0.21214905381202698,0.23566637933254242,0.17924505472183228,0.28991883993148804
that,0.3740115463733673,0.24413257837295532,0.24894991517066956,0.22102725505828857,0.3011137545108795,0.3477667272090912,0.17403297126293182,0.32716336846351624
mark,0.14426466822624207,0.0967557430267334,0.12525421380996704,0.19376379251480103,0.12694001197814941,0.10223914682865143,0.10626654326915741,0.11634156107902527
twain,0.15717366337776184,0.20820379257202148,0.14446793496608734,0.18854016065597534,0.15646493434906006,0.10625926405191422,0.18893390893936157,0.1620187759399414
's,-0.019954677671194077,0.04286740720272064,0.0025637869257479906,0.06449045985937119,0.03192216902971268,-0.01936490088701248,0.014191416092216969,-0.023395681753754616
works,0.22534018754959106,1.0,0.2475309818983078,0.20543460547924042,0.19079595804214478,0.16260115802288055,0.1298135221004486,0.19597402215003967
had,0.27180907130241394,0.1697332113981247,0.4485904276371002,0.12050733715295792,0.34764364361763,0.3075238764286041,0.19624793529510498,0.20728366076946259
helped,0.20808862149715424,0.2475309818983078,1.0000001192092896,0.09726529568433762,0.26509761810302734,0.19967898726463318,0.1220942810177803,0.16572049260139465
him,0.19785398244857788,0.21585039794445038,0.3671513795852661,0.14682093262672424,0.30344611406326294,0.2413332462310791,0.23186151683330536,0.23943768441677094
to,0.320825457572937,0.22564561665058136,0.42226478457450867,0.17548894882202148,0.3433571755886078,0.4069952368736267,0.2413502335548401,0.29463258385658264
miraculously,0.26345720887184143,0.20322558283805847,0.16371458768844604,0.1692444235086441,0.30285224318504333,0.19731274247169495,0.19981175661087036,0.19720904529094696
recover,0.13184313476085663,0.19079595804214478,0.26509761810302734,0.0747482031583786,0.9999998807907104,0.2689698338508606,0.3160761594772339,0.1497272402048111
from,0.2266867458820343,0.16260115802288055,0.19967898726463318,0.10324860364198685,0.2689698338508606,1.0,0.23426546156406403,0.19969791173934937
his,0.39010414481163025,0.32648009061813354,0.3259269595146179,0.1580733060836792,0.3010108172893524,0.3195365369319916,0.3013613224029541,0.18075084686279297
earlier,0.17244786024093628,0.15789680182933807,0.18785275518894196,0.1280188262462616,0.2356337606906891,0.19317591190338135,0.19379398226737976,0.13306351006031036
illness,0.1361907422542572,0.1298135221004486,0.1220942810177803,0.07226704061031342,0.3160761594772339,0.23426546156406403,1.0000001192092896,0.13208319246768951
.,0.2718997597694397,0.28871041536331177,0.25779226422309875,0.17949827015399933,0.26738452911376953,0.41536515951156616,0.22641728818416595,0.4130953550338745
