,what,does,the,capabilities,approach,look,at,poverty,as,a,form,of,?
the,0.42745697498321533,0.35928019881248474,1.0,0.2042628526687622,0.1999826431274414,0.2806221544742584,0.457212895154953,0.20494918525218964,0.48381632566452026,0.5829201340675354,0.29286009073257446,0.733189046382904,0.22068053483963013
capabilities,0.2514554262161255,0.28115397691726685,0.2042628526687622,1.0000001192092896,0.22072456777095795,0.2336491346359253,0.14514660835266113,0.23302234709262848,0.2423628866672516,0.22750458121299744,0.15351250767707825,0.18993353843688965,0.20460444688796997
approach,0.2636874318122864,0.19679199159145355,0.1999826431274414,0.22072456777095795,0.9999998807907104,0.2782924175262451,0.22436529397964478,0.20300166308879852,0.18802350759506226,0.2336270660161972,0.1573418825864792,0.20773443579673767,0.181949645280838
–,0.13008765876293182,0.13794226944446564,0.2607575058937073,0.0853351578116417,0.1279682219028473,0.1169666275382042,0.24524202942848206,0.06620905548334122,0.23975129425525665,0.1997407078742981,0.050787560641765594,0.2799985408782959,0.2714554965496063
sometimes,0.34229418635368347,0.35960543155670166,0.35816407203674316,0.20579002797603607,0.18059159815311432,0.29730862379074097,0.16720744967460632,0.15630687773227692,0.3959874212741852,0.3788676857948303,0.3635167181491852,0.296434611082077,0.1751544177532196
called,0.3235960602760315,0.3201718330383301,0.489897221326828,0.12607687711715698,0.10812932997941971,0.26048749685287476,0.23534239828586578,0.08786719292402267,0.2827680706977844,0.4868806302547455,0.39092445373535156,0.4222904443740845,0.18963319063186646
the,0.42745697498321533,0.35928019881248474,1.0,0.2042628526687622,0.1999826431274414,0.2806221544742584,0.457212895154953,0.20494918525218964,0.48381632566452026,0.5829201340675354,0.29286009073257446,0.733189046382904,0.22068053483963013
human,0.24243313074111938,0.23807655274868011,0.3103327453136444,0.2843154966831207,0.15648482739925385,0.2554289996623993,0.16051284968852997,0.3186325430870056,0.24055932462215424,0.2368878275156021,0.2529449462890625,0.3083189129829407,0.19748784601688385
development,0.19014155864715576,0.19386763870716095,0.3362044394016266,0.3588302433490753,0.286235511302948,0.20702245831489563,0.12591972947120667,0.27393418550491333,0.22143439948558807,0.2762584090232849,0.20122785866260529,0.28700894117355347,0.1211358830332756
approach,0.2636874318122864,0.19679199159145355,0.1999826431274414,0.22072456777095795,0.9999998807907104,0.2782924175262451,0.22436529397964478,0.20300166308879852,0.18802350759506226,0.2336270660161972,0.1573418825864792,0.20773443579673767,0.181949645280838
–,0.13008765876293182,0.13794226944446564,0.2607575058937073,0.0853351578116417,0.1279682219028473,0.1169666275382042,0.24524202942848206,0.06620905548334122,0.23975129425525665,0.1997407078742981,0.050787560641765594,0.2799985408782959,0.2714554965496063
looks,0.36668315529823303,0.3986370861530304,0.2699185013771057,0.19895055890083313,0.2692018449306488,0.6628413796424866,0.21198974549770355,0.12644433975219727,0.2397252917289734,0.36173608899116516,0.2325679212808609,0.22676286101341248,0.292976975440979
at,0.2838611304759979,0.17465277016162872,0.457212895154953,0.14514660835266113,0.22436529397964478,0.24635694921016693,1.0,0.1782533824443817,0.28092536330223083,0.3095070421695709,0.10255546867847443,0.42558613419532776,0.21978627145290375
income,0.21837803721427917,0.18851257860660553,0.23699946701526642,0.2597641050815582,0.17418453097343445,0.17108707129955292,0.1277964860200882,0.4577386677265167,0.1530616581439972,0.2084353119134903,0.13054175674915314,0.2581324577331543,0.14935168623924255
inequality,0.30072227120399475,0.24271976947784424,0.23508106172084808,0.3289600908756256,0.3062405288219452,0.1977621465921402,0.09589436650276184,0.4811079800128937,0.1947982758283615,0.1783585250377655,0.2506323456764221,0.27910974621772766,0.23619021475315094
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2930736839771271,0.2348477989435196,0.33042222261428833,0.3571503460407257,0.27911514043807983,0.49487000703811646,0.3739250600337982,0.30469027161598206,0.5116966962814331,0.20544172823429108
poverty,0.20925714075565338,0.139724001288414,0.20494918525218964,0.23302234709262848,0.20300166308879852,0.15281249582767487,0.1782533824443817,0.9999999403953552,0.18241247534751892,0.19118662178516388,0.06650988012552261,0.2334604412317276,0.16537553071975708
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.2423628866672516,0.18802350759506226,0.2649591863155365,0.28092536330223083,0.18241247534751892,1.0,0.39550232887268066,0.24710296094417572,0.3886612355709076,0.27043893933296204
form,0.15868011116981506,0.26710256934165955,0.29286009073257446,0.15351250767707825,0.1573418825864792,0.18445391952991486,0.10255546867847443,0.06650988012552261,0.24710296094417572,0.3088195323944092,0.9999999403953552,0.29600051045417786,0.1463010311126709
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.18993353843688965,0.20773443579673767,0.21060073375701904,0.42558613419532776,0.2334604412317276,0.3886612355709076,0.5052502155303955,0.29600051045417786,1.0,0.1826142966747284
“,-0.009074612520635128,-0.07318906486034393,-0.004561804234981537,-0.08671193569898605,-0.022829392924904823,-0.01632356271147728,0.005195953417569399,-0.024488957598805428,0.011312414892017841,-0.026146769523620605,-0.10716571658849716,0.006646031979471445,-0.043535903096199036
capability,0.27171802520751953,0.2906894087791443,0.22795647382736206,0.8568862080574036,0.2692715525627136,0.2570399045944214,0.15159960091114044,0.30883660912513733,0.22859157621860504,0.27635520696640015,0.12594766914844513,0.20251134037971497,0.20875757932662964
deprivation,0.22857558727264404,0.2263614982366562,0.2671000063419342,0.4078170657157898,0.29517892003059387,0.15032242238521576,0.17990197241306305,0.408937931060791,0.2385983169078827,0.26385948061943054,0.276419460773468,0.2942136228084564,0.1423202008008957
”,-0.08669018000364304,-0.03212713822722435,-0.13169695436954498,0.08938466012477875,-0.045133426785469055,-0.03400321677327156,-0.015388799831271172,0.0401095375418663,-0.09208422899246216,-0.030909502878785133,-0.015610519796609879,-0.06583167612552643,0.014230710454285145
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.21693669259548187,0.21207883954048157,0.3426704406738281,0.4549728035926819,0.20983536541461945,0.515582263469696,0.50484299659729,0.28317511081695557,0.5352458953857422,0.4130953550338745
