,what,is,the,southern,region,where,protestants,are,concentrated,?
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.21031956374645233,0.19658514857292175,0.3678402900695801,0.1971726268529892,0.48698675632476807,0.3210751712322235,0.2107497900724411
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.18306338787078857,0.20011243224143982,0.32389864325523376,0.2660876512527466,1.0,0.24335487186908722,0.24591213464736938
concentrated,0.20476274192333221,0.25344735383987427,0.2688957750797272,0.1255556344985962,0.19739049673080444,0.27967604994773865,0.11479277163743973,0.24335487186908722,1.0,0.11501483619213104
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3190481662750244,0.3524819314479828,0.5344807505607605,0.26583972573280334,0.3841303884983063,0.29073235392570496,0.20430970191955566
alsace,0.2365240901708603,0.24614931643009186,0.3544199764728546,0.28460559248924255,0.4015118181705475,0.261714905500412,0.3804338574409485,0.16309799253940582,0.2487982213497162,0.17753762006759644
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3190481662750244,0.3524819314479828,0.5344807505607605,0.26583972573280334,0.3841303884983063,0.29073235392570496,0.20430970191955566
northeast,0.16898538172245026,0.26471805572509766,0.3058204650878906,0.48366451263427734,0.42342206835746765,0.24073590338230133,0.19547981023788452,0.1994556486606598,0.21801041066646576,0.07426474988460541
france,0.17793065309524536,0.22835302352905273,0.35517507791519165,0.20136235654354095,0.3406105935573578,0.21451038122177124,0.26682624220848083,0.18000386655330658,0.20938585698604584,0.15069349110126495
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24232792854309082,0.2372262328863144,0.43859338760375977,0.26846030354499817,0.48576638102531433,0.337016761302948,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3282862603664398,0.35020557045936584,0.5003893971443176,0.2936698794364929,0.40399202704429626,0.2688957750797272,0.22068053483963013
cévennes,0.1984010934829712,0.26645633578300476,0.3634481132030487,0.30160486698150635,0.4098745286464691,0.20305539667606354,0.2561749815940857,0.23535741865634918,0.22763988375663757,0.1659584641456604
mountain,0.15145938098430634,0.24294321238994598,0.2931090295314789,0.2968273162841797,0.21147207915782928,0.21142426133155823,0.2060106247663498,0.20260895788669586,0.05750621482729912,0.10710091888904572
region,0.2298986315727234,0.3317503035068512,0.35020557045936584,0.35965695977211,1.0,0.2589060366153717,0.1612340360879898,0.20011243224143982,0.19739049673080444,0.13441751897335052
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3190481662750244,0.3524819314479828,0.5344807505607605,0.26583972573280334,0.3841303884983063,0.29073235392570496,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3282862603664398,0.35020557045936584,0.5003893971443176,0.2936698794364929,0.40399202704429626,0.2688957750797272,0.22068053483963013
south,0.15388517081737518,0.27680471539497375,0.3129390776157379,0.5503143668174744,0.34154781699180603,0.2539864182472229,0.18209972977638245,0.21281804144382477,0.15189522504806519,0.12336621433496475
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2795628309249878,0.2119160145521164,0.3149496018886566,0.2839384078979492,0.4062570035457611,0.3048234283924103,0.31091248989105225
who,0.40942975878715515,0.24293622374534607,0.3733934462070465,0.1828710436820984,0.16453149914741516,0.41804537177085876,0.28060296177864075,0.27294138073921204,0.2011420577764511,0.26220351457595825
still,0.4548931419849396,0.3574111759662628,0.40142056345939636,0.19875141978263855,0.2069346159696579,0.42040762305259705,0.25356239080429077,0.40321314334869385,0.2086619734764099,0.3039587736129761
regard,0.35750043392181396,0.2898949384689331,0.30657511949539185,0.165062814950943,0.18926310539245605,0.24803993105888367,0.30461546778678894,0.3128238320350647,0.20731960237026215,0.25592759251594543
themselves,0.34807315468788147,0.16502061486244202,0.3444426357746124,0.15834011137485504,0.16539448499679565,0.214945986866951,0.30143406987190247,0.45687565207481384,0.16259612143039703,0.20170879364013672
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.17950406670570374,0.17285758256912231,0.35409465432167053,0.2148677259683609,0.3826591968536377,0.3099561929702759,0.27043893933296204
huguenots,0.22128188610076904,0.09711743891239166,0.30745792388916016,0.195220947265625,0.2700238823890686,0.2706839442253113,0.5508098602294922,0.15595827996730804,0.1655404418706894,0.16010338068008423
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.18284058570861816,0.24118299782276154,0.47735077142715454,0.26797059178352356,0.3504326641559601,0.2865214943885803,0.29463258385658264
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.20097827911376953,0.1878165900707245,0.4012809097766876,0.2522323429584503,0.35762670636177063,0.2544918656349182,0.3155723512172699
day,0.2990210950374603,0.17517195641994476,0.3062323033809662,0.23561479151248932,0.1185954362154007,0.17241404950618744,0.19512374699115753,0.19530735909938812,0.13329912722110748,0.2141837179660797
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.26629969477653503,0.2506107687950134,0.41390106081962585,0.2648395001888275,0.3452940285205841,0.2786614000797272,0.4130953550338745
