,how,is,temüjin,written,in,pinyin,?
temüjin,0.3138812780380249,0.2998083829879761,1.0,0.25041887164115906,0.3433155417442322,0.38559362292289734,0.21090233325958252
is,0.22544461488723755,1.0,0.2998083829879761,0.2634589672088623,0.5394441485404968,0.2858012616634369,0.22961433231830597
written,0.2370033860206604,0.2634589672088623,0.25041887164115906,1.0000001192092896,0.20878943800926208,0.23610423505306244,0.21451954543590546
in,0.2601168751716614,0.5394441485404968,0.3433155417442322,0.20878943800926208,1.0,0.23205791413784027,0.20430970191955566
chinese,0.21388240158557892,0.1841094046831131,0.467719167470932,0.14408674836158752,0.20821347832679749,0.6237426400184631,0.20843194425106049
as,0.33782753348350525,0.43216490745544434,0.32332390546798706,0.27031588554382324,0.3887844979763031,0.20406487584114075,0.27043893933296204
simplified,0.3026249408721924,0.18300236761569977,0.328648179769516,0.34395456314086914,0.21289080381393433,0.4285735785961151,0.3615424931049347
chinese,0.21388240158557892,0.1841094046831131,0.467719167470932,0.14408674836158752,0.20821347832679749,0.6237426400184631,0.20843194425106049
:,-0.11215605586767197,-0.07222653180360794,-0.04161295294761658,-0.13535642623901367,0.020521078258752823,-0.0002083026774926111,-0.07156077772378922
铁木真,-0.015324649401009083,-0.03703794255852699,-0.015926271677017212,0.050326526165008545,0.05190947279334068,-0.0409456305205822,0.07129848748445511
;,0.07230665534734726,0.05324986204504967,-0.03175167739391327,-0.018944086506962776,0.092739537358284,-0.01538395881652832,0.10349778085947037
traditional,0.16357043385505676,0.24577821791172028,0.2781701385974884,0.19398264586925507,0.2736763060092926,0.4152476191520691,0.1327509582042694
chinese,0.21388240158557892,0.1841094046831131,0.467719167470932,0.14408674836158752,0.20821347832679749,0.6237426400184631,0.20843194425106049
:,-0.11215605586767197,-0.07222653180360794,-0.04161295294761658,-0.13535642623901367,0.020521078258752823,-0.0002083026774926111,-0.07156077772378922
鐵木眞,0.1217622235417366,0.0752861425280571,0.15162310004234314,0.09761004894971848,-0.048557206988334656,0.01725105009973049,0.01674286462366581
;,0.07230665534734726,0.05324986204504967,-0.03175167739391327,-0.018944086506962776,0.092739537358284,-0.01538395881652832,0.10349778085947037
pinyin,0.15191812813282013,0.2858012616634369,0.38559362292289734,0.23610423505306244,0.23205791413784027,1.0,0.22529643774032593
:,-0.11215605586767197,-0.07222653180360794,-0.04161295294761658,-0.13535642623901367,0.020521078258752823,-0.0002083026774926111,-0.07156077772378922
tiěmùzhēn,-0.01989240199327469,0.07081080973148346,0.16513001918792725,0.09455230087041855,0.055707890540361404,0.21254508197307587,0.1092134416103363
.,0.3287222981452942,0.4569662809371948,0.31788840889930725,0.25418123602867126,0.5591574311256409,0.18047542870044708,0.4130953550338745
