,what,does,doctor,who,do,when,his,body,is,mortally,damaged,?
as,0.31749409437179565,0.31202155351638794,0.17422905564308167,0.3923053741455078,0.38329678773880005,0.4437963366508484,0.3146366477012634,0.24814960360527039,0.43216490745544434,0.24826431274414062,0.17271991074085236,0.27043893933296204
a,0.3320399522781372,0.38201746344566345,0.22883038222789764,0.36608949303627014,0.26237669587135315,0.44397395849227905,0.3497250974178314,0.26263290643692017,0.658733606338501,0.25817620754241943,0.23880434036254883,0.23916715383529663
time,0.36319252848625183,0.2519678771495819,0.22827142477035522,0.36634087562561035,0.27283716201782227,0.4363728165626526,0.3553589880466461,0.22374941408634186,0.25187405943870544,0.1771654188632965,0.1799546480178833,0.27391523122787476
lord,0.15077504515647888,0.15670464932918549,0.18648956716060638,0.25294241309165955,0.15117111802101135,0.13919566571712494,0.250871479511261,0.16878332197666168,0.14423592388629913,0.2777725160121918,0.10160031914710999,0.09544310718774796
",",0.3087472915649414,0.28617382049560547,0.20407600700855255,0.3365725874900818,0.3283645510673523,0.36674630641937256,0.3378419280052185,0.22437527775764465,0.4691906273365021,0.2732788920402527,0.2544972598552704,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,0.2820442318916321,0.3733934462070465,0.30239659547805786,0.5091903209686279,0.4394008219242096,0.31682634353637695,0.5823672413825989,0.2876136302947998,0.2918637692928314,0.22068053483963013
doctor,0.20870667695999146,0.17192082107067108,0.9999999403953552,0.3504868149757385,0.18265344202518463,0.16867952048778534,0.2365143597126007,0.23570314049720764,0.19875872135162354,0.21450786292552948,0.15516352653503418,0.1462511420249939
has,0.20338068902492523,0.42885294556617737,0.1778179407119751,0.2558172643184662,0.22084827721118927,0.34538573026657104,0.2611220180988312,0.1710911989212036,0.5668748617172241,0.11665080487728119,0.2490919679403305,0.15994466841220856
the,0.42745697498321533,0.35928019881248474,0.2820442318916321,0.3733934462070465,0.30239659547805786,0.5091903209686279,0.4394008219242096,0.31682634353637695,0.5823672413825989,0.2876136302947998,0.2918637692928314,0.22068053483963013
ability,0.26366251707077026,0.3431616425514221,0.08869708329439163,0.26363757252693176,0.28784701228141785,0.3003373444080353,0.28967100381851196,0.2828662097454071,0.18390236794948578,0.21216420829296112,0.16022413969039917,0.1955445408821106
to,0.455847829580307,0.4391997456550598,0.22950075566768646,0.42656609416007996,0.38876664638519287,0.5423505902290344,0.3715193271636963,0.307265043258667,0.42745086550712585,0.2836906909942627,0.20558634400367737,0.29463258385658264
