,genghis,khan,was,in,the,process,of,taking,what,capital,city,when,he,died,?
in,0.224680557847023,0.1527150720357895,0.45514053106307983,1.0,0.6662389636039734,0.19851736724376678,0.5696388483047485,0.25282081961631775,0.30808621644973755,0.3233928978443146,0.3911624252796173,0.4431333839893341,0.41690486669540405,0.25881269574165344,0.20430970191955566
august,0.168605238199234,0.1660820096731186,0.42620858550071716,0.24307909607887268,0.22689028084278107,0.12274538725614548,0.1712995171546936,0.19978412985801697,0.2305731326341629,0.20251107215881348,0.22543223202228546,0.2603156566619873,0.2793651223182678,0.4139518141746521,0.3006744682788849
1227,0.09613873809576035,0.07956865429878235,-0.009198027662932873,0.13310766220092773,0.10243739187717438,0.19753578305244446,0.05362348631024361,0.11008439213037491,0.0861235037446022,-0.010924046859145164,0.063539057970047,0.20527581870555878,0.08315395563840866,0.0861142948269844,0.2234923541545868
",",0.2891939878463745,0.19700400531291962,0.45456063747406006,0.5201468467712402,0.4933079481124878,0.2061346471309662,0.4946078956127167,0.32216814160346985,0.3087472915649414,0.28033894300460815,0.35839709639549255,0.36674630641937256,0.40251094102859497,0.36026471853256226,0.31091248989105225
during,0.23637251555919647,0.14773862063884735,0.4470829963684082,0.4627237319946289,0.4838213622570038,0.26115119457244873,0.3869180977344513,0.270988404750824,0.24137552082538605,0.2024943083524704,0.24677588045597076,0.46721696853637695,0.3751114010810852,0.2561846971511841,0.1325719803571701
the,0.3448939025402069,0.21067845821380615,0.48711544275283813,0.6662389636039734,1.0,0.264274537563324,0.733189046382904,0.32714390754699707,0.42745697498321533,0.3049491047859192,0.35769423842430115,0.5091903209686279,0.4571082592010498,0.18710990250110626,0.22068053483963013
fall,0.2559558153152466,0.1166478618979454,0.22278504073619843,0.22958555817604065,0.3639753758907318,0.11378240585327148,0.2854328155517578,0.2155889868736267,0.26931828260421753,0.13634958863258362,0.25042182207107544,0.2653101086616516,0.22564740478992462,0.18244634568691254,0.1656162142753601
of,0.2938849925994873,0.17124508321285248,0.4069072902202606,0.5696388483047485,0.733189046382904,0.23962904512882233,1.0,0.29240402579307556,0.33290785551071167,0.30823585391044617,0.32503411173820496,0.3757161796092987,0.38706058263778687,0.25637882947921753,0.1826142966747284
yinchuan,0.4318203330039978,0.3869379460811615,0.1423245221376419,0.15852022171020508,0.20208366215229034,0.0852338969707489,0.1981402039527893,0.15464338660240173,0.12154913693666458,0.27494746446609497,0.2868920564651489,0.16305623948574066,0.12078876793384552,0.1316879391670227,0.17389149963855743
",",0.2891939878463745,0.19700400531291962,0.45456063747406006,0.5201468467712402,0.4933079481124878,0.2061346471309662,0.4946078956127167,0.32216814160346985,0.3087472915649414,0.28033894300460815,0.35839709639549255,0.36674630641937256,0.40251094102859497,0.36026471853256226,0.31091248989105225
the,0.3448939025402069,0.21067845821380615,0.48711544275283813,0.6662389636039734,1.0,0.264274537563324,0.733189046382904,0.32714390754699707,0.42745697498321533,0.3049491047859192,0.35769423842430115,0.5091903209686279,0.4571082592010498,0.18710990250110626,0.22068053483963013
capital,0.28575485944747925,0.19148284196853638,0.21907466650009155,0.3233928978443146,0.3049491047859192,0.03955017030239105,0.30823585391044617,0.12723258137702942,0.17967931926250458,0.9999999403953552,0.5637158751487732,0.20230671763420105,0.22468039393424988,0.2202792465686798,0.0907452180981636
of,0.2938849925994873,0.17124508321285248,0.4069072902202606,0.5696388483047485,0.733189046382904,0.23962904512882233,1.0,0.29240402579307556,0.33290785551071167,0.30823585391044617,0.32503411173820496,0.3757161796092987,0.38706058263778687,0.25637882947921753,0.1826142966747284
western,0.28880131244659424,0.1462325006723404,0.2864105999469757,0.35160520672798157,0.37920868396759033,0.059051450341939926,0.32974064350128174,0.1013878583908081,0.2454150915145874,0.24413453042507172,0.3147813677787781,0.2197389006614685,0.21872544288635254,0.19457627832889557,0.17439141869544983
xia,0.42225655913352966,0.2651960253715515,0.16380348801612854,0.152571901679039,0.17513726651668549,0.15748508274555206,0.20500580966472626,0.17808647453784943,0.21090152859687805,0.15602678060531616,0.09981244802474976,0.18097789585590363,0.12626031041145325,0.1650964617729187,0.26388657093048096
",",0.2891939878463745,0.19700400531291962,0.45456063747406006,0.5201468467712402,0.4933079481124878,0.2061346471309662,0.4946078956127167,0.32216814160346985,0.3087472915649414,0.28033894300460815,0.35839709639549255,0.36674630641937256,0.40251094102859497,0.36026471853256226,0.31091248989105225
genghis,1.0,0.5896923542022705,0.3037589192390442,0.224680557847023,0.3448939025402069,0.0714360699057579,0.2938849925994873,0.14005066454410553,0.24369274079799652,0.28575485944747925,0.30777209997177124,0.19557388126850128,0.28288567066192627,0.28730252385139465,0.18813461065292358
khan,0.5896923542022705,1.0,0.23483267426490784,0.1527150720357895,0.21067845821380615,0.09386777132749557,0.17124508321285248,0.13210369646549225,0.16476042568683624,0.19148284196853638,0.19724291563034058,0.16355718672275543,0.24136358499526978,0.1835235059261322,0.12862591445446014
died,0.28730252385139465,0.1835235059261322,0.4570699632167816,0.25881269574165344,0.18710990250110626,0.009902489371597767,0.25637882947921753,0.1709156036376953,0.11138711869716644,0.2202792465686798,0.2599557936191559,0.20204433798789978,0.39118778705596924,0.9999998807907104,0.15254227817058563
.,0.25373268127441406,0.19819748401641846,0.40146201848983765,0.5591574311256409,0.5934505462646484,0.23766504228115082,0.5352458953857422,0.3233465552330017,0.3567904531955719,0.23657599091529846,0.29856356978416443,0.475719153881073,0.38061028718948364,0.24093139171600342,0.4130953550338745
