,who,gave,genghis,khan,the,title,khadan,?
the,0.3733934462070465,0.32555076479911804,0.3448939025402069,0.21067845821380615,1.0,0.27465343475341797,0.22331790626049042,0.22068053483963013
title,0.18150031566619873,0.1362556666135788,0.22426576912403107,0.22046531736850739,0.27465343475341797,0.9999999403953552,0.12773604691028595,0.34551161527633667
khagan,0.24178119003772736,0.16449929773807526,0.607407808303833,0.6743661165237427,0.30096983909606934,0.1668834388256073,0.7616749405860901,0.16919690370559692
was,0.3318818509578705,0.42201077938079834,0.3037589192390442,0.23483267426490784,0.48711544275283813,0.19408874213695526,0.17552827298641205,0.18412111699581146
not,0.369414746761322,0.20783072710037231,0.14725978672504425,0.12768790125846863,0.4310511648654938,0.19091831147670746,0.1613038033246994,0.41942933201789856
conferred,0.12969084084033966,0.23123744130134583,0.19125159084796906,0.17655448615550995,0.3050553798675537,0.267731636762619,0.15664777159690857,0.10300537198781967
on,0.2340552806854248,0.2442021518945694,0.17695671319961548,0.13222354650497437,0.5107308030128479,0.16559039056301117,0.12377626448869705,0.2714994251728058
genghis,0.3018350303173065,0.17561112344264984,1.0,0.5896923542022705,0.3448939025402069,0.22426576912403107,0.6106147766113281,0.18813461065292358
until,0.2530071437358856,0.2164747565984726,0.17321395874023438,0.1777706742286682,0.37191009521484375,0.19181054830551147,0.13668757677078247,0.20304496586322784
after,0.32549580931663513,0.29880133271217346,0.24102559685707092,0.1264270693063736,0.4565047025680542,0.17867733538150787,0.20797577500343323,0.16608688235282898
his,0.44966956973075867,0.35753533244132996,0.3744826912879944,0.26570460200309753,0.4394008219242096,0.22620166838169098,0.2462589144706726,0.18075084686279297
death,0.20302973687648773,0.1849837452173233,0.28730303049087524,0.14168724417686462,0.21438048779964447,0.13166430592536926,0.18426503241062164,0.21149799227714539
",",0.3365725874900818,0.2448001652956009,0.2891939878463745,0.19700400531291962,0.4933079481124878,0.2202284336090088,0.21709083020687103,0.31091248989105225
when,0.48282691836357117,0.29486924409866333,0.19557388126850128,0.16355718672275543,0.5091903209686279,0.19001033902168274,0.16007554531097412,0.22841128706932068
his,0.44966956973075867,0.35753533244132996,0.3744826912879944,0.26570460200309753,0.4394008219242096,0.22620166838169098,0.2462589144706726,0.18075084686279297
son,0.3958503007888794,0.25381574034690857,0.34843745827674866,0.27596136927604675,0.2102738618850708,0.2038162499666214,0.30762234330177307,0.14735563099384308
and,0.41279885172843933,0.2681863307952881,0.26551535725593567,0.22885166108608246,0.5171257257461548,0.20763245224952698,0.19469769299030304,0.20544172823429108
successor,0.1692478209733963,0.14712682366371155,0.28109827637672424,0.2138257473707199,0.14193344116210938,0.13179850578308105,0.19885925948619843,0.0913006067276001
",",0.3365725874900818,0.2448001652956009,0.2891939878463745,0.19700400531291962,0.4933079481124878,0.2202284336090088,0.21709083020687103,0.31091248989105225
ögedei,0.34607383608818054,0.22375570237636566,0.6161514520645142,0.43523725867271423,0.32871612906455994,0.27707529067993164,0.4367891550064087,0.20177854597568512
",",0.3365725874900818,0.2448001652956009,0.2891939878463745,0.19700400531291962,0.4933079481124878,0.2202284336090088,0.21709083020687103,0.31091248989105225
took,0.2481452226638794,0.5044013261795044,0.22911474108695984,0.14650984108448029,0.31657639145851135,0.14426308870315552,0.17672111093997955,0.14109265804290771
the,0.3733934462070465,0.32555076479911804,0.3448939025402069,0.21067845821380615,1.0,0.27465343475341797,0.22331790626049042,0.22068053483963013
title,0.18150031566619873,0.1362556666135788,0.22426576912403107,0.22046531736850739,0.27465343475341797,0.9999999403953552,0.12773604691028595,0.34551161527633667
for,0.37110671401023865,0.3676709234714508,0.14123353362083435,0.13388998806476593,0.4739971458911896,0.2096623331308365,0.09513022750616074,0.264628142118454
himself,0.4094412326812744,0.23090839385986328,0.2502084970474243,0.2027694135904312,0.24642214179039001,0.18516510725021362,0.18850965797901154,0.10407622903585434
and,0.41279885172843933,0.2681863307952881,0.26551535725593567,0.22885166108608246,0.5171257257461548,0.20763245224952698,0.19469769299030304,0.20544172823429108
extended,0.09214743971824646,0.2083653211593628,0.19184018671512604,0.15721826255321503,0.3160722553730011,0.08069314062595367,0.14747291803359985,0.17568568885326385
it,0.2868398427963257,0.2046516388654709,0.2149120718240738,0.13704395294189453,0.6251175999641418,0.2083277851343155,0.15548017621040344,0.25732165575027466
posthumously,0.2597758173942566,0.19716456532478333,0.32087793946266174,0.13620926439762115,0.2437174916267395,0.19661268591880798,0.1560925394296646,0.19097557663917542
to,0.42656609416007996,0.27167177200317383,0.2294713407754898,0.18221943080425262,0.535392165184021,0.24913249909877777,0.16570520401000977,0.29463258385658264
his,0.44966956973075867,0.35753533244132996,0.3744826912879944,0.26570460200309753,0.4394008219242096,0.22620166838169098,0.2462589144706726,0.18075084686279297
father,0.4164644777774811,0.2568400204181671,0.28569796681404114,0.2717169225215912,0.24010279774665833,0.25298357009887695,0.24949321150779724,0.14826634526252747
(,0.2443375140428543,0.17880775034427643,0.2257842868566513,0.1773909628391266,0.33289089798927307,0.24515381455421448,0.11021566390991211,0.40561532974243164
as,0.3923053741455078,0.24027131497859955,0.17543354630470276,0.22500167787075043,0.48381632566452026,0.2520829439163208,0.1873474270105362,0.27043893933296204
he,0.5500732064247131,0.24899254739284515,0.28288567066192627,0.24136358499526978,0.4571082592010498,0.2028372436761856,0.19770997762680054,0.2089974731206894
was,0.3318818509578705,0.42201077938079834,0.3037589192390442,0.23483267426490784,0.48711544275283813,0.19408874213695526,0.17552827298641205,0.18412111699581146
also,0.47919341921806335,0.2672223150730133,0.2539297640323639,0.21398134529590607,0.6021018624305725,0.24138477444648743,0.2475760132074356,0.21848613023757935
to,0.42656609416007996,0.27167177200317383,0.2294713407754898,0.18221943080425262,0.535392165184021,0.24913249909877777,0.16570520401000977,0.29463258385658264
be,0.3371641933917999,0.12241847068071365,0.16810378432273865,0.19255778193473816,0.4248143136501312,0.2216247171163559,0.17169974744319916,0.3324260413646698
posthumously,0.2597758173942566,0.19716456532478333,0.32087793946266174,0.13620926439762115,0.2437174916267395,0.19661268591880798,0.1560925394296646,0.19097557663917542
declared,0.1618698090314865,0.25488337874412537,0.19812043011188507,0.14359000325202942,0.260531485080719,0.13562411069869995,0.19231045246124268,0.17688149213790894
the,0.3733934462070465,0.32555076479911804,0.3448939025402069,0.21067845821380615,1.0,0.27465343475341797,0.22331790626049042,0.22068053483963013
founder,0.28227898478507996,0.16850142180919647,0.28055045008659363,0.28315770626068115,0.24715600907802582,0.14856325089931488,0.23889023065567017,0.13665783405303955
of,0.2827862501144409,0.3650403320789337,0.2938849925994873,0.17124508321285248,0.733189046382904,0.18969319760799408,0.1791246086359024,0.1826142966747284
the,0.3733934462070465,0.32555076479911804,0.3448939025402069,0.21067845821380615,1.0,0.27465343475341797,0.22331790626049042,0.22068053483963013
yuan,0.20351146161556244,0.12279392778873444,0.46819373965263367,0.4321361780166626,0.2548272907733917,0.1150713786482811,0.43736374378204346,0.12871281802654266
dynasty,0.19946415722370148,0.1373234987258911,0.49750640988349915,0.34412047266960144,0.26267939805984497,0.1595592200756073,0.4189361333847046,0.15884074568748474
),0.2457384318113327,0.20013560354709625,0.24887141585350037,0.2105041742324829,0.3456730246543884,0.2601674497127533,0.14901062846183777,0.42300865054130554
.,0.3541337847709656,0.29957500100135803,0.25373268127441406,0.19819748401641846,0.5934505462646484,0.26782113313674927,0.17480677366256714,0.4130953550338745
