,what,",",when,combined,with,a,large,workload,",",can,contribute,to,occupational,stress,?
stress,0.33004483580589294,0.17927385866641998,0.2768997251987457,0.23074716329574585,0.2826717793941498,0.2622493505477905,0.15557076036930084,0.4048233926296234,0.17927385866641998,0.3481190502643585,0.37690961360931396,0.2759045660495758,0.23412597179412842,1.0000001192092896,0.2845553457736969
can,0.34502777457237244,0.3139454126358032,0.39191514253616333,0.2668262720108032,0.3572797477245331,0.3915780484676361,0.30512937903404236,0.4119136333465576,0.3139454126358032,1.0,0.31452885270118713,0.4979398250579834,0.24495981633663177,0.3481190502643585,0.3226337134838104
be,0.3929833769798279,0.39254459738731384,0.4451393485069275,0.2778157889842987,0.36101722717285156,0.39883795380592346,0.2907196581363678,0.4109635353088379,0.39254459738731384,0.5791122913360596,0.3506348133087158,0.4972836375236511,0.20093098282814026,0.265773743391037,0.3324260413646698
caused,0.22264783084392548,0.2600580155849457,0.3178572356700897,0.2518082857131958,0.31770411133766174,0.22472180426120758,0.2708057165145874,0.3074461817741394,0.2600580155849457,0.3041553497314453,0.26394522190093994,0.2414499819278717,0.16062745451927185,0.42394235730171204,0.20679491758346558
by,0.2455483376979828,0.3680937886238098,0.4376842677593231,0.28497543931007385,0.39731505513191223,0.32094135880470276,0.2555539309978485,0.20641344785690308,0.3680937886238098,0.29642900824546814,0.18315626680850983,0.33534231781959534,0.18589597940444946,0.15863926708698273,0.17966607213020325
organizational,0.22883515059947968,0.20732510089874268,0.19530990719795227,0.22196130454540253,0.2010466754436493,0.2809427082538605,0.21902047097682953,0.19845739006996155,0.20732510089874268,0.20273175835609436,0.24515683948993683,0.27986985445022583,0.40755733847618103,0.18039095401763916,0.21536388993263245
change,0.3690716028213501,0.2752361297607422,0.33026453852653503,0.23757553100585938,0.22604717314243317,0.3047741651535034,0.18012794852256775,0.37211206555366516,0.2752361297607422,0.38303205370903015,0.4181872308254242,0.3581787943840027,0.1320045441389084,0.2860985994338989,0.24115969240665436
",",0.3087472915649414,1.0000001192092896,0.36674630641937256,0.31732821464538574,0.4120737314224243,0.427140474319458,0.2263888567686081,0.25833001732826233,1.0000001192092896,0.3139454126358032,0.24528558552265167,0.44245919585227966,0.25699102878570557,0.17927385866641998,0.31091248989105225
relationships,0.2712070345878601,0.23186442255973816,0.2679012417793274,0.17364519834518433,0.32151785492897034,0.20640932023525238,0.19272764027118683,0.2322976291179657,0.23186442255973816,0.2062426209449768,0.25031033158302307,0.24882912635803223,0.25687554478645325,0.377289742231369,0.14081478118896484
with,0.2464839518070221,0.4120737314224243,0.5075214505195618,0.340704083442688,0.9999999403953552,0.3783375024795532,0.26124298572540283,0.31678423285484314,0.4120737314224243,0.3572797477245331,0.1963426023721695,0.4239959120750427,0.129319965839386,0.2826717793941498,0.2433311939239502
students,0.2380729615688324,0.26501646637916565,0.219375342130661,0.13610871136188507,0.17162418365478516,0.2676560878753662,0.18086430430412292,0.31037792563438416,0.26501646637916565,0.16829217970371246,0.2711063027381897,0.2905822694301605,0.10288787633180618,0.21345974504947662,0.18017297983169556
",",0.3087472915649414,1.0000001192092896,0.36674630641937256,0.31732821464538574,0.4120737314224243,0.427140474319458,0.2263888567686081,0.25833001732826233,1.0000001192092896,0.3139454126358032,0.24528558552265167,0.44245919585227966,0.25699102878570557,0.17927385866641998,0.31091248989105225
fellow,0.1607140302658081,0.2804356515407562,0.15492504835128784,0.02941376529633999,0.23027361929416656,0.18430070579051971,0.1337754875421524,0.24936044216156006,0.2804356515407562,0.1576099544763565,0.2702156901359558,0.24984875321388245,0.16514135897159576,0.12920698523521423,0.13782136142253876
teachers,0.2526462972164154,0.28049156069755554,0.2084542065858841,0.10414769500494003,0.17936164140701294,0.2509842813014984,0.16339638829231262,0.2552877962589264,0.28049156069755554,0.1946156919002533,0.2308909147977829,0.2668606638908386,0.17093400657176971,0.23215338587760925,0.19522249698638916
",",0.3087472915649414,1.0000001192092896,0.36674630641937256,0.31732821464538574,0.4120737314224243,0.427140474319458,0.2263888567686081,0.25833001732826233,1.0000001192092896,0.3139454126358032,0.24528558552265167,0.44245919585227966,0.25699102878570557,0.17927385866641998,0.31091248989105225
and,0.31309178471565247,0.6633074283599854,0.4716290831565857,0.3240981996059418,0.5477725267410278,0.3739250600337982,0.3404269814491272,0.3210570514202118,0.6633074283599854,0.3675691485404968,0.25385749340057373,0.48971283435821533,0.36260831356048584,0.20368480682373047,0.20544172823429108
administrative,0.2697139382362366,0.22258353233337402,0.15053440630435944,0.22983846068382263,0.14668796956539154,0.24712784588336945,0.14781779050827026,0.22124497592449188,0.22258353233337402,0.13648846745491028,0.19834057986736298,0.19684644043445587,0.1915871500968933,0.17492496967315674,0.15912041068077087
personnel,0.1741112768650055,0.21037796139717102,0.17285965383052826,0.17742355167865753,0.20822706818580627,0.17292581498622894,0.16378431022167206,0.2104053646326065,0.21037796139717102,0.11524627357721329,0.1929243952035904,0.17884930968284607,0.26292479038238525,0.22137796878814697,0.14028915762901306
",",0.3087472915649414,1.0000001192092896,0.36674630641937256,0.31732821464538574,0.4120737314224243,0.427140474319458,0.2263888567686081,0.25833001732826233,1.0000001192092896,0.3139454126358032,0.24528558552265167,0.44245919585227966,0.25699102878570557,0.17927385866641998,0.31091248989105225
working,0.2846863269805908,0.29007792472839355,0.3169759511947632,0.1298404484987259,0.3168335258960724,0.2998538911342621,0.16871219873428345,0.4547056555747986,0.29007792472839355,0.252237468957901,0.2850798964500427,0.28215980529785156,0.2495228350162506,0.140030637383461,0.17154020071029663
environment,0.213022843003273,0.2742449939250946,0.2315404862165451,0.1538475751876831,0.2171572744846344,0.25667375326156616,0.2172214239835739,0.28682827949523926,0.2742449939250946,0.32819056510925293,0.2917139530181885,0.274095743894577,0.22532139718532562,0.31982478499412537,0.19478057324886322
",",0.3087472915649414,1.0000001192092896,0.36674630641937256,0.31732821464538574,0.4120737314224243,0.427140474319458,0.2263888567686081,0.25833001732826233,1.0000001192092896,0.3139454126358032,0.24528558552265167,0.44245919585227966,0.25699102878570557,0.17927385866641998,0.31091248989105225
expectations,0.3370392322540283,0.25619077682495117,0.27010226249694824,0.17159894108772278,0.2789665460586548,0.2630302309989929,0.10158099979162216,0.4805300235748291,0.25619077682495117,0.34723180532455444,0.4029163718223572,0.3294470012187958,0.18592332303524017,0.361142098903656,0.2724282741546631
to,0.455847829580307,0.44245919585227966,0.5423505902290344,0.24629315733909607,0.4239959120750427,0.45503583550453186,0.3150999844074249,0.41638579964637756,0.44245919585227966,0.4979398250579834,0.36610767245292664,1.0,0.2024950236082077,0.2759045660495758,0.29463258385658264
substitute,0.18854834139347076,0.23163557052612305,0.31322014331817627,0.1347866952419281,0.20828701555728912,0.23485712707042694,0.1563718467950821,0.2715243697166443,0.23163557052612305,0.2719157636165619,0.276226669549942,0.2778834402561188,0.06043307110667229,0.20546601712703705,0.21712473034858704
",",0.3087472915649414,1.0000001192092896,0.36674630641937256,0.31732821464538574,0.4120737314224243,0.427140474319458,0.2263888567686081,0.25833001732826233,1.0000001192092896,0.3139454126358032,0.24528558552265167,0.44245919585227966,0.25699102878570557,0.17927385866641998,0.31091248989105225
long,0.28276848793029785,0.3431144952774048,0.30121734738349915,0.162655770778656,0.289187490940094,0.3795371353626251,0.366609662771225,0.23034846782684326,0.3431144952774048,0.3047220706939697,0.1796281784772873,0.30218687653541565,0.08808784931898117,0.2535075545310974,0.19699987769126892
hours,0.21807120740413666,0.236481711268425,0.28038275241851807,0.16345642507076263,0.1960090845823288,0.22820048034191132,0.15766985714435577,0.3716837465763092,0.236481711268425,0.24582414329051971,0.17559608817100525,0.23638038337230682,0.10527927428483963,0.217997744679451,0.21755769848823547
with,0.2464839518070221,0.4120737314224243,0.5075214505195618,0.340704083442688,0.9999999403953552,0.3783375024795532,0.26124298572540283,0.31678423285484314,0.4120737314224243,0.3572797477245331,0.1963426023721695,0.4239959120750427,0.129319965839386,0.2826717793941498,0.2433311939239502
a,0.3320399522781372,0.427140474319458,0.44397395849227905,0.2649520933628082,0.3783375024795532,1.0,0.3740714490413666,0.30069175362586975,0.427140474319458,0.3915780484676361,0.25255072116851807,0.45503583550453186,0.24232584238052368,0.2622493505477905,0.23916715383529663
heavy,0.19175288081169128,0.2612200081348419,0.24196875095367432,0.2336944192647934,0.2469382882118225,0.2832874059677124,0.3165464997291565,0.2811703085899353,0.2612200081348419,0.24925167858600616,0.20560835301876068,0.21586324274539948,0.19346311688423157,0.28194111585617065,0.16717074811458588
workload,0.4107888340950012,0.25833001732826233,0.33624744415283203,0.17594538629055023,0.31678423285484314,0.30069175362586975,0.21585558354854584,1.0000001192092896,0.25833001732826233,0.4119136333465576,0.5181290507316589,0.41638579964637756,0.20274442434310913,0.4048233926296234,0.3890828788280487
",",0.3087472915649414,1.0000001192092896,0.36674630641937256,0.31732821464538574,0.4120737314224243,0.427140474319458,0.2263888567686081,0.25833001732826233,1.0000001192092896,0.3139454126358032,0.24528558552265167,0.44245919585227966,0.25699102878570557,0.17927385866641998,0.31091248989105225
and,0.31309178471565247,0.6633074283599854,0.4716290831565857,0.3240981996059418,0.5477725267410278,0.3739250600337982,0.3404269814491272,0.3210570514202118,0.6633074283599854,0.3675691485404968,0.25385749340057373,0.48971283435821533,0.36260831356048584,0.20368480682373047,0.20544172823429108
inspections,0.2381020039319992,0.2626563608646393,0.24301618337631226,0.22212627530097961,0.2382221817970276,0.2757571041584015,0.17781364917755127,0.30926513671875,0.2626563608646393,0.2795955240726471,0.2583189904689789,0.31041860580444336,0.2168477326631546,0.20795078575611115,0.20446933805942535
.,0.3567904531955719,0.6812511086463928,0.475719153881073,0.2813032567501068,0.4446153938770294,0.50484299659729,0.2304532378911972,0.30920472741127014,0.6812511086463928,0.35783761739730835,0.26095086336135864,0.4645031690597534,0.18178865313529968,0.2121095210313797,0.4130953550338745
