,how,is,income,determined,in,a,market,with,variously,skilled,workers,?
in,0.2601168751716614,0.5394441485404968,0.1795814335346222,0.2656884789466858,1.0,0.539380669593811,0.27003997564315796,0.4080928862094879,0.2344929724931717,0.14989303052425385,0.2254374474287033,0.20430970191955566
this,0.45272302627563477,0.480927973985672,0.26293206214904785,0.3173256814479828,0.45205554366111755,0.5422310829162598,0.15831081569194794,0.36358317732810974,0.27259692549705505,0.20137947797775269,0.21470068395137787,0.3155723512172699
perspective,0.33803045749664307,0.25491687655448914,0.1806497424840927,0.2077939212322235,0.24436984956264496,0.31159722805023193,0.21128252148628235,0.2692391276359558,0.24572603404521942,0.21008214354515076,0.16097615659236908,0.20587648451328278
",",0.22659391164779663,0.4691906273365021,0.19703416526317596,0.20723886787891388,0.5201468467712402,0.427140474319458,0.2499394416809082,0.4120737314224243,0.29199784994125366,0.2190762609243393,0.17716385424137115,0.31091248989105225
wages,0.24659785628318787,0.11061973869800568,0.5553869605064392,0.2356889396905899,0.16484716534614563,0.19376714527606964,0.3084874153137207,0.14361517131328583,0.1605675369501114,0.3262777030467987,0.5291796326637268,0.19884631037712097
and,0.33647966384887695,0.3859752118587494,0.2518245577812195,0.2569243013858795,0.4954058527946472,0.3739250600337982,0.23057621717453003,0.5477725267410278,0.33778056502342224,0.29733091592788696,0.22632038593292236,0.20544172823429108
profits,0.2624630630016327,0.13074223697185516,0.4423035979270935,0.22445769608020782,0.15890081226825714,0.21061857044696808,0.40359988808631897,0.20709338784217834,0.1237686350941658,0.29620108008384705,0.3781868517398834,0.1589900553226471
are,0.311818927526474,0.5330929756164551,0.20486517250537872,0.238899365067482,0.3841303884983063,0.265255331993103,0.18948231637477875,0.38996943831443787,0.3772461414337158,0.21989527344703674,0.21967428922653198,0.24591213464736938
determined,0.3332277834415436,0.2253464162349701,0.24500134587287903,0.9999999403953552,0.2656884789466858,0.3001842796802521,0.1702570766210556,0.306266188621521,0.21352648735046387,0.2629382610321045,0.20832616090774536,0.19379007816314697
by,0.34370526671409607,0.3899846076965332,0.17474129796028137,0.30726534128189087,0.370934396982193,0.32094135880470276,0.09993520379066467,0.39731505513191223,0.27300864458084106,0.22590358555316925,0.1887902021408081,0.17966607213020325
the,0.33890387415885925,0.5823672413825989,0.23699946701526642,0.3632190227508545,0.6662389636039734,0.5829201340675354,0.2041238248348236,0.4223487675189972,0.27876922488212585,0.15767402946949005,0.23066683113574982,0.22068053483963013
marginal,0.1918887495994568,0.21869365870952606,0.3794001042842865,0.25949108600616455,0.20638422667980194,0.2602944076061249,0.3044475317001343,0.18997938930988312,0.16101062297821045,0.20532754063606262,0.2471834272146225,0.18376903235912323
value,0.2216653972864151,0.22550974786281586,0.3184899091720581,0.25760433077812195,0.12795600295066833,0.2328912615776062,0.2784377336502075,0.1380540281534195,0.1445475071668625,0.17125579714775085,0.15596358478069305,0.23920650780200958
added,0.237249955534935,0.21163742244243622,0.2154298573732376,0.25726979970932007,0.26384392380714417,0.2839798927307129,0.16865752637386322,0.3135547637939453,0.19234652817249298,0.18077713251113892,0.16109298169612885,0.2865637540817261
of,0.2480744868516922,0.4854315221309662,0.2581324577331543,0.3115927577018738,0.5696388483047485,0.5052502155303955,0.1694333702325821,0.41827285289764404,0.2394486963748932,0.19600097835063934,0.20827822387218475,0.1826142966747284
each,0.4183253347873688,0.2954041659832001,0.2694534361362457,0.347932368516922,0.30816060304641724,0.434999018907547,0.13038121163845062,0.4100050628185272,0.26121804118156433,0.21498222649097443,0.19554735720157623,0.21173812448978424
economic,0.22296547889709473,0.21102669835090637,0.408316433429718,0.24280287325382233,0.22027181088924408,0.2234611213207245,0.37238118052482605,0.21086382865905762,0.16578088700771332,0.1433217078447342,0.30854150652885437,0.1206481084227562
actor,0.1331339031457901,0.16468456387519836,0.15618585050106049,0.06957189738750458,0.1778985857963562,0.19491945207118988,0.08756141364574432,0.14182189106941223,0.12057141959667206,0.13940930366516113,0.09520738571882248,0.16922013461589813
(,0.1676948219537735,0.35393038392066956,0.1266181766986847,0.15593071281909943,0.3087427020072937,0.3206180930137634,0.11048517376184464,0.29503780603408813,0.1572192907333374,0.11202501505613327,0.11125283688306808,0.40561532974243164
worker,0.14722302556037903,0.2077437937259674,0.2803855240345001,0.13894116878509521,0.2317148894071579,0.3212657570838928,0.17580386996269226,0.1591632217168808,0.16531750559806824,0.2931092083454132,0.7420186996459961,0.1447860300540924
",",0.22659391164779663,0.4691906273365021,0.19703416526317596,0.20723886787891388,0.5201468467712402,0.427140474319458,0.2499394416809082,0.4120737314224243,0.29199784994125366,0.2190762609243393,0.17716385424137115,0.31091248989105225
capitalist/business,0.2691796123981476,0.24610896408557892,0.45046791434288025,0.22066281735897064,0.25714805722236633,0.2858723998069763,0.42374706268310547,0.2636297941207886,0.22568117082118988,0.3265106678009033,0.42560330033302307,0.24696026742458344
owner,0.07382692396640778,0.20626334846019745,0.18843139708042145,0.05183638259768486,0.21050013601779938,0.24004080891609192,0.21700914204120636,0.18321305513381958,0.08694911748170853,0.1840483844280243,0.23921145498752594,0.1461835652589798
",",0.22659391164779663,0.4691906273365021,0.19703416526317596,0.20723886787891388,0.5201468467712402,0.427140474319458,0.2499394416809082,0.4120737314224243,0.29199784994125366,0.2190762609243393,0.17716385424137115,0.31091248989105225
landlord,0.17627008259296417,0.17252886295318604,0.32851994037628174,0.09355704486370087,0.2119169384241104,0.20354753732681274,0.2788035273551941,0.1619413048028946,0.10071228444576263,0.1888563185930252,0.2956782281398773,0.11567245423793793
),0.17939934134483337,0.37732169032096863,0.12669844925403595,0.13410155475139618,0.3326910734176636,0.3640355169773102,0.10896787792444229,0.3069596290588379,0.16563980281352997,0.14690080285072327,0.1238962784409523,0.42300865054130554
.,0.3287222981452942,0.4569662809371948,0.26448529958724976,0.29949477314949036,0.5591574311256409,0.50484299659729,0.19660170376300812,0.4446153938770294,0.24296961724758148,0.1904321163892746,0.17509925365447998,0.4130953550338745
,how,is,income,determined,in,a,market,with,variously,skilled,workers,?
within,0.24755704402923584,0.30135563015937805,0.23654690384864807,0.3371582627296448,0.40576374530792236,0.3858051896095276,0.19836145639419556,0.2915107011795044,0.2840346395969391,0.08990591764450073,0.1693158894777298,0.1870293766260147
labor,0.2055332511663437,0.13817991316318512,0.28508612513542175,0.19760963320732117,0.1950610727071762,0.17354394495487213,0.22383908927440643,0.11488557606935501,0.13187725841999054,0.23401720821857452,0.5137044787406921,0.19386747479438782
income,0.24416807293891907,0.14559021592140198,1.0,0.24500134587287903,0.1795814335346222,0.2084353119134903,0.2921757400035858,0.19497792422771454,0.14177045226097107,0.2515839636325836,0.2732676565647125,0.14935168623924255
distribution,0.22151494026184082,0.2414398044347763,0.24441708624362946,0.24793806672096252,0.23537677526474,0.21514776349067688,0.24024322628974915,0.17537137866020203,0.1990707367658615,0.0562935546040535,0.1788649708032608,0.0929616317152977
is,0.22544461488723755,1.0,0.14559021592140198,0.2253464162349701,0.5394441485404968,0.658733606338501,0.2463478147983551,0.3250955045223236,0.19235555827617645,0.14615164697170258,0.16085883975028992,0.22961433231830597
due,0.19407185912132263,0.24065633118152618,0.1845283955335617,0.27071720361709595,0.2516716718673706,0.2190696746110916,0.20643161237239838,0.22345976531505585,0.14077097177505493,0.145497128367424,0.11186375468969345,0.10954997688531876
