,what,were,the,yuan,armies,too,weak,to,stop,?
uninterested,0.39263615012168884,0.21614237129688263,0.2172250896692276,0.13632149994373322,0.18064150214195251,0.37601178884506226,0.2160283476114273,0.2534410059452057,0.2764185070991516,0.3025064468383789
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.14850552380084991,0.23347583413124084,0.21702995896339417,0.19598926603794098,0.45010748505592346,0.20196323096752167,0.20430970191955566
administration,0.2483910471200943,0.19474460184574127,0.3083578944206238,0.23424610495567322,0.22649048268795013,0.1404528170824051,0.10979733616113663,0.2658160626888275,0.19212603569030762,0.14283715188503265
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.20958951115608215,0.2557220757007599,0.30976784229278564,0.26177045702934265,0.44245919585227966,0.24759207665920258,0.31091248989105225
they,0.4431931674480438,0.5580583214759827,0.49925389885902405,0.16464252769947052,0.30055537819862366,0.43016311526298523,0.27164769172668457,0.5452046394348145,0.3003634512424469,0.2753053903579712
were,0.22298263013362885,1.0000001192092896,0.3906462490558624,0.19657303392887115,0.310856431722641,0.2741518020629883,0.17686453461647034,0.31913647055625916,0.21839991211891174,0.17890112102031708
separated,0.18778635561466217,0.27522769570350647,0.27899038791656494,0.034823257476091385,0.141091987490654,0.2171955406665802,0.1604868769645691,0.2442285269498825,0.1644657552242279,0.0923643484711647
from,0.2737620174884796,0.29991888999938965,0.40150508284568787,0.09845740348100662,0.13947497308254242,0.20935598015785217,0.1680017113685608,0.4069952368736267,0.2531625032424927,0.19969791173934937
both,0.3361809551715851,0.4254525601863861,0.4931981563568115,0.10960843414068222,0.25589022040367126,0.29593372344970703,0.22555263340473175,0.3897709250450134,0.1903713196516037,0.19455738365650177
the,0.42745697498321533,0.3906462490558624,1.0,0.2548272907733917,0.33505764603614807,0.26985910534858704,0.19635674357414246,0.535392165184021,0.25771772861480713,0.22068053483963013
army,0.1698741316795349,0.2540908753871918,0.31011611223220825,0.20079098641872406,0.6871604323387146,0.19356998801231384,0.18468114733695984,0.22938482463359833,0.18817263841629028,0.180583193898201
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.22359056770801544,0.25451672077178955,0.36207282543182373,0.29467102885246277,0.48971283435821533,0.2426174432039261,0.20544172823429108
the,0.42745697498321533,0.3906462490558624,1.0,0.2548272907733917,0.33505764603614807,0.26985910534858704,0.19635674357414246,0.535392165184021,0.25771772861480713,0.22068053483963013
populace,0.23344634473323822,0.22294414043426514,0.25085875391960144,0.1444096714258194,0.3018564283847809,0.15986621379852295,0.20234128832817078,0.19627633690834045,0.17116867005825043,0.2383187860250473
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.20958951115608215,0.2557220757007599,0.30976784229278564,0.26177045702934265,0.44245919585227966,0.24759207665920258,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.22359056770801544,0.25451672077178955,0.36207282543182373,0.29467102885246277,0.48971283435821533,0.2426174432039261,0.20544172823429108
china,0.13832437992095947,0.2312094271183014,0.3110525608062744,0.5794417262077332,0.23592694103717804,0.16186858713626862,0.15146571397781372,0.1938052773475647,0.19374321401119232,0.18007943034172058
was,0.22111038863658905,0.590133786201477,0.48711544275283813,0.19482262432575226,0.2626568377017975,0.21435821056365967,0.16689521074295044,0.3636345863342285,0.1702059656381607,0.18412111699581146
torn,0.21371328830718994,0.26587361097335815,0.270181804895401,0.01575911045074463,0.12519772350788116,0.25408464670181274,0.1861272156238556,0.18432354927062988,0.22913582623004913,0.13564015924930573
by,0.2455483376979828,0.4406847059726715,0.4408751428127289,0.19831176102161407,0.2393488734960556,0.29126206040382385,0.17717988789081573,0.33534231781959534,0.25859901309013367,0.17966607213020325
dissension,0.3585538864135742,0.21610723435878754,0.2548251450061798,0.12602807581424713,0.22332167625427246,0.2535036504268646,0.2152998000383377,0.3157831132411957,0.22004400193691254,0.25822630524635315
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.22359056770801544,0.25451672077178955,0.36207282543182373,0.29467102885246277,0.48971283435821533,0.2426174432039261,0.20544172823429108
unrest,0.15532222390174866,0.21922685205936432,0.23773464560508728,0.18887807428836823,0.25194740295410156,0.16200749576091766,0.278117299079895,0.2516883909702301,0.27344855666160583,0.08488935232162476
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.17233723402023315,0.22485259175300598,0.34809815883636475,0.24743562936782837,0.4645031690597534,0.27782511711120605,0.4130953550338745
