,which,gas,makes,up,20.8,%,of,the,earth,'s,atmosphere,?
at,0.3286694884300232,0.21085567772388458,0.16751305758953094,0.26974549889564514,-0.02049391344189644,0.18534855544567108,0.42558613419532776,0.457212895154953,0.14618435502052307,-0.08481216430664062,0.20480015873908997,0.21978627145290375
standard,0.2850717306137085,0.2547464966773987,0.16960524022579193,0.24458684027194977,-0.0673941969871521,0.20794673264026642,0.2296806275844574,0.29008856415748596,0.15706965327262878,-0.011532524600625038,0.22867868840694427,0.17029257118701935
temperature,0.29479682445526123,0.3667996823787689,0.23973947763442993,0.1576869934797287,0.11103958636522293,0.23015688359737396,0.21649840474128723,0.27585095167160034,0.31570976972579956,0.029818275943398476,0.4585549831390381,0.2011885941028595
and,0.506277859210968,0.20214606821537018,0.34688496589660645,0.4032393991947174,-0.036184921860694885,0.24616369605064392,0.5116966962814331,0.5171257257461548,0.27524080872535706,0.06895173341035843,0.273572713136673,0.20544172823429108
pressure,0.30311983823776245,0.36503171920776367,0.264180451631546,0.2256598025560379,0.07237579673528671,0.18735159933567047,0.22627468407154083,0.28285476565361023,0.24812640249729156,0.024452058598399162,0.44366881251335144,0.142023503780365
",",0.3658004403114319,0.22298859059810638,0.2926395535469055,0.34193792939186096,-0.024493515491485596,0.22757403552532196,0.4946078956127167,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.26560261845588684,0.31091248989105225
two,0.4674137234687805,0.17728938162326813,0.1676483452320099,0.3142130374908447,-0.021781709045171738,0.18716132640838623,0.37726253271102905,0.43858039379119873,0.20804813504219055,0.038143858313560486,0.16501379013061523,0.19645625352859497
atoms,0.31537842750549316,0.37225592136383057,0.2651575803756714,0.2570245563983917,-0.04070030525326729,0.1612260937690735,0.20656298100948334,0.1997222602367401,0.3702807128429413,-0.013980841264128685,0.42656293511390686,0.17423541843891144
of,0.5011631846427917,0.21246914565563202,0.2927091419696808,0.32945773005485535,0.006427067331969738,0.19953428208827972,1.0,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.1981431096792221,0.1826142966747284
the,0.6521818041801453,0.2339978665113449,0.3029823303222656,0.38423117995262146,-0.03830062970519066,0.21490740776062012,0.733189046382904,1.0,0.2801888585090637,-0.01540423184633255,0.24429655075073242,0.22068053483963013
element,0.29724380373954773,0.20656202733516693,0.21519052982330322,0.17869918048381805,-0.0058719622902572155,0.19813963770866394,0.21102571487426758,0.2041647583246231,0.3188229203224182,-0.05279603600502014,0.2877955138683319,0.18393386900424957
bind,0.37505042552948,0.12875719368457794,0.2777891457080841,0.16102850437164307,0.04793843254446983,0.13783174753189087,0.23110318183898926,0.20701828598976135,0.17000073194503784,-0.05200056731700897,0.192178413271904,0.13327588140964508
to,0.5345056653022766,0.25276535749435425,0.35811367630958557,0.40375280380249023,-0.029620835557579994,0.18513022363185883,0.41548454761505127,0.535392165184021,0.2486501932144165,0.03782717138528824,0.24801792204380035,0.29463258385658264
form,0.4024239182472229,0.12130887806415558,0.2568514943122864,0.1420457363128662,-0.02745351567864418,0.18311791121959686,0.29600051045417786,0.29286009073257446,0.17146925628185272,0.07059726119041443,0.1448398381471634,0.1463010311126709
dioxygen,0.35948604345321655,0.47850146889686584,0.2613196074962616,0.3162558078765869,0.011890683323144913,0.2578609585762024,0.24121849238872528,0.2871758043766022,0.3657512366771698,0.02485703118145466,0.5220708250999451,0.18348100781440735
",",0.3658004403114319,0.22298859059810638,0.2926395535469055,0.34193792939186096,-0.024493515491485596,0.22757403552532196,0.4946078956127167,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.26560261845588684,0.31091248989105225
a,0.56894451379776,0.26485589146614075,0.3509295880794525,0.32523053884506226,-0.022346070036292076,0.17798779904842377,0.5052502155303955,0.5829201340675354,0.21121151745319366,0.04866964742541313,0.17583811283111572,0.23916715383529663
colorless,0.29230961203575134,0.4651234745979309,0.37710684537887573,0.18607208132743835,0.08912666141986847,0.26538440585136414,0.1939028948545456,0.17211997509002686,0.232687845826149,-0.015216168947517872,0.38804638385772705,0.2345704883337021
and,0.506277859210968,0.20214606821537018,0.34688496589660645,0.4032393991947174,-0.036184921860694885,0.24616369605064392,0.5116966962814331,0.5171257257461548,0.27524080872535706,0.06895173341035843,0.273572713136673,0.20544172823429108
odorless,0.2995413839817047,0.4544558823108673,0.32221078872680664,0.13982383906841278,0.022181201726198196,0.22941651940345764,0.21741369366645813,0.1671673059463501,0.22093161940574646,-0.015072017908096313,0.35833296179771423,0.20271171629428864
diatomic,0.3782135844230652,0.3491629362106323,0.2394431233406067,0.28331899642944336,-0.05269563943147659,0.10975872725248337,0.3097217381000519,0.2946808338165283,0.31545621156692505,-0.0335940383374691,0.3898460268974304,0.18782663345336914
gas,0.268431156873703,0.9999999403953552,0.2249089479446411,0.21110188961029053,0.05280416086316109,0.20096376538276672,0.21246914565563202,0.2339978665113449,0.2002556324005127,-0.01457519456744194,0.43605828285217285,0.1582372784614563
with,0.46403205394744873,0.17121677100658417,0.33933931589126587,0.38676461577415466,0.011684435419738293,0.16614031791687012,0.41827285289764404,0.4223487675189972,0.21692633628845215,-0.04624466598033905,0.19889026880264282,0.2433311939239502
the,0.6521818041801453,0.2339978665113449,0.3029823303222656,0.38423117995262146,-0.03830062970519066,0.21490740776062012,0.733189046382904,1.0,0.2801888585090637,-0.01540423184633255,0.24429655075073242,0.22068053483963013
formula,0.21222247183322906,0.20276227593421936,0.21921837329864502,0.04708298668265343,0.023434938862919807,0.1853611022233963,0.18542331457138062,0.19533312320709229,0.15840089321136475,0.07357185333967209,0.18485106527805328,0.16194304823875427
o,0.17921511828899384,0.17587880790233612,0.1378154158592224,0.12259213626384735,0.00990226212888956,0.1426420658826828,0.16054381430149078,0.19071193039417267,0.14211510121822357,0.10208595544099808,0.2092854529619217,0.23868927359580994
2,-0.044377245008945465,0.09000196307897568,-0.10342142730951309,-0.08510470390319824,-0.045917611569166183,-0.07901909202337265,-0.013777675107121468,-0.019434669986367226,-0.020212499424815178,0.10492397099733353,-0.024640195071697235,0.001977203879505396
.,0.45942068099975586,0.24812045693397522,0.265095978975296,0.351434588432312,-0.021868035197257996,0.29872366786003113,0.5352458953857422,0.5934505462646484,0.2542925775051117,-0.003708066651597619,0.202870711684227,0.4130953550338745
