,what,is,the,area,called,where,two,plates,move,apart,?
mid-ocean,0.24155840277671814,0.30578821897506714,0.3952862620353699,0.3074372410774231,0.2841755747795105,0.2789163887500763,0.26925861835479736,0.3053829073905945,0.25843846797943115,0.26417818665504456,0.13635580241680145
ridges,0.16133730113506317,0.19521719217300415,0.28202831745147705,0.24254928529262543,0.19786670804023743,0.18784505128860474,0.239783376455307,0.39471131563186646,0.216416135430336,0.26263168454170227,0.11517463624477386
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2664283812046051,0.26549121737480164,0.3149496018886566,0.35859420895576477,0.17598696053028107,0.25767531991004944,0.2889974117279053,0.31091248989105225
high,0.20466077327728271,0.2383800595998764,0.28034812211990356,0.15111616253852844,0.19024790823459625,0.26466572284698486,0.1789831668138504,0.12175987660884857,0.14641772210597992,0.16894149780273438,0.11137914657592773
regions,0.22129066288471222,0.28507089614868164,0.36158451437950134,0.39832112193107605,0.21324728429317474,0.25949499011039734,0.2407199591398239,0.2475786954164505,0.14843766391277313,0.17859290540218353,0.11608363687992096
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.20868615806102753,0.25462663173675537,0.37630224227905273,0.3205535411834717,0.18826749920845032,0.2874688506126404,0.27255526185035706,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.37834644317626953,0.489897221326828,0.5003893971443176,0.43858039379119873,0.2566349506378174,0.29817628860473633,0.28010323643684387,0.22068053483963013
seafloor,0.2143954187631607,0.23558688163757324,0.33544355630874634,0.35631534457206726,0.2673299014568329,0.34507063031196594,0.23378868401050568,0.41592419147491455,0.26868337392807007,0.2710040211677551,0.17226876318454742
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.3338260352611542,0.3857341706752777,0.9999999403953552,0.32765963673591614,0.21595808863639832,0.3954756259918213,0.2720300257205963,0.24793872237205505
hydrothermal,0.19837912917137146,0.25707951188087463,0.2695579528808594,0.31504055857658386,0.22601976990699768,0.2627871632575989,0.19121016561985016,0.29126405715942383,0.22407667338848114,0.21639718115329742,0.1761598289012909
vents,0.19372552633285522,0.27035143971443176,0.27288857102394104,0.17643721401691437,0.21890321373939514,0.24624215066432953,0.1433221846818924,0.30964502692222595,0.15175753831863403,0.2580077052116394,0.1194586232304573
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3044000566005707,0.3251761794090271,0.43859338760375977,0.4671151638031006,0.2465437352657318,0.2671177089214325,0.330744206905365,0.20544172823429108
volcanoes,0.20542682707309723,0.27510157227516174,0.26139745116233826,0.2631646990776062,0.13015054166316986,0.24900390207767487,0.2360946089029312,0.3327084481716156,0.20089928805828094,0.2648298740386963,0.1603207290172577
exist,0.3340267241001129,0.24373944103717804,0.3024537265300751,0.18345461785793304,0.2392100840806961,0.28153422474861145,0.2533417046070099,0.20883969962596893,0.22764605283737183,0.306437224149704,0.28923845291137695
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2664283812046051,0.26549121737480164,0.3149496018886566,0.35859420895576477,0.17598696053028107,0.25767531991004944,0.2889974117279053,0.31091248989105225
were,0.22298263013362885,0.29386836290359497,0.3906462490558624,0.2544567286968231,0.30364301800727844,0.2363632768392563,0.4493520259857178,0.1974671632051468,0.2055215984582901,0.2958734631538391,0.17890112102031708
explained,0.4148936867713928,0.22149337828159332,0.2738569974899292,0.07444096356630325,0.26181909441947937,0.27896547317504883,0.27003929018974304,0.14255160093307495,0.17341803014278412,0.27571901679039,0.31240519881248474
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2407972663640976,0.2827680706977844,0.35409465432167053,0.3029302954673767,0.12993218004703522,0.2628210484981537,0.1935769021511078,0.27043893933296204
divergent,0.2202123999595642,0.18266858160495758,0.23340418934822083,0.16462358832359314,0.20806166529655457,0.1556190848350525,0.295222669839859,0.33033227920532227,0.1826985627412796,0.2540648877620697,0.10548248887062073
boundaries,0.27773579955101013,0.22585651278495789,0.34339386224746704,0.4121263921260834,0.26626646518707275,0.25347715616226196,0.23878143727779388,0.3895336091518402,0.1770033836364746,0.27027180790901184,0.13039568066596985
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2664283812046051,0.26549121737480164,0.3149496018886566,0.35859420895576477,0.17598696053028107,0.25767531991004944,0.2889974117279053,0.31091248989105225
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.3338260352611542,0.3857341706752777,0.9999999403953552,0.32765963673591614,0.21595808863639832,0.3954756259918213,0.2720300257205963,0.24793872237205505
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.15958356857299805,0.3555888831615448,0.32765963673591614,1.0000001192092896,0.2421713024377823,0.25823381543159485,0.3873428702354431,0.19645625352859497
plates,0.18082769215106964,0.19400210678577423,0.2566349506378174,0.1412743628025055,0.22001619637012482,0.21595808863639832,0.2421713024377823,1.0000001192092896,0.21763695776462555,0.3356746733188629,0.15258446335792542
move,0.30861297249794006,0.2520518898963928,0.29817628860473633,0.18018484115600586,0.22207562625408173,0.3954756259918213,0.25823381543159485,0.21763695776462555,1.0,0.2056809961795807,0.24440962076187134
apart,0.3046720027923584,0.19060654938220978,0.28010323643684387,0.1449618935585022,0.27795860171318054,0.2720300257205963,0.3873428702354431,0.3356746733188629,0.2056809961795807,0.9999999403953552,0.11720603704452515
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2760866582393646,0.300344854593277,0.41390106081962585,0.3524959683418274,0.19715885818004608,0.31650546193122864,0.2438974529504776,0.4130953550338745
