,how,many,nfl,teams,have,finished,the,regular,season,with,one,loss,?
the,0.33890387415885925,0.4335206151008606,0.15305201709270477,0.3164927661418915,0.40389683842658997,0.2754973769187927,1.0,0.3214086890220642,0.2507155239582062,0.4223487675189972,0.5514441132545471,0.27898719906806946,0.22068053483963013
carolina,0.1482512354850769,0.12399670481681824,0.25462281703948975,0.2294551134109497,0.14125782251358032,0.12738505005836487,0.24749229848384857,0.14601212739944458,0.2196287363767624,0.1565731316804886,0.19012434780597687,0.1663605272769928,0.11847445368766785
panthers,0.1117783859372139,0.14744015038013458,0.4153780937194824,0.41004884243011475,0.2049359530210495,0.2405824065208435,0.2602776288986206,0.2117871195077896,0.3867887854576111,0.23276561498641968,0.227028489112854,0.1557447761297226,0.16608978807926178
became,0.10954522341489792,0.25642040371894836,0.1548083871603012,0.16736291348934174,0.16746708750724792,0.2149823009967804,0.36325156688690186,0.1131877601146698,0.22485962510108948,0.23679126799106598,0.3227209746837616,0.13987624645233154,0.11374033987522125
one,0.3213292360305786,0.4223630726337433,0.19273783266544342,0.30337628722190857,0.4507926106452942,0.24129511415958405,0.5514441132545471,0.3271937370300293,0.24332979321479797,0.3855307400226593,1.0000001192092896,0.23399928212165833,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.1524115800857544,0.27933305501937866,0.3802283704280853,0.19935797154903412,0.733189046382904,0.22916868329048157,0.1598338931798935,0.41827285289764404,0.4999135136604309,0.26357072591781616,0.1826142966747284
only,0.36590442061424255,0.4670507609844208,0.17798107862472534,0.2170780897140503,0.5199421048164368,0.25688743591308594,0.5497692227363586,0.34113046526908875,0.23518846929073334,0.367427259683609,0.5699372291564941,0.2601291537284851,0.2767370045185089
ten,0.26821833848953247,0.340677946805954,0.1857432723045349,0.22380289435386658,0.28732630610466003,0.23618003726005554,0.3256247341632843,0.2104959785938263,0.2591884732246399,0.24306315183639526,0.45943936705589294,0.10474836826324463,0.14471080899238586
teams,0.11085164546966553,0.1992911547422409,0.35639065504074097,1.0,0.27656877040863037,0.2884289622306824,0.3164927661418915,0.3347216546535492,0.44570213556289673,0.20248530805110931,0.30337628722190857,0.20257067680358887,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.1526731252670288,0.2634691894054413,0.4544740617275238,0.24378257989883423,0.535392165184021,0.30861178040504456,0.22382742166519165,0.4239959120750427,0.4025384783744812,0.2457711398601532,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.18029768764972687,0.27656877040863037,0.9999999403953552,0.17094801366329193,0.40389683842658997,0.3675557076931,0.20235268771648407,0.48046383261680603,0.4507926106452942,0.25157350301742554,0.32991164922714233
completed,0.2009071707725525,0.13555161654949188,0.2015712857246399,0.2166958600282669,0.16230647265911102,0.6142787337303162,0.29278936982154846,0.14213715493679047,0.19156087934970856,0.22860164940357208,0.23764380812644958,0.14793896675109863,0.08272653818130493
a,0.29312583804130554,0.2872205972671509,0.1210956797003746,0.21163642406463623,0.338716596364975,0.2583567202091217,0.5829201340675354,0.313107967376709,0.1855505406856537,0.3783375024795532,0.4910551905632019,0.20714472234249115,0.23916715383529663
regular,0.2358456701040268,0.31490984559059143,0.2313152551651001,0.3347216546535492,0.3675557076931,0.21908339858055115,0.3214086890220642,1.0,0.4002528786659241,0.3385944962501526,0.3271937370300293,0.27710217237472534,0.18334713578224182
season,0.13036081194877625,0.14251810312271118,0.3929455280303955,0.44570213556289673,0.20235268771648407,0.30780723690986633,0.2507155239582062,0.4002528786659241,1.0,0.26700887084007263,0.24332979321479797,0.1905544549226761,0.16793298721313477
with,0.3525622487068176,0.35744401812553406,0.18521657586097717,0.20248530805110931,0.48046383261680603,0.2654603123664856,0.4223487675189972,0.3385944962501526,0.26700887084007263,0.9999999403953552,0.3855307400226593,0.26421797275543213,0.2433311939239502
only,0.36590442061424255,0.4670507609844208,0.17798107862472534,0.2170780897140503,0.5199421048164368,0.25688743591308594,0.5497692227363586,0.34113046526908875,0.23518846929073334,0.367427259683609,0.5699372291564941,0.2601291537284851,0.2767370045185089
one,0.3213292360305786,0.4223630726337433,0.19273783266544342,0.30337628722190857,0.4507926106452942,0.24129511415958405,0.5514441132545471,0.3271937370300293,0.24332979321479797,0.3855307400226593,1.0000001192092896,0.23399928212165833,0.2673267424106598
loss,0.2624443769454956,0.1755927950143814,0.1628478318452835,0.20257067680358887,0.25157350301742554,0.18153013288974762,0.27898719906806946,0.27710217237472534,0.1905544549226761,0.26421797275543213,0.23399928212165833,0.9999999403953552,0.1312553584575653
",",0.22659391164779663,0.40610817074775696,0.18939071893692017,0.22220629453659058,0.3541618287563324,0.2894314229488373,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.4120737314224243,0.3696635365486145,0.23328691720962524,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2080700695514679,0.2197335660457611,0.4711785912513733,0.22604867815971375,0.5171257257461548,0.3054477870464325,0.2369309365749359,0.5477725267410278,0.42438167333602905,0.20191490650177002,0.20544172823429108
one,0.3213292360305786,0.4223630726337433,0.19273783266544342,0.30337628722190857,0.4507926106452942,0.24129511415958405,0.5514441132545471,0.3271937370300293,0.24332979321479797,0.3855307400226593,1.0000001192092896,0.23399928212165833,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.1524115800857544,0.27933305501937866,0.3802283704280853,0.19935797154903412,0.733189046382904,0.22916868329048157,0.1598338931798935,0.41827285289764404,0.4999135136604309,0.26357072591781616,0.1826142966747284
only,0.36590442061424255,0.4670507609844208,0.17798107862472534,0.2170780897140503,0.5199421048164368,0.25688743591308594,0.5497692227363586,0.34113046526908875,0.23518846929073334,0.367427259683609,0.5699372291564941,0.2601291537284851,0.2767370045185089
