,the,roots,miniseries,was,based,on,a,novel,by,what,author,?
for,0.4739971458911896,0.19278600811958313,0.31144559383392334,0.3863949179649353,0.2761107087135315,0.36199691891670227,0.44038116931915283,0.16515880823135376,0.3248702883720398,0.3017193675041199,0.24170896410942078,0.264628142118454
its,0.559237003326416,0.26210060715675354,0.1415599137544632,0.3518870174884796,0.23942553997039795,0.34331920742988586,0.4424409866333008,0.19870054721832275,0.24398943781852722,0.30393704771995544,0.16134437918663025,0.15103481709957123
part,0.527681291103363,0.2503538429737091,0.2186671942472458,0.3407018780708313,0.24656914174556732,0.3598494827747345,0.3994528353214264,0.15823033452033997,0.28271573781967163,0.3476244807243347,0.14059244096279144,0.08557961881160736
",",0.4933079481124878,0.24235887825489044,0.23109018802642822,0.45456063747406006,0.27976205945014954,0.49057599902153015,0.427140474319458,0.20844466984272003,0.3680937886238098,0.3087472915649414,0.3292938470840454,0.31091248989105225
the,1.0,0.2583441734313965,0.2421441376209259,0.48711544275283813,0.29860720038414,0.5107308030128479,0.5829201340675354,0.2359684407711029,0.4408751428127289,0.42745697498321533,0.199458509683609,0.22068053483963013
television,0.24569597840309143,0.15058469772338867,0.5322792530059814,0.2516675293445587,0.2220064401626587,0.2825660705566406,0.22552843391895294,0.26881143450737,0.23368048667907715,0.19838058948516846,0.34179869294166565,0.16825827956199646
network,0.27187061309814453,0.19614697992801666,0.26037919521331787,0.1994880586862564,0.18581447005271912,0.30190837383270264,0.17299489676952362,0.1014796569943428,0.214903324842453,0.16917307674884796,0.15462800860404968,0.17853789031505585
produced,0.22045251727104187,0.11292863637208939,0.23765385150909424,0.28463777899742126,0.32537955045700073,0.18712371587753296,0.21993228793144226,0.2148435264825821,0.4647648334503174,0.1393624097108841,0.12054187059402466,0.1623450517654419
a,0.5829201340675354,0.20745879411697388,0.22260276973247528,0.4508470594882965,0.2977409064769745,0.3848365545272827,1.0,0.20025339722633362,0.32094135880470276,0.3320399522781372,0.2428053617477417,0.23916715383529663
few,0.34660017490386963,0.13402262330055237,0.20753715932369232,0.21633684635162354,0.12443521618843079,0.3005446493625641,0.2765968441963196,0.11889789253473282,0.24547836184501648,0.2780759632587433,0.10550906509160995,0.2334265559911728
new,0.3845241069793701,0.17260171473026276,0.17441922426223755,0.2748313844203949,0.20658165216445923,0.31106263399124146,0.3214259147644043,0.09138517826795578,0.25394493341445923,0.2130378633737564,0.15388013422489166,0.14782847464084625
hits,0.2569194734096527,0.108606718480587,0.08017486333847046,0.1653698831796646,0.08301076292991638,0.3215614855289459,0.2812737226486206,0.12068867683410645,0.18624663352966309,0.22194896638393402,0.15269048511981964,0.18031644821166992
during,0.4838213622570038,0.16193825006484985,0.25948575139045715,0.4470829963684082,0.14885522425174713,0.3347817361354828,0.30341604351997375,0.19447961449623108,0.3220438063144684,0.24137552082538605,0.17229560017585754,0.1325719803571701
1977,0.06613131612539291,0.01837780512869358,0.0474744513630867,0.047073230147361755,-0.045707352459430695,0.0667693018913269,-0.0047835963778197765,0.0009981225011870265,0.053548846393823624,-0.14419497549533844,-0.057863499969244,-0.059247612953186035
:,-0.03403344005346298,-0.041943278163671494,-0.02258620224893093,0.002802103292196989,-0.08668164163827896,-0.06502202153205872,-0.0007584693375974894,-0.09863673150539398,-0.11676844954490662,-0.12022944539785385,-0.03787759691476822,-0.07156077772378922
january,0.2467057853937149,0.06227881833910942,0.22892914712429047,0.3933098316192627,0.20843076705932617,0.3576357066631317,0.24193190038204193,0.11164604127407074,0.16497471928596497,0.19257698953151703,0.28489211201667786,0.28608936071395874
saw,0.318278044462204,0.09943640977144241,0.21907678246498108,0.42132335901260376,0.18967586755752563,0.2870093584060669,0.2244260609149933,0.1952097862958908,0.26498138904571533,0.24788837134838104,0.17212212085723877,0.14690998196601868
the,1.0,0.2583441734313965,0.2421441376209259,0.48711544275283813,0.29860720038414,0.5107308030128479,0.5829201340675354,0.2359684407711029,0.4408751428127289,0.42745697498321533,0.199458509683609,0.22068053483963013
premiere,0.26663899421691895,0.0922921746969223,0.32538825273513794,0.28039491176605225,0.26470527052879333,0.3152945041656494,0.15134891867637634,0.21564127504825592,0.19839760661125183,0.14961349964141846,0.09484359622001648,0.1942042112350464
of,0.733189046382904,0.19995063543319702,0.2100723385810852,0.4069072902202606,0.3033197224140167,0.3966929316520691,0.5052502155303955,0.17949731647968292,0.3646814823150635,0.33290785551071167,0.18473520874977112,0.1826142966747284
roots,0.2583441734313965,1.0,0.22251644730567932,0.13453903794288635,0.20742855966091156,0.14052170515060425,0.20745879411697388,0.10135884582996368,0.15005692839622498,0.1585880070924759,0.1383030116558075,0.09478887915611267
",",0.4933079481124878,0.24235887825489044,0.23109018802642822,0.45456063747406006,0.27976205945014954,0.49057599902153015,0.427140474319458,0.20844466984272003,0.3680937886238098,0.3087472915649414,0.3292938470840454,0.31091248989105225
a,0.5829201340675354,0.20745879411697388,0.22260276973247528,0.4508470594882965,0.2977409064769745,0.3848365545272827,1.0,0.20025339722633362,0.32094135880470276,0.3320399522781372,0.2428053617477417,0.23916715383529663
miniseries,0.2421441376209259,0.22251644730567932,1.0,0.230083629488945,0.15177206695079803,0.1893150508403778,0.22260276973247528,0.3000488877296448,0.12075143307447433,0.1865549236536026,0.24201719462871552,0.23264551162719727
