,since,what,year,has,the,umc,been,exploring,a,possible,merger,with,three,historically,african-american,denominations,?
the,0.4054957628250122,0.42745697498321533,0.3609684407711029,0.4177538752555847,1.0,0.21262750029563904,0.3563927710056305,0.31520068645477295,0.5829201340675354,0.32701125741004944,0.2557354271411896,0.4223487675189972,0.43452659249305725,0.3502887785434723,0.3077481985092163,0.2641148269176483,0.22068053483963013
united,0.30522358417510986,0.20036718249320984,0.23911906778812408,0.17934498190879822,0.34367692470550537,0.1928277611732483,0.21903765201568604,0.20106054842472076,0.2732578217983246,0.15464776754379272,0.24640481173992157,0.19869105517864227,0.23162990808486938,0.2369740605354309,0.36140042543411255,0.2385065108537674,0.17266890406608582
methodist,0.14939144253730774,0.17637217044830322,0.1624906063079834,0.18049748241901398,0.21922016143798828,0.2650960683822632,0.16631530225276947,0.17239530384540558,0.24651029706001282,0.14088335633277893,0.2040582001209259,0.17456914484500885,0.16495272517204285,0.23109310865402222,0.347141295671463,0.4993211328983307,0.1436992734670639
church,0.22361385822296143,0.1944202184677124,0.17190417647361755,0.19444791972637177,0.23846197128295898,0.20494024455547333,0.19947001338005066,0.08431760966777802,0.19588641822338104,0.17747905850410461,0.1446998417377472,0.17961077392101288,0.14398030936717987,0.22033415734767914,0.17333847284317017,0.5043687224388123,0.18081501126289368
has,0.5216675996780396,0.20338068902492523,0.2526876926422119,1.0,0.4177538752555847,0.18818236887454987,0.6162750124931335,0.16381897032260895,0.4670248031616211,0.20224857330322266,0.1918611079454422,0.44092974066734314,0.3388388752937317,0.24491237103939056,0.1906978338956833,0.2239116132259369,0.15994466841220856
since,1.0000001192092896,0.29783400893211365,0.31512683629989624,0.5216675996780396,0.4054957628250122,0.16333264112472534,0.6581953763961792,0.1483786553144455,0.3303585946559906,0.2171815186738968,0.2643253803253174,0.3120420575141907,0.29989439249038696,0.247440904378891,0.19972045719623566,0.23209182918071747,0.2876587212085724
1985,0.05475963279604912,0.07759413868188858,0.0003617732145357877,0.08296357095241547,0.02310241386294365,0.10090991109609604,0.050957225263118744,0.23029902577400208,-0.020555194467306137,-0.0002984565799124539,0.1661621779203415,0.049015142023563385,-0.01683766208589077,0.08684422820806503,0.13842076063156128,0.040930598974227905,-0.03005216084420681
been,0.6581953763961792,0.2567804455757141,0.2560553550720215,0.6162750124931335,0.3563927710056305,0.18028809130191803,0.9999998807907104,0.22595569491386414,0.3315402865409851,0.230338454246521,0.17207111418247223,0.2804456949234009,0.32707178592681885,0.28588947653770447,0.18708479404449463,0.24452142417430878,0.24354910850524902
exploring,0.1483786553144455,0.2968948781490326,0.0966678038239479,0.16381897032260895,0.31520068645477295,0.06867600977420807,0.22595569491386414,0.9999998807907104,0.24707737565040588,0.26325753331184387,0.14695961773395538,0.21381978690624237,0.15760117769241333,0.1848260760307312,0.23326151072978973,0.1002839058637619,0.10614464432001114
a,0.3303585946559906,0.3320399522781372,0.29350247979164124,0.4670248031616211,0.5829201340675354,0.19728222489356995,0.3315402865409851,0.24707737565040588,1.0,0.3421713411808014,0.20794767141342163,0.3783375024795532,0.3025658130645752,0.2671760320663452,0.24385498464107513,0.24087068438529968,0.23916715383529663
possible,0.2171815186738968,0.3281886577606201,0.1680576652288437,0.20224857330322266,0.32701125741004944,0.13382531702518463,0.230338454246521,0.26325753331184387,0.3421713411808014,1.0,0.13142423331737518,0.2800780236721039,0.19884894788265228,0.20458054542541504,0.18445485830307007,0.19589659571647644,0.3059970438480377
merger,0.2643253803253174,0.15280666947364807,0.13849708437919617,0.1918611079454422,0.2557354271411896,0.2492474615573883,0.17207111418247223,0.14695961773395538,0.20794767141342163,0.13142423331737518,1.0000001192092896,0.19741658866405487,0.15560537576675415,0.15129327774047852,0.16038526594638824,0.29486164450645447,0.1345871090888977
with,0.3120420575141907,0.2464839518070221,0.3220449686050415,0.44092974066734314,0.4223487675189972,0.11891178786754608,0.2804456949234009,0.21381978690624237,0.3783375024795532,0.2800780236721039,0.19741658866405487,0.9999999403953552,0.35964319109916687,0.21469725668430328,0.21585097908973694,0.20292353630065918,0.2433311939239502
three,0.29989439249038696,0.24888746440410614,0.2806354761123657,0.3388388752937317,0.43452659249305725,0.19294798374176025,0.32707178592681885,0.15760117769241333,0.3025658130645752,0.19884894788265228,0.15560537576675415,0.35964319109916687,1.0,0.22195233404636383,0.21033672988414764,0.20619942247867584,0.20928427577018738
historically,0.247440904378891,0.26125624775886536,0.1366090625524521,0.24491237103939056,0.3502887785434723,0.26839712262153625,0.28588947653770447,0.1848260760307312,0.2671760320663452,0.20458054542541504,0.15129327774047852,0.21469725668430328,0.22195233404636383,1.0000001192092896,0.27588769793510437,0.2516123950481415,0.10566957294940948
african-american,0.19972045719623566,0.20474658906459808,0.1982707679271698,0.1906978338956833,0.3077481985092163,0.2722298204898834,0.18708479404449463,0.23326151072978973,0.24385498464107513,0.18445485830307007,0.16038526594638824,0.21585097908973694,0.21033672988414764,0.27588769793510437,1.0,0.21771860122680664,0.21985267102718353
methodist,0.14939144253730774,0.17637217044830322,0.1624906063079834,0.18049748241901398,0.21922016143798828,0.2650960683822632,0.16631530225276947,0.17239530384540558,0.24651029706001282,0.14088335633277893,0.2040582001209259,0.17456914484500885,0.16495272517204285,0.23109310865402222,0.347141295671463,0.4993211328983307,0.1436992734670639
denominations,0.23209182918071747,0.24677009880542755,0.24005073308944702,0.2239116132259369,0.2641148269176483,0.35130107402801514,0.24452142417430878,0.1002839058637619,0.24087068438529968,0.19589659571647644,0.29486164450645447,0.20292353630065918,0.20619942247867584,0.2516123950481415,0.21771860122680664,0.9999998807907104,0.2765534520149231
:,0.04480839520692825,-0.12022944539785385,0.05222936347126961,-0.02031770534813404,-0.03403344005346298,-0.055556755512952805,-0.08304985612630844,-0.10259389877319336,-0.0007584693375974894,-0.12378542870283127,-0.0057443892583251,0.039687950164079666,0.07388566434383392,-0.05008672550320625,0.02059417963027954,-0.06543071568012238,-0.07156077772378922
the,0.4054957628250122,0.42745697498321533,0.3609684407711029,0.4177538752555847,1.0,0.21262750029563904,0.3563927710056305,0.31520068645477295,0.5829201340675354,0.32701125741004944,0.2557354271411896,0.4223487675189972,0.43452659249305725,0.3502887785434723,0.3077481985092163,0.2641148269176483,0.22068053483963013
african,0.1366267204284668,0.11136822402477264,0.11106296628713608,0.17663578689098358,0.23305515944957733,0.25326067209243774,0.13911446928977966,0.1715884655714035,0.17609646916389465,0.12431422621011734,0.0762612372636795,0.149913489818573,0.17506152391433716,0.21294370293617249,0.8729394674301147,0.1623709797859192,0.11862778663635254
methodist,0.14939144253730774,0.17637217044830322,0.1624906063079834,0.18049748241901398,0.21922016143798828,0.2650960683822632,0.16631530225276947,0.17239530384540558,0.24651029706001282,0.14088335633277893,0.2040582001209259,0.17456914484500885,0.16495272517204285,0.23109310865402222,0.347141295671463,0.4993211328983307,0.1436992734670639
episcopal,0.21283413469791412,0.2335733026266098,0.14064674079418182,0.1705457717180252,0.2631160318851471,0.25343456864356995,0.1823754757642746,0.16520459949970245,0.2234257608652115,0.06948822736740112,0.1691831797361374,0.12760615348815918,0.22496303915977478,0.20058418810367584,0.37174466252326965,0.4787602424621582,0.22619661688804626
church,0.22361385822296143,0.1944202184677124,0.17190417647361755,0.19444791972637177,0.23846197128295898,0.20494024455547333,0.19947001338005066,0.08431760966777802,0.19588641822338104,0.17747905850410461,0.1446998417377472,0.17961077392101288,0.14398030936717987,0.22033415734767914,0.17333847284317017,0.5043687224388123,0.18081501126289368
",",0.3991432189941406,0.3087472915649414,0.28560417890548706,0.3734780251979828,0.4933079481124878,0.1953766793012619,0.34873589873313904,0.24454542994499207,0.427140474319458,0.3032452464103699,0.25569602847099304,0.4120737314224243,0.3347506821155548,0.23128527402877808,0.30698278546333313,0.26991698145866394,0.31091248989105225
the,0.4054957628250122,0.42745697498321533,0.3609684407711029,0.4177538752555847,1.0,0.21262750029563904,0.3563927710056305,0.31520068645477295,0.5829201340675354,0.32701125741004944,0.2557354271411896,0.4223487675189972,0.43452659249305725,0.3502887785434723,0.3077481985092163,0.2641148269176483,0.22068053483963013
african,0.1366267204284668,0.11136822402477264,0.11106296628713608,0.17663578689098358,0.23305515944957733,0.25326067209243774,0.13911446928977966,0.1715884655714035,0.17609646916389465,0.12431422621011734,0.0762612372636795,0.149913489818573,0.17506152391433716,0.21294370293617249,0.8729394674301147,0.1623709797859192,0.11862778663635254
methodist,0.14939144253730774,0.17637217044830322,0.1624906063079834,0.18049748241901398,0.21922016143798828,0.2650960683822632,0.16631530225276947,0.17239530384540558,0.24651029706001282,0.14088335633277893,0.2040582001209259,0.17456914484500885,0.16495272517204285,0.23109310865402222,0.347141295671463,0.4993211328983307,0.1436992734670639
episcopal,0.21283413469791412,0.2335733026266098,0.14064674079418182,0.1705457717180252,0.2631160318851471,0.25343456864356995,0.1823754757642746,0.16520459949970245,0.2234257608652115,0.06948822736740112,0.1691831797361374,0.12760615348815918,0.22496303915977478,0.20058418810367584,0.37174466252326965,0.4787602424621582,0.22619661688804626
zion,0.16397950053215027,0.17719916999340057,0.1447368860244751,0.21231840550899506,0.2768973112106323,0.30492153763771057,0.1664687544107437,0.1732572317123413,0.23867151141166687,0.17488907277584076,0.17596720159053802,0.07399025559425354,0.1727447360754013,0.25613927841186523,0.1962469518184662,0.2769870162010193,0.18613699078559875
church,0.22361385822296143,0.1944202184677124,0.17190417647361755,0.19444791972637177,0.23846197128295898,0.20494024455547333,0.19947001338005066,0.08431760966777802,0.19588641822338104,0.17747905850410461,0.1446998417377472,0.17961077392101288,0.14398030936717987,0.22033415734767914,0.17333847284317017,0.5043687224388123,0.18081501126289368
",",0.3991432189941406,0.3087472915649414,0.28560417890548706,0.3734780251979828,0.4933079481124878,0.1953766793012619,0.34873589873313904,0.24454542994499207,0.427140474319458,0.3032452464103699,0.25569602847099304,0.4120737314224243,0.3347506821155548,0.23128527402877808,0.30698278546333313,0.26991698145866394,0.31091248989105225
and,0.3515571057796478,0.31309178471565247,0.2506658732891083,0.43716782331466675,0.5171257257461548,0.21982228755950928,0.3424558639526367,0.2750280201435089,0.3739250600337982,0.29339438676834106,0.16802267730236053,0.5477725267410278,0.3826501965522766,0.26152145862579346,0.3110719323158264,0.23364228010177612,0.20544172823429108
the,0.4054957628250122,0.42745697498321533,0.3609684407711029,0.4177538752555847,1.0,0.21262750029563904,0.3563927710056305,0.31520068645477295,0.5829201340675354,0.32701125741004944,0.2557354271411896,0.4223487675189972,0.43452659249305725,0.3502887785434723,0.3077481985092163,0.2641148269176483,0.22068053483963013
christian,0.20384414494037628,0.17849333584308624,0.21026846766471863,0.16839708387851715,0.19930796325206757,0.2972712516784668,0.14807775616645813,0.14841069281101227,0.1843954622745514,0.1992165446281433,0.1719483584165573,0.14147578179836273,0.15681293606758118,0.1770736277103424,0.25208479166030884,0.46460792422294617,0.1508396863937378
methodist,0.14939144253730774,0.17637217044830322,0.1624906063079834,0.18049748241901398,0.21922016143798828,0.2650960683822632,0.16631530225276947,0.17239530384540558,0.24651029706001282,0.14088335633277893,0.2040582001209259,0.17456914484500885,0.16495272517204285,0.23109310865402222,0.347141295671463,0.4993211328983307,0.1436992734670639
episcopal,0.21283413469791412,0.2335733026266098,0.14064674079418182,0.1705457717180252,0.2631160318851471,0.25343456864356995,0.1823754757642746,0.16520459949970245,0.2234257608652115,0.06948822736740112,0.1691831797361374,0.12760615348815918,0.22496303915977478,0.20058418810367584,0.37174466252326965,0.4787602424621582,0.22619661688804626
church,0.22361385822296143,0.1944202184677124,0.17190417647361755,0.19444791972637177,0.23846197128295898,0.20494024455547333,0.19947001338005066,0.08431760966777802,0.19588641822338104,0.17747905850410461,0.1446998417377472,0.17961077392101288,0.14398030936717987,0.22033415734767914,0.17333847284317017,0.5043687224388123,0.18081501126289368
.,0.431787371635437,0.3567904531955719,0.32538118958473206,0.4105546176433563,0.5934505462646484,0.23154163360595703,0.33645182847976685,0.2564774751663208,0.50484299659729,0.2935521602630615,0.23265978693962097,0.4446153938770294,0.34968629479408264,0.20293954014778137,0.31563103199005127,0.28767117857933044,0.4130953550338745
