,which,nfl,team,won,super,bowl,50,?
the,0.6521818041801453,0.15305201709270477,0.22564226388931274,0.29432493448257446,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
american,0.16603466868400574,0.22112266719341278,0.11424583196640015,0.2515941262245178,0.13530968129634857,0.16529959440231323,-0.01108962669968605,0.18877598643302917
football,0.18762435019016266,0.5028042793273926,0.5201307535171509,0.25430577993392944,0.295350581407547,0.3109349310398102,-0.06365623325109482,0.14957410097122192
conference,0.178037628531456,0.2704237997531891,0.27145183086395264,0.18283259868621826,0.20312196016311646,0.283403605222702,0.0753558799624443,0.11172781884670258
(,0.2589828372001648,0.18641139566898346,0.1808312088251114,0.25702881813049316,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
afc,0.17550261318683624,0.46848565340042114,0.40331706404685974,0.34282955527305603,0.37206512689590454,0.41199249029159546,0.07724300771951675,0.2026895433664322
),0.2758678197860718,0.17973150312900543,0.18319997191429138,0.255226194858551,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
champion,0.13563957810401917,0.3432503640651703,0.41956013441085815,0.4828086793422699,0.3463263213634491,0.34389644861221313,0.0722193643450737,0.14080514013767242
denver,0.12987183034420013,0.39768490195274353,0.18347741663455963,0.1950361430644989,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
broncos,0.22873279452323914,0.5295679569244385,0.32797038555145264,0.29654255509376526,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
defeated,0.1519288420677185,0.1932545304298401,0.2748386263847351,0.4306989014148712,0.22541621327400208,0.24224305152893066,0.06455407291650772,0.1413237303495407
the,0.6521818041801453,0.15305201709270477,0.22564226388931274,0.29432493448257446,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
national,0.28337109088897705,0.26918089389801025,0.379366934299469,0.24765413999557495,0.2390993982553482,0.2769610285758972,0.0077375201508402824,0.15643028914928436
football,0.18762435019016266,0.5028042793273926,0.5201307535171509,0.25430577993392944,0.295350581407547,0.3109349310398102,-0.06365623325109482,0.14957410097122192
conference,0.178037628531456,0.2704237997531891,0.27145183086395264,0.18283259868621826,0.20312196016311646,0.283403605222702,0.0753558799624443,0.11172781884670258
(,0.2589828372001648,0.18641139566898346,0.1808312088251114,0.25702881813049316,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
nfc,0.26508596539497375,0.6547905206680298,0.4356997609138489,0.30012038350105286,0.373574823141098,0.47588562965393066,0.017712999135255814,0.15073348581790924
),0.2758678197860718,0.17973150312900543,0.18319997191429138,0.255226194858551,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
champion,0.13563957810401917,0.3432503640651703,0.41956013441085815,0.4828086793422699,0.3463263213634491,0.34389644861221313,0.0722193643450737,0.14080514013767242
carolina,0.16939401626586914,0.25462281703948975,0.14482109248638153,0.1638120710849762,0.12624233961105347,0.2087959349155426,-0.029075996950268745,0.11847445368766785
panthers,0.2003214955329895,0.4153780937194824,0.333659291267395,0.26923418045043945,0.27118441462516785,0.34713199734687805,0.10408550500869751,0.16608978807926178
24–10,0.0026488325092941523,-0.0014166434993967414,-0.03587226942181587,0.11788803339004517,0.010416935198009014,0.08119672536849976,-0.010570821352303028,0.06738992035388947
to,0.5345056653022766,0.1526731252670288,0.23889471590518951,0.1945943981409073,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
earn,0.20343177020549774,0.19082143902778625,0.22281768918037415,0.3681291937828064,0.17858323454856873,0.1886933445930481,0.08751052618026733,0.20429526269435883
their,0.4582767188549042,0.14959773421287537,0.20038257539272308,0.1798611581325531,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
third,0.29048746824264526,0.15617160499095917,0.2141726166009903,0.28600990772247314,0.25203296542167664,0.16511911153793335,0.09091969579458237,0.15394791960716248
super,0.25759580731391907,0.319060355424881,0.23339706659317017,0.23658764362335205,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.23468568921089172,0.48354101181030273,0.20460736751556396,0.2380966693162918,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
title,0.22373083233833313,0.11530899256467819,0.1845584511756897,0.27001631259918213,0.22950704395771027,0.21912378072738647,0.0812186673283577,0.34551161527633667
