,other,than,t,cells,",",what,other,immune,cells,express,cyp27b1,?
other,0.9999999403953552,0.5105555653572083,0.23803606629371643,0.22227968275547028,0.4446498453617096,0.341873437166214,0.9999999403953552,0.23635786771774292,0.22227968275547028,0.15692134201526642,0.15154588222503662,0.24682199954986572
immune,0.23635786771774292,0.15439429879188538,0.24755755066871643,0.5300963521003723,0.15102852880954742,0.2410416603088379,0.23635786771774292,1.0,0.5300963521003723,0.05761483684182167,0.1878211796283722,0.16080476343631744
system,0.20899327099323273,0.19727610051631927,0.15903478860855103,0.29856014251708984,0.18439900875091553,0.23557309806346893,0.20899327099323273,0.3962631821632385,0.29856014251708984,0.183951735496521,0.15395109355449677,0.15556083619594574
cells,0.22227968275547028,0.1749618798494339,0.25527921319007874,1.0,0.20582014322280884,0.1758001297712326,0.22227968275547028,0.5300963521003723,1.0,0.14478369057178497,0.2176661342382431,0.1898086667060852
that,0.5570666193962097,0.4891277849674225,0.3801133632659912,0.2709589898586273,0.4137537479400635,0.6297725439071655,0.5570666193962097,0.30237793922424316,0.2709589898586273,0.19539867341518402,0.17706196010112762,0.32716336846351624
are,0.5932393670082092,0.39206281304359436,0.2180873155593872,0.2908284366130829,0.4062570035457611,0.29724663496017456,0.5932393670082092,0.23878547549247742,0.2908284366130829,0.16000790894031525,0.11707477271556854,0.24591213464736938
known,0.2199651598930359,0.21790020167827606,0.1093238890171051,0.14049942791461945,0.3604377806186676,0.20381177961826324,0.2199651598930359,0.14558014273643494,0.14049942791461945,0.16512475907802582,0.13836169242858887,0.18314571678638458
to,0.4193183183670044,0.3192550539970398,0.30417174100875854,0.26320719718933105,0.44245919585227966,0.455847829580307,0.4193183183670044,0.2541976273059845,0.26320719718933105,0.27052003145217896,0.13428495824337006,0.29463258385658264
express,0.15692134201526642,0.14575263857841492,0.13890774548053741,0.14478369057178497,0.22139392793178558,0.15058152377605438,0.15692134201526642,0.05761483684182167,0.14478369057178497,0.9999999403953552,0.014247206039726734,0.13246142864227295
cyp27b1,0.15154588222503662,0.025425519794225693,0.2476111799478531,0.2176661342382431,0.19510112702846527,0.1528617888689041,0.15154588222503662,0.1878211796283722,0.2176661342382431,0.014247206039726734,1.0,0.12401136755943298
and,0.5504306554794312,0.39361441135406494,0.25205641984939575,0.24033623933792114,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.14400269091129303,0.24033623933792114,0.18311074376106262,0.18345223367214203,0.20544172823429108
thus,0.3011740446090698,0.3583323061466217,0.23233254253864288,0.2601000964641571,0.3071325421333313,0.30745524168014526,0.3011740446090698,0.21014970541000366,0.2601000964641571,0.1536310911178589,0.1017158254981041,0.18769288063049316
activate,0.2982703447341919,0.18591073155403137,0.313746839761734,0.48294299840927124,0.20270974934101105,0.28199630975723267,0.2982703447341919,0.4506946802139282,0.48294299840927124,0.13875554502010345,0.1391974836587906,0.28971943259239197
vitamin,0.18888145685195923,0.1801869422197342,0.23067572712898254,0.39080262184143066,0.22316882014274597,0.12379113584756851,0.18888145685195923,0.3624272048473358,0.39080262184143066,0.05846371501684189,0.17639011144638062,0.18973398208618164
d,0.14837047457695007,0.11432752013206482,0.24372416734695435,0.11240726709365845,0.3832205832004547,0.13108977675437927,0.14837047457695007,0.057040609419345856,0.11240726709365845,0.07737579196691513,0.07196619361639023,0.1780570149421692
calcidiol,0.21097669005393982,0.2059071958065033,0.2439616173505783,0.46124351024627686,0.25293129682540894,0.2740780711174011,0.21097669005393982,0.3958410322666168,0.46124351024627686,0.05023350566625595,0.2063121646642685,0.27200591564178467
",",0.4446498453617096,0.3371901512145996,0.31002363562583923,0.20582014322280884,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.15102852880954742,0.20582014322280884,0.22139392793178558,0.19510112702846527,0.31091248989105225
are,0.5932393670082092,0.39206281304359436,0.2180873155593872,0.2908284366130829,0.4062570035457611,0.29724663496017456,0.5932393670082092,0.23878547549247742,0.2908284366130829,0.16000790894031525,0.11707477271556854,0.24591213464736938
dendritic,0.2757505774497986,0.15856318175792694,0.1951114535331726,0.5787720084190369,0.18923504650592804,0.21291865408420563,0.2757505774497986,0.518836498260498,0.5787720084190369,0.13537614047527313,0.22619204223155975,0.16278338432312012
cells,0.22227968275547028,0.1749618798494339,0.25527921319007874,1.0,0.20582014322280884,0.1758001297712326,0.22227968275547028,0.5300963521003723,1.0,0.14478369057178497,0.2176661342382431,0.1898086667060852
",",0.4446498453617096,0.3371901512145996,0.31002363562583923,0.20582014322280884,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.15102852880954742,0.20582014322280884,0.22139392793178558,0.19510112702846527,0.31091248989105225
keratinocytes,0.3583710491657257,0.28364452719688416,0.28411492705345154,0.7300928235054016,0.24827559292316437,0.23907434940338135,0.3583710491657257,0.5725608468055725,0.7300928235054016,0.15188337862491608,0.301092267036438,0.20447750389575958
and,0.5504306554794312,0.39361441135406494,0.25205641984939575,0.24033623933792114,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.14400269091129303,0.24033623933792114,0.18311074376106262,0.18345223367214203,0.20544172823429108
macrophages,0.28264671564102173,0.18378481268882751,0.2054365575313568,0.6527060270309448,0.19111043214797974,0.19924452900886536,0.28264671564102173,0.5312196612358093,0.6527060270309448,0.113742396235466,0.24891358613967896,0.1323275864124298
.,0.41511186957359314,0.3594527542591095,0.3410096764564514,0.2868211269378662,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.18267881870269775,0.2868211269378662,0.21891744434833527,0.1635589301586151,0.4130953550338745
