,what,probiotic,flora,is,found,in,unpasteurized,yogurt,?
there,0.35085538029670715,0.27455708384513855,0.08684747666120529,0.3904260993003845,0.34913212060928345,0.5361666083335876,0.2826245129108429,0.21926946938037872,0.29405656456947327
is,0.28837618231773376,0.22127385437488556,0.1863151341676712,1.0,0.3526395261287689,0.5394441485404968,0.24138756096363068,0.2457863986492157,0.22961433231830597
good,0.3916934132575989,0.29765212535858154,0.08537674695253372,0.24055646359920502,0.1931091845035553,0.2152448445558548,0.24295839667320251,0.2939251959323883,0.3187684714794159
evidence,0.33425694704055786,0.40050315856933594,0.20220856368541718,0.18936312198638916,0.35958874225616455,0.16157563030719757,0.3304183781147003,0.24442490935325623,0.24151235818862915
that,0.6297725439071655,0.35485953092575073,0.15628235042095184,0.3995479643344879,0.29063743352890015,0.435920387506485,0.3332482576370239,0.3014968931674957,0.32716336846351624
re-introduction,0.22026772797107697,0.2573642134666443,0.22929607331752777,0.194267138838768,0.1978776603937149,0.256239652633667,0.3001551032066345,0.2817082703113556,0.2511938810348511
of,0.33290785551071167,0.2751539647579193,0.21338418126106262,0.4854315221309662,0.2982911467552185,0.5696388483047485,0.24926985800266266,0.18694950640201569,0.1826142966747284
probiotic,0.2780015468597412,1.0,0.3313746750354767,0.22127385437488556,0.2973640561103821,0.2643083930015564,0.5300495624542236,0.2962799668312073,0.22813498973846436
flora,0.13238652050495148,0.3313746750354767,1.0000001192092896,0.1863151341676712,0.1878606677055359,0.17919102311134338,0.1712419092655182,0.18401558697223663,0.1372746229171753
",",0.3087472915649414,0.3005805015563965,0.29082822799682617,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.2202092558145523,0.3370955288410187,0.31091248989105225
such,0.23989605903625488,0.28634634613990784,0.11956426501274109,0.23545363545417786,0.22653555870056152,0.2704046070575714,0.3203814923763275,0.3483812212944031,0.17851735651493073
as,0.31749409437179565,0.274593710899353,0.170885369181633,0.43216490745544434,0.20543651282787323,0.3887844979763031,0.2637847065925598,0.291753888130188,0.27043893933296204
pure,0.19111844897270203,0.28529682755470276,0.05116032063961029,0.24182042479515076,0.18389344215393066,0.18685252964496613,0.3258115351200104,0.2917083501815796,0.06826777756214142
cultures,0.22179487347602844,0.3368087112903595,0.24881760776042938,0.2155856341123581,0.2504335939884186,0.2573188841342926,0.32722052931785583,0.40677687525749207,0.1482744663953781
of,0.33290785551071167,0.2751539647579193,0.21338418126106262,0.4854315221309662,0.2982911467552185,0.5696388483047485,0.24926985800266266,0.18694950640201569,0.1826142966747284
the,0.42745697498321533,0.2676568627357483,0.20268896222114563,0.5823672413825989,0.3452354073524475,0.6662389636039734,0.22129283845424652,0.23280158638954163,0.22068053483963013
lactobacilli,0.2210545390844345,0.6452984809875488,0.34355485439300537,0.22677266597747803,0.2631019949913025,0.2540460228919983,0.590772271156311,0.4465314745903015,0.19028325378894806
normally,0.30112072825431824,0.2185446321964264,0.11540012061595917,0.39886221289634705,0.1794447898864746,0.27602890133857727,0.3716459274291992,0.3112848997116089,0.20675471425056458
found,0.1796332150697708,0.2973640561103821,0.1878606677055359,0.3526395261287689,0.9999999403953552,0.39141854643821716,0.3301440179347992,0.22726620733737946,0.16790300607681274
in,0.30808621644973755,0.2643083930015564,0.17919102311134338,0.5394441485404968,0.39141854643821716,1.0,0.25003039836883545,0.19820021092891693,0.20430970191955566
unpasteurized,0.25579872727394104,0.5300495624542236,0.1712419092655182,0.24138756096363068,0.3301440179347992,0.25003039836883545,1.0,0.5531451106071472,0.18944405019283295
yogurt,0.2715398967266083,0.2962799668312073,0.18401558697223663,0.2457863986492157,0.22726620733737946,0.19820021092891693,0.5531451106071472,1.0,0.2210128903388977
",",0.3087472915649414,0.3005805015563965,0.29082822799682617,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.2202092558145523,0.3370955288410187,0.31091248989105225
helps,0.2570236623287201,0.28681835532188416,0.10695536434650421,0.27021104097366333,0.17248979210853577,0.19714516401290894,0.24927377700805664,0.2690870463848114,0.20885655283927917
restore,0.26890912652015686,0.24193544685840607,0.12478888034820557,0.18319952487945557,0.160362109541893,0.24718217551708221,0.21359898149967194,0.11180955916643143,0.22407253086566925
a,0.3320399522781372,0.26827189326286316,0.16544418036937714,0.658733606338501,0.2869448959827423,0.539380669593811,0.2517739534378052,0.26343798637390137,0.23916715383529663
healthy,0.2440870702266693,0.4598209261894226,0.1998479664325714,0.2148212492465973,0.2091861516237259,0.2363462895154953,0.4672658443450928,0.3425748348236084,0.15095935761928558
balance,0.25451838970184326,0.3010135293006897,0.021922213956713676,0.25354740023612976,0.1588030755519867,0.1693015992641449,0.21000249683856964,0.20374631881713867,0.2381676584482193
of,0.33290785551071167,0.2751539647579193,0.21338418126106262,0.4854315221309662,0.2982911467552185,0.5696388483047485,0.24926985800266266,0.18694950640201569,0.1826142966747284
microbial,0.18697287142276764,0.7388070821762085,0.33596816658973694,0.21848082542419434,0.3208591639995575,0.2542986571788788,0.5029084086418152,0.29678115248680115,0.11559499055147171
populations,0.19647875428199768,0.34735754132270813,0.2555961608886719,0.23993824422359467,0.21780632436275482,0.29535284638404846,0.34788429737091064,0.25805073976516724,0.17519071698188782
in,0.30808621644973755,0.2643083930015564,0.17919102311134338,0.5394441485404968,0.39141854643821716,1.0,0.25003039836883545,0.19820021092891693,0.20430970191955566
intestinal,0.20363806188106537,0.4863385260105133,0.29902514815330505,0.23188211023807526,0.19152557849884033,0.24327756464481354,0.503355860710144,0.33517032861709595,0.18538905680179596
infections,0.19013865292072296,0.5383780002593994,0.22445836663246155,0.22720740735530853,0.25649601221084595,0.2518177926540375,0.5278253555297852,0.3412879705429077,0.19163957238197327
in,0.30808621644973755,0.2643083930015564,0.17919102311134338,0.5394441485404968,0.39141854643821716,1.0,0.25003039836883545,0.19820021092891693,0.20430970191955566
children,0.22469459474086761,0.16505536437034607,0.19802075624465942,0.15495672821998596,0.12172359973192215,0.2065156251192093,0.20006461441516876,0.1994616836309433,0.21788206696510315
and,0.31309178471565247,0.2980269193649292,0.2078494280576706,0.3859752118587494,0.27978911995887756,0.4954058527946472,0.21339952945709229,0.3047748804092407,0.20544172823429108
encouraging,0.26924481987953186,0.3700382709503174,0.15971270203590393,0.1746276170015335,0.19250456988811493,0.24786950647830963,0.27825087308883667,0.2124960720539093,0.23532812297344208
preliminary,0.3009800612926483,0.28079044818878174,0.14917822182178497,0.1479693353176117,0.10393022745847702,0.23688168823719025,0.19036193192005157,0.09806036204099655,0.1416303664445877
data,0.23453554511070251,0.21070773899555206,0.09190648049116135,0.14289230108261108,0.14338871836662292,0.17588379979133606,0.2087734341621399,0.12255685776472092,0.17909851670265198
in,0.30808621644973755,0.2643083930015564,0.17919102311134338,0.5394441485404968,0.39141854643821716,1.0,0.25003039836883545,0.19820021092891693,0.20430970191955566
studies,0.18772079050540924,0.3692411482334137,0.2216830849647522,0.2583865225315094,0.26769936084747314,0.30442532896995544,0.26716315746307373,0.13119466602802277,0.1388726830482483
on,0.34226128458976746,0.22316104173660278,0.1686781942844391,0.3635730445384979,0.2337699830532074,0.46853652596473694,0.1424635797739029,0.20020714402198792,0.2714994251728058
bacterial,0.15751782059669495,0.6842076182365417,0.26998305320739746,0.19765795767307281,0.2576463520526886,0.22392700612545013,0.5415053963661194,0.33652594685554504,0.1303567886352539
gastroenteritis,0.22779062390327454,0.4965170919895172,0.2896662652492523,0.23318083584308624,0.27339473366737366,0.26415252685546875,0.5266072154045105,0.3398778736591339,0.2305823266506195
",",0.3087472915649414,0.3005805015563965,0.29082822799682617,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.2202092558145523,0.3370955288410187,0.31091248989105225
inflammatory,0.23803332448005676,0.4945995509624481,0.11868670582771301,0.20993128418922424,0.18986089527606964,0.17864444851875305,0.4725312292575836,0.23021434247493744,0.22783194482326508
bowel,0.19195164740085602,0.3526175022125244,0.17907580733299255,0.21777527034282684,0.16843637824058533,0.23544953763484955,0.3078349828720093,0.2551042139530182,0.21083183586597443
diseases,0.276649534702301,0.47076845169067383,0.24689981341362,0.18949109315872192,0.23231641948223114,0.22360654175281525,0.5225039124488831,0.323411762714386,0.1916700154542923
",",0.3087472915649414,0.3005805015563965,0.29082822799682617,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.2202092558145523,0.3370955288410187,0.31091248989105225
urinary,0.21333225071430206,0.4909731447696686,0.2392246127128601,0.21496428549289703,0.22207191586494446,0.2229442298412323,0.4715803265571594,0.35918137431144714,0.17810630798339844
tract,0.23493309319019318,0.3817853629589081,0.2382756620645523,0.1942809820175171,0.16167651116847992,0.1937946081161499,0.2677135169506073,0.2079356163740158,0.1459975689649582
infection,0.17579561471939087,0.5214704275131226,0.21022073924541473,0.23968450725078583,0.22246816754341125,0.2487044632434845,0.48146551847457886,0.2826254963874817,0.18650056421756744
and,0.31309178471565247,0.2980269193649292,0.2078494280576706,0.3859752118587494,0.27978911995887756,0.4954058527946472,0.21339952945709229,0.3047748804092407,0.20544172823429108
post-surgical,0.22939346730709076,0.36603572964668274,0.1420937329530716,0.20857328176498413,0.16490721702575684,0.21758614480495453,0.3841417133808136,0.2283114194869995,0.16354230046272278
infections,0.19013865292072296,0.5383780002593994,0.22445836663246155,0.22720740735530853,0.25649601221084595,0.2518177926540375,0.5278253555297852,0.3412879705429077,0.19163957238197327
.,0.3567904531955719,0.2838936746120453,0.26614508032798767,0.4569662809371948,0.3618174195289612,0.5591574311256409,0.24902009963989258,0.2504066824913025,0.4130953550338745
