,who,would,have,been,the,lowest-ranked,class,?
however,0.4020770490169525,0.5514755845069885,0.5919817090034485,0.4543949365615845,0.49814513325691223,0.3177168667316437,0.2279498428106308,0.2152075469493866
",",0.3365725874900818,0.32586824893951416,0.3541618287563324,0.34873589873313904,0.4933079481124878,0.28481152653694153,0.1753857135772705,0.31091248989105225
kublai,0.2874084413051605,0.2725629508495331,0.20064571499824524,0.1966647505760193,0.32886171340942383,0.2008187472820282,0.07505430281162262,0.14562560617923737
rejected,0.3072446286678314,0.3032532334327698,0.23449333012104034,0.28520193696022034,0.2610994279384613,0.22088608145713806,0.11026858538389206,0.20434792339801788
plans,0.22827716171741486,0.4360422194004059,0.211116760969162,0.28986412286758423,0.30240729451179504,0.10461483895778656,0.15607582032680511,0.13513131439685822
to,0.42656609416007996,0.5965728163719177,0.4544740617275238,0.34945759177207947,0.535392165184021,0.22881045937538147,0.18696844577789307,0.29463258385658264
revive,0.19698549807071686,0.2946849465370178,0.24978017807006836,0.22659747302532196,0.2896398603916168,0.07654459774494171,0.08168380707502365,0.1371011734008789
the,0.3733934462070465,0.4133751392364502,0.40389683842658997,0.3563927710056305,1.0,0.38303467631340027,0.18034407496452332,0.22068053483963013
confucian,0.2804688811302185,0.16823050379753113,0.22320452332496643,0.17907115817070007,0.2207656353712082,0.3046123683452606,0.20129570364952087,0.19014938175678253
imperial,0.11028370261192322,0.2137724906206131,0.12744081020355225,0.10836154967546463,0.3074202835559845,0.15228815376758575,0.19242826104164124,0.10900196433067322
examinations,0.19812601804733276,0.24730730056762695,0.3341289460659027,0.2600381672382355,0.2661936581134796,0.20041437447071075,0.17344167828559875,0.18493600189685822
and,0.41279885172843933,0.34921059012413025,0.4711785912513733,0.3424558639526367,0.5171257257461548,0.27475935220718384,0.20710228383541107,0.20544172823429108
divided,0.08990830183029175,0.18207520246505737,0.252825528383255,0.15158642828464508,0.34601110219955444,0.3155990540981293,0.10652127861976624,0.10190024226903915
yuan,0.20351146161556244,0.20998167991638184,0.16232050955295563,0.15848559141159058,0.2548272907733917,0.18381372094154358,0.07855384051799774,0.12871281802654266
society,0.2507454752922058,0.16268430650234222,0.18951740860939026,0.19822876155376434,0.2789285480976105,0.2098395824432373,0.2231724113225937,0.1373005360364914
into,0.16956904530525208,0.2832599878311157,0.3038242757320404,0.23746316134929657,0.39493247866630554,0.21437175571918488,0.16530726850032806,0.15662476420402527
three,0.2491552233695984,0.2433076798915863,0.3712083399295807,0.32707178592681885,0.43452659249305725,0.26187464594841003,0.08586940914392471,0.20928427577018738
",",0.3365725874900818,0.32586824893951416,0.3541618287563324,0.34873589873313904,0.4933079481124878,0.28481152653694153,0.1753857135772705,0.31091248989105225
later,0.35185644030570984,0.3580727279186249,0.3055685758590698,0.4086209535598755,0.4060266613960266,0.1723647564649582,0.14864027500152588,0.1417175978422165
four,0.1980169266462326,0.22496724128723145,0.3544043302536011,0.315487802028656,0.40344667434692383,0.28594037890434265,0.10618548840284348,0.14532537758350372
",",0.3365725874900818,0.32586824893951416,0.3541618287563324,0.34873589873313904,0.4933079481124878,0.28481152653694153,0.1753857135772705,0.31091248989105225
classes,0.1798713654279709,0.21430085599422455,0.28402143716812134,0.20570215582847595,0.21469499170780182,0.3047376573085785,0.7096753120422363,0.14397528767585754
with,0.3282766342163086,0.38372042775154114,0.48046383261680603,0.2804456949234009,0.4223487675189972,0.2287350296974182,0.17964689433574677,0.2433311939239502
the,0.3733934462070465,0.4133751392364502,0.40389683842658997,0.3563927710056305,1.0,0.38303467631340027,0.18034407496452332,0.22068053483963013
han,0.24822920560836792,0.16920918226242065,0.2184128612279892,0.15727165341377258,0.253618985414505,0.1578568071126938,0.11407658457756042,0.17129439115524292
chinese,0.2538459002971649,0.20118212699890137,0.24307501316070557,0.22737835347652435,0.2785343527793884,0.12086691707372665,0.16544924676418304,0.20843194425106049
occupying,0.22391673922538757,0.23780664801597595,0.21997547149658203,0.23253880441188812,0.3747284412384033,0.2642361521720886,0.07684055715799332,0.09100895375013351
the,0.3733934462070465,0.4133751392364502,0.40389683842658997,0.3563927710056305,1.0,0.38303467631340027,0.18034407496452332,0.22068053483963013
lowest,0.1419907659292221,0.19215092062950134,0.2187529057264328,0.13703495264053345,0.3453028202056885,0.7619113326072693,0.2007335126399994,0.11098209768533707
rank,0.19805653393268585,0.19804474711418152,0.1673853099346161,0.1406867802143097,0.2690342664718628,0.4036049246788025,0.3064260482788086,0.16137325763702393
.,0.3541337847709656,0.35067233443260193,0.41614407300949097,0.33645182847976685,0.5934505462646484,0.27272215485572815,0.24688394367694855,0.4130953550338745
