,when,was,the,umc,formed,?
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.11891178786754608,0.2785397171974182,0.2433311939239502
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.28813210129737854,0.22068053483963013
formation,0.2390158325433731,0.19543607532978058,0.33687281608581543,0.09208530932664871,0.46854957938194275,0.09831923991441727
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.18128293752670288,0.2871689796447754,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.28813210129737854,0.22068053483963013
united,0.2490900456905365,0.31727492809295654,0.34367692470550537,0.1928277611732483,0.22240480780601501,0.17266890406608582
methodist,0.16788707673549652,0.2711138129234314,0.21922016143798828,0.2650960683822632,0.18681548535823822,0.1436992734670639
church,0.20053261518478394,0.24960921704769135,0.23846197128295898,0.20494024455547333,0.13498081266880035,0.18081501126289368
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.15436193346977234,0.27325257658958435,0.20430970191955566
1968,-0.057309046387672424,0.07066072523593903,0.07431387901306152,-0.05871393531560898,-0.0472133494913578,-0.08543776720762253
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.1953766793012619,0.2636634409427643,0.31091248989105225
theologian,0.11564755439758301,0.2595475912094116,0.15342873334884644,0.16142623126506805,0.1499158889055252,0.1625964343547821
albert,0.21266065537929535,0.240865096449852,0.17599669098854065,0.08176200091838837,0.13958796858787537,0.15350762009620667
c.,-0.02989841066300869,-0.18139663338661194,-0.23451577126979828,-0.05427134409546852,-0.11738388985395432,0.019047532230615616
outler,0.1940128356218338,0.2896805703639984,0.2736940383911133,0.10764317214488983,0.2152683138847351,0.13881267607212067
led,0.2072276622056961,0.34443995356559753,0.3267505168914795,0.09207776933908463,0.29147762060165405,0.09273858368396759
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.28813210129737854,0.22068053483963013
team,0.19886156916618347,0.13986483216285706,0.22564226388931274,0.18650837242603302,0.1916610598564148,0.11243411153554916
which,0.572554349899292,0.2830964922904968,0.6521818041801453,0.22190320491790771,0.3024848401546478,0.25814583897590637
systematized,0.2620096206665039,0.24104361236095428,0.29279008507728577,0.15330632030963898,0.20961299538612366,0.17066960036754608
denominational,0.13082271814346313,0.16684307157993317,0.25837647914886475,0.3548395037651062,0.23825691640377045,0.2762451767921448
doctrine,0.15857559442520142,0.1871018409729004,0.23041051626205444,0.2649978995323181,0.16116046905517578,0.21789313852787018
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.23154163360595703,0.2737641930580139,0.4130953550338745
