,what,was,warsaw,'s,first,literary,cabaret,?
nearby,0.13611137866973877,0.21162067353725433,0.2316344529390335,-0.0832822248339653,0.17227809131145477,0.09850821644067764,0.1346191018819809,0.07977716624736786
",",0.3087472915649414,0.45456063747406006,0.25300899147987366,-0.0016132977325469255,0.34503069519996643,0.2613956928253174,0.26835551857948303,0.31091248989105225
in,0.30808621644973755,0.45514053106307983,0.22642600536346436,-0.037580832839012146,0.4127444326877594,0.20486970245838165,0.28513452410697937,0.20430970191955566
ogród,0.2250465601682663,0.05561339855194092,0.14780165255069733,0.05964113771915436,0.06980995833873749,0.09692752361297607,0.04510396718978882,0.21530838310718536
saski,0.1422128528356552,0.2526317834854126,0.4850556552410126,0.05886533111333847,0.15474507212638855,0.24528752267360687,0.14179255068302155,0.12796473503112793
(,0.2411840260028839,0.2980341613292694,0.1835584193468094,0.0012731997994706035,0.2450505793094635,0.12131837010383606,0.24507172405719757,0.40561532974243164
the,0.42745697498321533,0.48711544275283813,0.23137180507183075,-0.01540423184633255,0.49448907375335693,0.20471718907356262,0.21999342739582062,0.22068053483963013
saxon,0.19151967763900757,0.19406339526176453,0.19327090680599213,-0.04713846743106842,0.14593501389026642,0.17671075463294983,0.15963003039360046,0.14814330637454987
garden,0.20641201734542847,0.2112511396408081,0.1302855908870697,0.005806881468743086,0.19517093896865845,0.16824154555797577,0.2373327612876892,0.16720405220985413
),0.26259949803352356,0.3267642855644226,0.19817118346691132,0.021107977256178856,0.27228695154190063,0.15396767854690552,0.26286572217941284,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.25300899147987366,-0.0016132977325469255,0.34503069519996643,0.2613956928253174,0.26835551857948303,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.23137180507183075,-0.01540423184633255,0.49448907375335693,0.20471718907356262,0.21999342739582062,0.22068053483963013
summer,0.16213102638721466,0.22632931172847748,0.2052324265241623,-0.004993056878447533,0.23611345887184143,0.14848239719867706,0.3052729368209839,0.11625723540782928
theatre,0.12211663275957108,0.2824205458164215,0.26380211114883423,0.041160330176353455,0.22594355046749115,0.3027908205986023,0.4491404592990875,0.1159285232424736
was,0.22111038863658905,1.0000001192092896,0.2614976763725281,0.008974763564765453,0.5022147297859192,0.2289194017648697,0.2094697654247284,0.18412111699581146
in,0.30808621644973755,0.45514053106307983,0.22642600536346436,-0.037580832839012146,0.4127444326877594,0.20486970245838165,0.28513452410697937,0.20430970191955566
operation,0.22083862125873566,0.21184805035591125,0.22855103015899658,-0.003548906184732914,0.2236870378255844,0.10356801748275757,0.14205683767795563,0.12387953698635101
from,0.2737620174884796,0.31171464920043945,0.2396499514579773,-0.01936490088701248,0.23348960280418396,0.1443314105272293,0.13122721016407013,0.19969791173934937
1870,0.05560911446809769,-0.03705992177128792,0.04160689190030098,0.0822003111243248,0.0639370009303093,0.22078126668930054,0.1784525215625763,0.0628947839140892
to,0.455847829580307,0.3636345863342285,0.1953994333744049,0.03782717138528824,0.3792489171028137,0.1739240437746048,0.1340380758047104,0.29463258385658264
