,who,wrote,about,the,great,pestilence,in,1893,?
the,0.3733934462070465,0.2426944375038147,0.37995871901512146,1.0,0.2822027802467346,0.2956005036830902,0.6662389636039734,0.10564703494310379,0.22068053483963013
historian,0.2563178241252899,0.38129758834838867,0.22932299971580505,0.17690813541412354,0.17766070365905762,0.19908231496810913,0.18283288180828094,0.011829541996121407,0.14715451002120972
francis,0.26085689663887024,0.23890569806098938,0.15771472454071045,0.25598275661468506,0.11287690699100494,0.24623622000217438,0.23151563107967377,-0.03845260664820671,0.11903949081897736
aidan,0.2918941080570221,0.1781129539012909,0.16347530484199524,0.23652860522270203,0.20710144937038422,0.20787319540977478,0.2141767293214798,-0.013997393660247326,0.08199948072433472
gasquet,0.24247771501541138,0.12525485455989838,0.13621480762958527,0.25759053230285645,0.13593019545078278,0.27519842982292175,0.19707681238651276,0.06775573641061783,0.15371091663837433
wrote,0.2670581638813019,0.9999999403953552,0.3683466911315918,0.2426944375038147,0.2165263295173645,0.25536027550697327,0.2898900806903839,0.12656311690807343,0.19322504103183746
about,0.3477841317653656,0.3683466911315918,1.0,0.37995871901512146,0.2101561576128006,0.24086825549602509,0.39797019958496094,0.04777083545923233,0.302409827709198
the,0.3733934462070465,0.2426944375038147,0.37995871901512146,1.0,0.2822027802467346,0.2956005036830902,0.6662389636039734,0.10564703494310379,0.22068053483963013
'great,0.30900442600250244,0.2960489094257355,0.25865575671195984,0.2833038568496704,0.8741123676300049,0.24465878307819366,0.25376632809638977,0.1927235871553421,0.27658799290657043
pestilence,0.21367532014846802,0.25536027550697327,0.24086825549602509,0.2956005036830902,0.2144242823123932,1.0000001192092896,0.31540799140930176,0.095595583319664,0.1826978623867035
',0.22534559667110443,0.1832786351442337,0.2788675129413605,0.474788099527359,0.24414026737213135,0.21464020013809204,0.4158826768398285,0.10664946585893631,0.330942302942276
in,0.2792111933231354,0.2898900806903839,0.39797019958496094,0.6662389636039734,0.23348836600780487,0.31540799140930176,1.0,0.09158051759004593,0.20430970191955566
1893,0.1112329438328743,0.12656311690807343,0.04777083545923233,0.10564703494310379,0.20380893349647522,0.095595583319664,0.09158051759004593,1.0000001192092896,0.0544506311416626
and,0.41279885172843933,0.2975862920284271,0.3875081241130829,0.5171257257461548,0.2591964602470398,0.2637096643447876,0.4954058527946472,0.08839839696884155,0.20544172823429108
suggested,0.2721969485282898,0.2955467700958252,0.295116662979126,0.28443726897239685,0.24797701835632324,0.14532728493213654,0.23595884442329407,0.04623531550168991,0.2549840807914734
that,0.45444270968437195,0.27484676241874695,0.4500710964202881,0.5473989248275757,0.2783016562461853,0.25586754083633423,0.435920387506485,0.11332915723323822,0.32716336846351624
``,0.02397952415049076,0.0734158530831337,0.008102871477603912,0.029072100296616554,0.04700023680925369,0.04619131237268448,0.04765888676047325,0.029882220551371574,0.0685480609536171
it,0.2868398427963257,0.193796768784523,0.4291239380836487,0.6251175999641418,0.21287621557712555,0.3039250075817108,0.5130809545516968,0.1380942314863205,0.25732165575027466
would,0.3632977604866028,0.28666383028030396,0.2849528193473816,0.4133751392364502,0.22342120110988617,0.19066397845745087,0.30461156368255615,0.08243401348590851,0.37178951501846313
appear,0.229751855134964,0.1748056262731552,0.20557089149951935,0.3581200838088989,0.1358339637517929,0.14353732764720917,0.2517908811569214,0.13624705374240875,0.22635367512702942
to,0.42656609416007996,0.18888387084007263,0.391953706741333,0.535392165184021,0.1880372017621994,0.2028537392616272,0.45010748505592346,0.03315379098057747,0.29463258385658264
be,0.3371641933917999,0.18142859637737274,0.26362910866737366,0.4248143136501312,0.17040422558784485,0.2165522426366806,0.3481820821762085,0.10335833579301834,0.3324260413646698
some,0.3978389501571655,0.2973584532737732,0.42107653617858887,0.4566698372364044,0.25469303131103516,0.26159924268722534,0.4010399878025055,0.07651931047439575,0.2562315762042999
form,0.137381911277771,0.15332511067390442,0.13729865849018097,0.29286009073257446,0.17234405875205994,0.1260630339384079,0.2815987169742584,0.08940350264310837,0.1463010311126709
of,0.2827862501144409,0.30241408944129944,0.40939709544181824,0.733189046382904,0.3168134391307831,0.2697043716907501,0.5696388483047485,0.04443042352795601,0.1826142966747284
the,0.3733934462070465,0.2426944375038147,0.37995871901512146,1.0,0.2822027802467346,0.2956005036830902,0.6662389636039734,0.10564703494310379,0.22068053483963013
ordinary,0.2949758470058441,0.27782300114631653,0.2837289273738861,0.2741096615791321,0.1979047805070877,0.1813395470380783,0.2512589395046234,0.08490313589572906,0.22565332055091858
eastern,0.18017642199993134,0.08506029844284058,0.1675158143043518,0.3928247392177582,0.2764667272567749,0.22656220197677612,0.3306356370449066,0.14746376872062683,0.20060817897319794
or,0.31144875288009644,0.18582399189472198,0.3335071802139282,0.4174870550632477,0.17979808151721954,0.2390134632587433,0.3586423695087433,0.15474018454551697,0.32389625906944275
bubonic,0.2813127040863037,0.22118529677391052,0.2676021456718445,0.3366847634315491,0.29401707649230957,0.4618675708770752,0.3032926917076111,0.0654502660036087,0.21706949174404144
plague,0.22886906564235687,0.2673870027065277,0.2741866707801819,0.2537761330604553,0.2758181691169739,0.5076456665992737,0.2488756626844406,0.1108628585934639,0.11872942000627518
'',0.024401003494858742,0.019677795469760895,0.007750829216092825,0.041273195296525955,0.021797459572553635,-0.03449057415127754,0.07432962208986282,-0.023605626076459885,0.018684765323996544
.,0.3541337847709656,0.2480330765247345,0.42038556933403015,0.5934505462646484,0.2178412526845932,0.26857462525367737,0.5591574311256409,0.11349997669458389,0.4130953550338745
