,how,many,television,and,radio,channels,could,the,new,digital,service,carry,?
this,0.45272302627563477,0.43532639741897583,0.19965235888957977,0.42353692650794983,0.1597774624824524,0.22211992740631104,0.4042564332485199,0.6274310946464539,0.3234144449234009,0.1856827288866043,0.2517107129096985,0.25506195425987244,0.3155723512172699
was,0.16678167879581451,0.260356068611145,0.2516675293445587,0.3740963041782379,0.20381812751293182,0.11888814717531204,0.39896807074546814,0.48711544275283813,0.2748313844203949,0.14947694540023804,0.22689001262187958,0.1526157259941101,0.18412111699581146
subsequently,0.19233055412769318,0.2233906239271164,0.14661453664302826,0.2340357005596161,0.10597644746303558,0.1410486251115799,0.27823662757873535,0.2886511981487274,0.16569100320339203,0.10625983774662018,0.1869564652442932,0.122130386531353,0.005594457965344191
followed,0.22116149961948395,0.2190432846546173,0.19778981804847717,0.31943854689598083,0.13762298226356506,0.16843552887439728,0.17870503664016724,0.3567860722541809,0.11514970660209656,0.1588367372751236,0.16458961367607117,0.14959892630577087,0.20567169785499573
by,0.34370526671409607,0.3409687578678131,0.23368048667907715,0.4289871156215668,0.1833777278661728,0.2033657431602478,0.26333630084991455,0.4408751428127289,0.25394493341445923,0.17123854160308838,0.20538176596164703,0.14549952745437622,0.17966607213020325
more,0.4319567084312439,0.48608261346817017,0.14446625113487244,0.39880692958831787,0.1316288411617279,0.2420799285173416,0.4129549562931061,0.39758381247520447,0.3023035526275635,0.19834032654762268,0.19709178805351257,0.26330211758613586,0.27894994616508484
astra,0.124441958963871,0.10130208730697632,0.1683846265077591,0.07945377379655838,0.15399035811424255,0.13411109149456024,0.14027553796768188,0.15104183554649353,0.14107196033000946,0.20493097603321075,0.07831847667694092,0.18749624490737915,0.1366768777370453
satellites,0.1777649223804474,0.2062789350748062,0.290688693523407,0.194405198097229,0.38147178292274475,0.38004815578460693,0.2339811474084854,0.22091621160507202,0.1997692584991455,0.39914512634277344,0.290349543094635,0.2153945416212082,0.18280646204948425
as,0.33782753348350525,0.4070141911506653,0.25070273876190186,0.49487000703811646,0.18667691946029663,0.19637690484523773,0.32771480083465576,0.48381632566452026,0.24585270881652832,0.14300262928009033,0.21829554438591003,0.21199582517147064,0.27043893933296204
well,0.410734087228775,0.5438802242279053,0.27320417761802673,0.5258845686912537,0.27493467926979065,0.23655861616134644,0.34664231538772583,0.42630070447921753,0.22021858394145966,0.1727001667022705,0.13545310497283936,0.22354477643966675,0.24815571308135986
as,0.33782753348350525,0.4070141911506653,0.25070273876190186,0.49487000703811646,0.18667691946029663,0.19637690484523773,0.32771480083465576,0.48381632566452026,0.24585270881652832,0.14300262928009033,0.21829554438591003,0.21199582517147064,0.27043893933296204
eutelsat,0.155605748295784,0.25280508399009705,0.23575279116630554,0.27688008546829224,0.2586272954940796,0.3256133496761322,0.2435891032218933,0.3245493769645691,0.14429287612438202,0.21323756873607635,0.26678866147994995,0.3014964163303375,0.23538944125175476
's,-0.026164190843701363,0.01698932610452175,0.11021530628204346,0.06895173341035843,0.13450658321380615,0.09595498442649841,0.02905246801674366,-0.01540423184633255,-0.008355522528290749,0.14468993246555328,0.017307469621300697,0.016908660531044006,-0.023395681753754616
eurobird,0.172938734292984,0.23868748545646667,0.22782756388187408,0.24537591636180878,0.23451726138591766,0.1921560913324356,0.13608357310295105,0.2764689028263092,0.18458586931228638,0.18851320445537567,0.19579508900642395,0.2289588749408722,0.1959870308637619
1,-0.28593507409095764,-0.19133886694908142,-0.29706287384033203,-0.20516018569469452,-0.17234769463539124,-0.12000202387571335,-0.3140753209590912,-0.1554475575685501,-0.12179357558488846,-0.16289103031158447,-0.12019693851470947,-0.16684427857398987,-0.249979168176651
(,0.1676948219537735,0.1455259770154953,0.27449095249176025,0.4862271547317505,0.22948305308818817,0.19554564356803894,0.18447557091712952,0.33289089798927307,0.24608564376831055,0.1653749644756317,0.13752473890781403,0.1326606422662735,0.40561532974243164
now,0.2802366018295288,0.32994627952575684,0.17125928401947021,0.35309651494026184,0.14987055957317352,0.22069025039672852,0.2929519712924957,0.38266420364379883,0.31683605909347534,0.18364684283733368,0.2026185840368271,0.11501526087522507,0.29641881585121155
eutelsat,0.155605748295784,0.25280508399009705,0.23575279116630554,0.27688008546829224,0.2586272954940796,0.3256133496761322,0.2435891032218933,0.3245493769645691,0.14429287612438202,0.21323756873607635,0.26678866147994995,0.3014964163303375,0.23538944125175476
33c,0.0977671667933464,0.09681495279073715,-0.019901104271411896,0.05597918480634689,-0.08398321270942688,-0.1139361560344696,0.1426815539598465,0.11092408746480942,0.004251380916684866,0.005836314056068659,-0.0681924968957901,-0.035191260278224945,0.10105030983686447
),0.17939934134483337,0.16602720320224762,0.27724143862724304,0.4961937665939331,0.21417279541492462,0.209791898727417,0.19699417054653168,0.3456730246543884,0.253329336643219,0.17788442969322205,0.17408718168735504,0.1394006609916687,0.42300865054130554
at,0.2154216170310974,0.2716965675354004,0.14763522148132324,0.3571503460407257,0.20139797031879425,0.0931520164012909,0.25692954659461975,0.457212895154953,0.1898733228445053,0.19604487717151642,0.2093784511089325,0.12196363508701324,0.21978627145290375
