,when,did,bskyb,first,announce,their,target,goal,?
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.49448907375335693,0.2190934419631958,0.516537070274353,0.25054478645324707,0.2443244755268097,0.22068053483963013
target,0.2709612548351288,0.14624325931072235,0.1496441513299942,0.181244894862175,0.21519584953784943,0.28372424840927124,0.9999999403953552,0.27771294116973877,0.24974246323108673
was,0.37326499819755554,0.41399896144866943,0.21192802488803864,0.5022147297859192,0.21663983166217804,0.2396296262741089,0.10821832716464996,0.18331198394298553,0.18412111699581146
first,0.4282494783401489,0.33691170811653137,0.17997686564922333,1.0,0.22151458263397217,0.26809096336364746,0.181244894862175,0.19681259989738464,0.18701928853988647
announced,0.15404565632343292,0.2690480351448059,0.15416163206100464,0.25270816683769226,0.8293300867080688,0.17570553719997406,0.12873588502407074,0.14539459347724915,0.17416009306907654
in,0.4431333839893341,0.2593238651752472,0.22606848180294037,0.4127444326877594,0.20262889564037323,0.34976133704185486,0.1404450386762619,0.2241991013288498,0.20430970191955566
august,0.2603156566619873,0.26378265023231506,0.22811055183410645,0.2823166251182556,0.18575361371040344,0.09493408352136612,0.11802127212285995,0.14480189979076385,0.3006744682788849
2004,-0.2735671103000641,-0.11159943789243698,-0.017617247998714447,-0.03264905884861946,-0.03396160155534744,-0.14676374197006226,-0.1731729805469513,-0.14282174408435822,-0.15923042595386505
",",0.36674630641937256,0.3015086054801941,0.2852807641029358,0.34503069519996643,0.19437241554260254,0.3045167922973633,0.19288919866085052,0.2145523726940155,0.31091248989105225
since,0.42774689197540283,0.27613121271133423,0.18649324774742126,0.42581459879875183,0.31999826431274414,0.2668287754058838,0.2023041695356369,0.14973147213459015,0.2876587212085724
then,0.6026323437690735,0.303744375705719,0.16937506198883057,0.38077428936958313,0.1964876651763916,0.33413124084472656,0.27118006348609924,0.15350303053855896,0.2884598970413208
an,0.33026179671287537,0.22598257660865784,0.1599401980638504,0.29757723212242126,0.1258845031261444,0.19624626636505127,0.1860780566930771,0.16866573691368103,0.19793890416622162
additional,0.15809136629104614,0.20902137458324432,0.18609429895877838,0.1945257931947708,0.12418655306100845,0.22152957320213318,0.19084911048412323,0.16560512781143188,0.24309562146663666
2.4m,0.13818566501140594,0.07815144211053848,0.3918721377849579,0.12759272754192352,0.13896365463733673,0.12603700160980225,0.16301535069942474,0.11266154795885086,0.2164572775363922
customers,0.18469516932964325,0.2711557447910309,0.16798615455627441,0.1745358556509018,0.23066483438014984,0.36871853470802307,0.22559723258018494,0.15240773558616638,0.203953355550766
had,0.37526828050613403,0.540525496006012,0.14911578595638275,0.3379828929901123,0.31190580129623413,0.4145275354385376,0.12925851345062256,0.17518562078475952,0.20728366076946259
subscribed,0.1472686231136322,0.19017207622528076,0.2651829123497009,0.22152556478977203,0.2656981945037842,0.25055524706840515,0.23257051408290863,0.11151351034641266,0.2657614052295685
to,0.5423505902290344,0.4452643394470215,0.16040074825286865,0.3792489171028137,0.2422245293855667,0.44619059562683105,0.275001585483551,0.37094977498054504,0.29463258385658264
bskyb,0.14459176361560822,0.15346096456050873,1.0000001192092896,0.17997686564922333,0.13137052953243256,0.12142784148454666,0.1496441513299942,0.10911039263010025,0.2979319989681244
's,-0.03368149697780609,0.05069678649306297,0.046084970235824585,-0.014458609744906425,-0.10360974818468094,-0.005530759692192078,0.0013005789369344711,0.0441170372068882,-0.023395681753754616
direct-to-home,0.28438305854797363,0.3020919859409332,0.2806341350078583,0.30923816561698914,0.21707026660442352,0.22797705233097076,0.29176297783851624,0.30417299270629883,0.21956360340118408
service,0.23540960252285004,0.14130860567092896,0.1887708604335785,0.23815037310123444,0.1825212985277176,0.1622014343738556,0.11227432638406754,0.1413523107767105,0.1676298975944519
.,0.475719153881073,0.35288307070732117,0.2844841778278351,0.4345304071903229,0.16922476887702942,0.34427863359451294,0.24514639377593994,0.19919876754283905,0.4130953550338745
