,who,developed,the,same,technology,as,baran
starting,0.18984614312648773,0.22349713742733002,0.37272053956985474,0.31852129101753235,0.16796670854091644,0.29429730772972107,0.04551410302519798
in,0.2792111933231354,0.2498214840888977,0.6662389636039734,0.3692481815814972,0.24215441942214966,0.3887844979763031,0.20557019114494324
1965,0.1256352663040161,-0.03459545597434044,0.09033208340406418,0.20817522704601288,-0.05692487582564354,0.10019949078559875,0.03192862495779991
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.3207721710205078,0.2817870080471039,0.48816442489624023,0.25993672013282776
donald,0.21757657825946808,0.10923654586076736,0.23587575554847717,0.2255156934261322,0.11787784099578857,0.19549861550331116,0.24370077252388
davies,0.24405889213085175,0.15504279732704163,0.22865624725818634,0.16539499163627625,0.12793821096420288,0.26569676399230957,0.20312805473804474
at,0.22096660733222961,0.1761963814496994,0.457212895154953,0.32705798745155334,0.23659983277320862,0.28092536330223083,0.14187674224376678
the,0.3733934462070465,0.24490751326084137,1.0,0.4583131968975067,0.21669498085975647,0.48381632566452026,0.20225991308689117
national,0.18105065822601318,0.13850508630275726,0.32739606499671936,0.14381413161754608,0.21306844055652618,0.21661384403705597,0.12656448781490326
physical,0.21561264991760254,0.1741688996553421,0.20230218768119812,0.28999391198158264,0.2592819333076477,0.2420198619365692,0.16121888160705566
laboratory,0.10638436675071716,0.29624634981155396,0.19762322306632996,0.17044438421726227,0.40625646710395813,0.16936905682086945,0.1705818623304367
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.3207721710205078,0.2817870080471039,0.48816442489624023,0.25993672013282776
uk,0.10701356083154678,0.10805028676986694,0.2143084555864334,0.15941137075424194,0.1470445692539215,0.1740327775478363,0.07526861131191254
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.3207721710205078,0.2817870080471039,0.48816442489624023,0.25993672013282776
independently,0.2816416323184967,0.3004516065120697,0.2874889671802521,0.3512193560600281,0.1696103811264038,0.30097952485084534,0.17843995988368988
developed,0.1288115680217743,1.0000001192092896,0.24490751326084137,0.20922377705574036,0.24741098284721375,0.21440666913986206,0.137728750705719
the,0.3733934462070465,0.24490751326084137,1.0,0.4583131968975067,0.21669498085975647,0.48381632566452026,0.20225991308689117
same,0.26448050141334534,0.20922377705574036,0.4583131968975067,1.0,0.14334575831890106,0.3727807104587555,0.15783080458641052
message,0.23634301126003265,0.06032557040452957,0.2559654116630554,0.15552620589733124,0.19570374488830566,0.22898942232131958,0.21445982158184052
routing,0.22228312492370605,0.1729925274848938,0.2927027940750122,0.2821618616580963,0.21627795696258545,0.3063323497772217,0.16593225300312042
methodology,0.15681153535842896,0.336566299200058,0.19022232294082642,0.17430379986763,0.5153966546058655,0.20867426693439484,0.16241808235645294
as,0.3923053741455078,0.21440666913986206,0.48381632566452026,0.3727807104587555,0.197757288813591,1.0,0.20356325805187225
developed,0.1288115680217743,1.0000001192092896,0.24490751326084137,0.20922377705574036,0.24741098284721375,0.21440666913986206,0.137728750705719
by,0.39727845788002014,0.2796236276626587,0.4408751428127289,0.2768566608428955,0.15235473215579987,0.3815547823905945,0.1486193984746933
baran,0.14796708524227142,0.137728750705719,0.20225991308689117,0.15783080458641052,0.24227407574653625,0.20356325805187225,1.0
.,0.3541337847709656,0.2569568455219269,0.5934505462646484,0.3682591915130615,0.21310871839523315,0.515582263469696,0.2236904501914978
