,when,was,the,ipcc,fourth,assessment,report,published,?
the,0.5091903209686279,0.48711544275283813,1.0,0.24925659596920013,0.40804702043533325,0.28427207469940186,0.2556745111942291,0.22017472982406616,0.22068053483963013
ipcc,0.17001821100711823,0.16744299232959747,0.24925659596920013,1.0000001192092896,0.20800668001174927,0.5005803108215332,0.4727894961833954,0.33862897753715515,0.22295254468917847
fourth,0.21542590856552124,0.35251522064208984,0.40804702043533325,0.20800668001174927,1.0,0.1874305158853531,0.21586036682128906,0.18826016783714294,0.13791213929653168
assessment,0.18007445335388184,0.1369474083185196,0.28427207469940186,0.5005803108215332,0.1874305158853531,1.0,0.4765056371688843,0.3234805762767792,0.22666098177433014
report,0.1918206363916397,0.19926786422729492,0.2556745111942291,0.4727894961833954,0.21586036682128906,0.4765056371688843,0.9999998807907104,0.3798125088214874,0.3138936758041382
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.13946431875228882,0.22620493173599243,0.22030366957187653,0.21187053620815277,0.18344631791114807,0.40561532974243164
ar4,0.06170124188065529,0.10836593061685562,0.1358540952205658,0.2627212107181549,0.11339084059000015,0.05537901818752289,0.07950558513402939,0.04241136461496353,0.16079789400100708
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.12562119960784912,0.25093355774879456,0.22301208972930908,0.20366355776786804,0.17891167104244232,0.42300865054130554
published,0.1944759637117386,0.2896443009376526,0.22017472982406616,0.33862897753715515,0.18826016783714294,0.3234805762767792,0.3798125088214874,1.0,0.16280238330364227
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.1257958561182022,0.29149749875068665,0.19949871301651,0.204250767827034,0.26697060465812683,0.20430970191955566
2007,-0.1582726538181305,-0.29168957471847534,-0.23657195270061493,-0.10205449908971786,-0.10568041354417801,-0.04740704968571663,-0.10589112341403961,-0.13878703117370605,-0.1664225310087204
featured,0.13644278049468994,0.3064519464969635,0.28660184144973755,0.2103046029806137,0.25321632623672485,0.1391577124595642,0.1765248030424118,0.272149920463562,0.2944096624851227
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.12244262546300888,0.3032437562942505,0.23465169966220856,0.2148611694574356,0.1993555724620819,0.23916715383529663
graph,0.20927488803863525,0.16430960595607758,0.26083993911743164,0.2664492428302765,0.1404634416103363,0.2587076723575592,0.18454702198505402,0.1775616556406021,0.20263607800006866
showing,0.2671931982040405,0.2461533397436142,0.34540408849716187,0.1451929360628128,0.14513657987117767,0.18645626306533813,0.16073735058307648,0.2254304438829422,0.23185425996780396
12,0.24838608503341675,0.13560841977596283,0.28907760977745056,-0.10711975395679474,0.052506253123283386,-0.051534414291381836,0.032610371708869934,-0.02294556424021721,0.10021790862083435
proxy,0.267269104719162,0.15809094905853271,0.18688015639781952,0.18529900908470154,0.11178833246231079,0.19034278392791748,0.21114706993103027,0.06681526452302933,0.3304137587547302
based,0.16572482883930206,0.2870393395423889,0.29860720038414,0.2432917356491089,0.19789467751979828,0.23483408987522125,0.17583344876766205,0.3339184820652008,0.134929820895195
temperature,0.25496208667755127,0.18288718163967133,0.27585095167160034,0.32555705308914185,0.15748022496700287,0.2584882378578186,0.19190552830696106,0.12926745414733887,0.2011885941028595
reconstructions,0.17870351672172546,0.22449557483196259,0.31834158301353455,0.2579125165939331,0.11280079185962677,0.2623955011367798,0.27086102962493896,0.2134052962064743,0.16968035697937012
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.15590040385723114,0.271299809217453,0.20925334095954895,0.250803142786026,0.2937801778316498,0.31091248989105225
including,0.24633030593395233,0.21884717047214508,0.3738902807235718,0.16119970381259918,0.14716137945652008,0.13046467304229736,0.1819840669631958,0.1859210729598999,0.1633303165435791
the,0.5091903209686279,0.48711544275283813,1.0,0.24925659596920013,0.40804702043533325,0.28427207469940186,0.2556745111942291,0.22017472982406616,0.22068053483963013
three,0.2820437252521515,0.2748996615409851,0.43452659249305725,0.14248038828372955,0.3703242838382721,0.136752650141716,0.14442986249923706,0.20371723175048828,0.20928427577018738
highlighted,0.1883203387260437,0.1441752314567566,0.23636004328727722,0.2020919770002365,0.10839444398880005,0.30719685554504395,0.18442033231258392,0.19575628638267517,0.15646812319755554
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.1257958561182022,0.29149749875068665,0.19949871301651,0.204250767827034,0.26697060465812683,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.24925659596920013,0.40804702043533325,0.28427207469940186,0.2556745111942291,0.22017472982406616,0.22068053483963013
2001,-0.12046102434396744,-0.1705034077167511,-0.07246288657188416,-0.032272763550281525,-0.04303301125764847,-0.06064721941947937,-0.1508273035287857,-0.00268853479065001,-0.08740651607513428
third,0.23858320713043213,0.3460187017917633,0.4229298532009125,0.14761818945407867,0.803348183631897,0.23325467109680176,0.18072299659252167,0.19897887110710144,0.15394791960716248
assessment,0.18007445335388184,0.1369474083185196,0.28427207469940186,0.5005803108215332,0.1874305158853531,1.0,0.4765056371688843,0.3234805762767792,0.22666098177433014
report,0.1918206363916397,0.19926786422729492,0.2556745111942291,0.4727894961833954,0.21586036682128906,0.4765056371688843,0.9999998807907104,0.3798125088214874,0.3138936758041382
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.13946431875228882,0.22620493173599243,0.22030366957187653,0.21187053620815277,0.18344631791114807,0.40561532974243164
tar,0.2188258022069931,0.13091522455215454,0.20640505850315094,0.15086516737937927,0.11463577300310135,0.13886626064777374,0.11924674361944199,0.08771597594022751,0.09344086050987244
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.12562119960784912,0.25093355774879456,0.22301208972930908,0.20366355776786804,0.17891167104244232,0.42300865054130554
;,0.022927695885300636,0.0754367932677269,0.09152708947658539,0.05348220840096474,0.10649053007364273,0.028486182913184166,-0.05736152082681656,0.05283074080944061,0.10349778085947037
mann,0.19676300883293152,0.23526287078857422,0.24622340500354767,0.11925303936004639,0.1416102647781372,0.07649288326501846,0.09999403357505798,0.20915281772613525,0.1585768312215805
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.15590040385723114,0.271299809217453,0.20925334095954895,0.250803142786026,0.2937801778316498,0.31091248989105225
bradley,0.15620145201683044,0.2518783509731293,0.21225079894065857,0.20297189056873322,0.1448473185300827,0.18336330354213715,0.13973279297351837,0.21817509829998016,0.14008547365665436
&,0.050614893436431885,0.12134000658988953,0.14992168545722961,0.14441421627998352,0.13394436240196228,0.2148464173078537,0.11734640598297119,0.1589401215314865,0.12596383690834045
hughes,0.21571697294712067,0.2729848027229309,0.2516627907752991,0.14993134140968323,0.1104595884680748,0.1129278838634491,0.127796933054924,0.15680710971355438,0.1937333196401596
1999,0.012987824156880379,0.08547663688659668,0.06755080074071884,0.14403460919857025,0.05846541374921799,0.06186993420124054,0.048069681972265244,0.07446037977933884,0.05416720360517502
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.17363275587558746,0.18366172909736633,0.23029525578022003,0.26206639409065247,0.16957594454288483,0.27043893933296204
before,0.5650408267974854,0.38607707619667053,0.45900648832321167,0.15341489017009735,0.2831127941608429,0.17894013226032257,0.18895643949508667,0.16266971826553345,0.2507109045982361
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.15590040385723114,0.271299809217453,0.20925334095954895,0.250803142786026,0.2937801778316498,0.31091248989105225
jones,0.21522517502307892,0.23214209079742432,0.24446700513362885,0.19059377908706665,0.1890760064125061,0.16582025587558746,0.133562833070755,0.14427609741687775,0.1838836669921875
et,0.112318255007267,0.13651473820209503,0.16372482478618622,0.23819054663181305,0.13459905982017517,0.23299212753772736,0.1686120480298996,0.19582366943359375,0.10508361458778381
al,0.142709881067276,0.19420784711837769,0.18736925721168518,0.19538618624210358,0.1226842850446701,0.13813574612140656,0.13529077172279358,0.13224518299102783,0.12356415390968323
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.20098818838596344,0.27895694971084595,0.27635204792022705,0.277835488319397,0.23857341706752777,0.4130953550338745
