,how,many,frenchman,won,battle,of,carillon,?
the,0.33890387415885925,0.4335206151008606,0.23174822330474854,0.29432493448257446,0.2820790410041809,0.733189046382904,0.3277492821216583,0.22068053483963013
third,0.14508451521396637,0.12636491656303406,0.1566290408372879,0.28600990772247314,0.20483528077602386,0.30602210760116577,0.19992488622665405,0.15394791960716248
invasion,0.12191843241453171,0.19253648817539215,0.21113257110118866,0.17256523668766022,0.4166370630264282,0.256956547498703,0.1572580337524414,0.18923960626125336
was,0.16678167879581451,0.260356068611145,0.32306715846061707,0.35383549332618713,0.23319749534130096,0.4069072902202606,0.3016013205051422,0.18412111699581146
stopped,0.20299485325813293,0.30932682752609253,0.22105982899665833,0.26047512888908386,0.18695257604122162,0.2221805304288864,0.11468733102083206,0.15542519092559814
with,0.3525622487068176,0.35744401812553406,0.19952791929244995,0.24544957280158997,0.13577404618263245,0.41827285289764404,0.24805647134780884,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.23174822330474854,0.29432493448257446,0.2820790410041809,0.733189046382904,0.3277492821216583,0.22068053483963013
improbable,0.27428367733955383,0.3057100772857666,0.3439265787601471,0.1406652331352234,0.15867634117603302,0.2673880159854889,0.22070536017417908,0.25861263275146484
french,0.14884154498577118,0.2158181369304657,0.6816498637199402,0.18151827156543732,0.1784413456916809,0.19450366497039795,0.3178308606147766,0.1386883556842804
victory,0.1006912961602211,0.16803444921970367,0.23905616998672485,0.38835030794143677,0.4560186564922333,0.21037539839744568,0.15735837817192078,0.15412560105323792
in,0.2601168751716614,0.41474202275276184,0.1966092735528946,0.3280489146709442,0.24353940784931183,0.5696388483047485,0.28217023611068726,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.23174822330474854,0.29432493448257446,0.2820790410041809,0.733189046382904,0.3277492821216583,0.22068053483963013
battle,0.11981889605522156,0.1577351838350296,0.16751866042613983,0.20552633702754974,1.0000001192092896,0.2291749268770218,0.1540890336036682,0.1680624783039093
of,0.2480744868516922,0.37253960967063904,0.1867460459470749,0.20832067728042603,0.2291749268770218,1.0,0.3646637201309204,0.1826142966747284
carillon,0.16875824332237244,0.23761534690856934,0.3436463475227356,0.12371651083230972,0.1540890336036682,0.3646637201309204,1.0000001192092896,0.16890698671340942
",",0.22659391164779663,0.40610817074775696,0.27049118280410767,0.35968565940856934,0.23037992417812347,0.4946078956127167,0.2668619155883789,0.31091248989105225
in,0.2601168751716614,0.41474202275276184,0.1966092735528946,0.3280489146709442,0.24353940784931183,0.5696388483047485,0.28217023611068726,0.20430970191955566
which,0.4852597713470459,0.5168171525001526,0.16678936779499054,0.15727952122688293,0.20062126219272614,0.5011631846427917,0.3082443177700043,0.25814583897590637
"3,600",-0.03246445208787918,-0.04355689138174057,0.030005410313606262,-0.009171403013169765,0.055558424443006516,0.1519925743341446,0.15294067561626434,-0.010263140313327312
frenchmen,0.15489359200000763,0.2785583734512329,0.7478830814361572,0.1978612095117569,0.2669053375720978,0.22412239015102386,0.3349217474460602,0.11048837006092072
famously,0.24466827511787415,0.35705146193504333,0.2711631655693054,0.22601278126239777,0.15084592998027802,0.19045132398605347,0.2546617388725281,0.14875243604183197
and,0.33647966384887695,0.5296266674995422,0.26178932189941406,0.2795773446559906,0.15482768416404724,0.5116966962814331,0.30971401929855347,0.20544172823429108
