,what,political,group,began,to,gain,support,following,the,corruption,scandal,?
after,0.21973377466201782,0.2005874365568161,0.21563246846199036,0.42210453748703003,0.37890323996543884,0.22570830583572388,0.17943866550922394,0.39623188972473145,0.4565047025680542,0.22529561817646027,0.21714583039283752,0.16608688235282898
a,0.3320399522781372,0.21418654918670654,0.2594761848449707,0.21651826798915863,0.45503583550453186,0.26759546995162964,0.2484646886587143,0.27489006519317627,0.5829201340675354,0.19588911533355713,0.23977601528167725,0.23916715383529663
grand,0.1358851045370102,0.12752677500247955,0.08113477379083633,0.1587180197238922,0.21583840250968933,0.08689828962087631,0.06961867958307266,0.16328862309455872,0.305169016122818,0.13492780923843384,0.1497533917427063,0.1168735921382904
jury,0.25320306420326233,0.21845093369483948,0.20019792020320892,0.1567021608352661,0.25325942039489746,0.14347214996814728,0.13779617846012115,0.16615547239780426,0.26039907336235046,0.2678817808628082,0.31162986159324646,0.2145031988620758
was,0.22111038863658905,0.24282537400722504,0.1789962202310562,0.4683617055416107,0.3636345863342285,0.11071235686540604,0.2208256870508194,0.16493390500545502,0.48711544275283813,0.2639063596725464,0.2956242859363556,0.18412111699581146
convened,0.1498289853334427,0.24815526604652405,0.17184153199195862,0.26995930075645447,0.316614031791687,0.14382241666316986,0.20017486810684204,0.1989748477935791,0.2804921269416809,0.1795562505722046,0.21409152448177338,0.12000016868114471
to,0.455847829580307,0.2065112292766571,0.2672896385192871,0.2731419503688812,1.0,0.3898973762989044,0.2742273211479187,0.31711265444755554,0.535392165184021,0.22868205606937408,0.1916658729314804,0.29463258385658264
investigate,0.2503477931022644,0.19330660998821259,0.17266860604286194,0.16283342242240906,0.23519323766231537,0.17499437928199768,0.20107077062129974,0.1878533661365509,0.25379443168640137,0.38145503401756287,0.3206726610660553,0.16237691044807434
",",0.3087472915649414,0.27072274684906006,0.2809832692146301,0.2705576717853546,0.44245919585227966,0.2041122019290924,0.2733234167098999,0.27101513743400574,0.4933079481124878,0.1712050884962082,0.2009008377790451,0.31091248989105225
11,0.0032819851767271757,-0.0014000621158629656,0.04355921223759651,0.06685536354780197,0.010993496514856815,0.06333166360855103,0.019459832459688187,-0.10748011618852615,-0.0219515822827816,0.025093037635087967,-0.008130379021167755,-0.04295448586344719
officials,0.23964433372020721,0.24158897995948792,0.1744336485862732,0.2957186996936798,0.30127477645874023,0.2416694611310959,0.24900655448436737,0.20392516255378723,0.36026763916015625,0.4120592474937439,0.3297618627548218,0.1505519449710846
were,0.22298263013362885,0.16721121966838837,0.2810588777065277,0.36624985933303833,0.31913647055625916,0.18545067310333252,0.2020559310913086,0.168174147605896,0.3906462490558624,0.21010510623455048,0.1718461513519287,0.17890112102031708
indicted,0.21001313626766205,0.21775253117084503,0.09245073795318604,0.19741632044315338,0.1944747269153595,0.15707038342952728,0.18864522874355316,0.18881405889987946,0.21174898743629456,0.4004337787628174,0.40602293610572815,0.19899630546569824
and,0.31309178471565247,0.33013346791267395,0.3510662019252777,0.3021392226219177,0.48971283435821533,0.2497105896472931,0.25609129667282104,0.2696467339992523,0.5171257257461548,0.20324507355690002,0.16306065022945404,0.20544172823429108
more,0.3484537899494171,0.19543394446372986,0.22754761576652527,0.21242715418338776,0.47084665298461914,0.32356125116348267,0.2825237512588501,0.24484963715076447,0.39758381247520447,0.20061694085597992,0.1314828246831894,0.27894994616508484
were,0.22298263013362885,0.16721121966838837,0.2810588777065277,0.36624985933303833,0.31913647055625916,0.18545067310333252,0.2020559310913086,0.168174147605896,0.3906462490558624,0.21010510623455048,0.1718461513519287,0.17890112102031708
forced,0.2257918417453766,0.20750021934509277,0.19864889979362488,0.2851042151451111,0.3537954092025757,0.19152647256851196,0.24000485241413116,0.2048266977071762,0.2571122944355011,0.21884392201900482,0.19591426849365234,0.17547516524791718
to,0.455847829580307,0.2065112292766571,0.2672896385192871,0.2731419503688812,1.0,0.3898973762989044,0.2742273211479187,0.31711265444755554,0.535392165184021,0.22868205606937408,0.1916658729314804,0.29463258385658264
resign,0.28687357902526855,0.2836622893810272,0.04589850455522537,0.1712287962436676,0.24382203817367554,0.23116831481456757,0.28448885679244995,0.21837511658668518,0.20793606340885162,0.3662882149219513,0.4248254597187042,0.20781263709068298
.,0.3567904531955719,0.24802669882774353,0.27268800139427185,0.19236212968826294,0.4645031690597534,0.20901274681091309,0.2751289904117584,0.30538758635520935,0.5934505462646484,0.1565260887145996,0.17578686773777008,0.4130953550338745
