,how,long,does,it,take,to,know,the,outcome,of,a,division,?
as,0.33782753348350525,0.23432248830795288,0.31202155351638794,0.4461488723754883,0.26337623596191406,0.42092081904411316,0.32223308086395264,0.48381632566452026,0.2745795249938965,0.3886612355709076,0.39550232887268066,0.15425626933574677,0.27043893933296204
a,0.29312583804130554,0.3795371353626251,0.38201746344566345,0.5452592968940735,0.2789212465286255,0.45503583550453186,0.3143780827522278,0.5829201340675354,0.22244083881378174,0.5052502155303955,1.0,0.19939710199832916,0.23916715383529663
result,0.23323923349380493,0.1738213747739792,0.18998359143733978,0.21765680611133575,0.21445338428020477,0.23653174936771393,0.1691722571849823,0.27778977155685425,0.51637202501297,0.231380432844162,0.2767398953437805,0.14544451236724854,0.17218433320522308
",",0.22659391164779663,0.3431144952774048,0.28617382049560547,0.48329564929008484,0.2881867289543152,0.44245919585227966,0.32349470257759094,0.4933079481124878,0.20479145646095276,0.4946078956127167,0.427140474319458,0.24344468116760254,0.31091248989105225
the,0.33890387415885925,0.3075225353240967,0.35928019881248474,0.6251175999641418,0.31620436906814575,0.535392165184021,0.31593990325927734,1.0,0.23770277202129364,0.733189046382904,0.5829201340675354,0.26203617453575134,0.22068053483963013
outcome,0.3252100944519043,0.10555291175842285,0.25371184945106506,0.23901493847370148,0.247340127825737,0.2888931632041931,0.29469695687294006,0.23770277202129364,1.0,0.19598515331745148,0.22244083881378174,0.1403997242450714,0.2687326669692993
of,0.2480744868516922,0.2567519545555115,0.3119818866252899,0.38761502504348755,0.29282352328300476,0.41548454761505127,0.24288669228553772,0.733189046382904,0.19598515331745148,1.0,0.5052502155303955,0.23579144477844238,0.1826142966747284
each,0.4183253347873688,0.2636587917804718,0.31699198484420776,0.31343626976013184,0.29666659235954285,0.3941934108734131,0.2595018744468689,0.470844566822052,0.2613438367843628,0.38460010290145874,0.434999018907547,0.17283420264720917,0.21173812448978424
division,0.1334267407655716,0.05051787570118904,0.10631364583969116,0.2437172681093216,0.07812254130840302,0.20332986116409302,0.07562238723039627,0.26203617453575134,0.1403997242450714,0.23579144477844238,0.19939710199832916,1.0,0.08900629729032516
is,0.22544461488723755,0.28473302721977234,0.4403602182865143,0.6328473687171936,0.22669753432273865,0.42745086550712585,0.31726783514022827,0.5823672413825989,0.22367502748966217,0.4854315221309662,0.658733606338501,0.20176531374454498,0.22961433231830597
known,0.16194356977939606,0.24638257920742035,0.24860821664333344,0.2640952467918396,0.10899697244167328,0.14337651431560516,0.32153865694999695,0.3624623417854309,0.09475110471248627,0.35814476013183594,0.30882248282432556,0.10806595534086227,0.18314571678638458
in,0.2601168751716614,0.2759332060813904,0.214483380317688,0.5130809545516968,0.21975718438625336,0.45010748505592346,0.26705145835876465,0.6662389636039734,0.20638000965118408,0.5696388483047485,0.539380669593811,0.2658538520336151,0.20430970191955566
seconds,0.20343491435050964,0.3287029564380646,0.22685255110263824,0.22670519351959229,0.2818126678466797,0.2531445622444153,0.21688921749591827,0.1997634470462799,0.19518089294433594,0.13684065639972687,0.2580257058143616,0.12180851399898529,0.20335537195205688
.,0.3287222981452942,0.3247973620891571,0.3022993505001068,0.5593622326850891,0.3045158088207245,0.4645031690597534,0.3386111259460449,0.5934505462646484,0.22835712134838104,0.5352458953857422,0.50484299659729,0.27855971455574036,0.4130953550338745
