,what,did,hamas,win,in,the,january,2006,legislative,election,?
in,0.30808621644973755,0.2593238651752472,0.16542012989521027,0.2503834664821625,1.0,0.6662389636039734,0.28467586636543274,-0.04600946605205536,0.24765221774578094,0.2450414001941681,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.25661513209342957,0.28308698534965515,0.6662389636039734,1.0,0.2467057853937149,0.11294147372245789,0.27501925826072693,0.22873377799987793,0.22068053483963013
january,0.19257698953151703,0.23508968949317932,0.2206922471523285,0.18416714668273926,0.28467586636543274,0.2467057853937149,1.0000001192092896,-0.23159214854240417,0.1536535918712616,0.2477644681930542,0.28608936071395874
2006,-0.0008085015579126775,-0.07636451721191406,0.035508736968040466,-0.10328231006860733,-0.04600946605205536,0.11294147372245789,-0.23159214854240417,1.0,-0.014084041118621826,-0.12533627450466156,-0.1194092258810997
legislative,0.22232688963413239,0.15720166265964508,0.2504202723503113,0.1466383934020996,0.24765221774578094,0.27501925826072693,0.1536535918712616,-0.014084041118621826,1.0,0.49549102783203125,0.1654243916273117
election—its,0.23120823502540588,0.19191238284111023,0.2595902681350708,0.30130794644355774,0.24068893492221832,0.20796672999858856,0.2541201114654541,-0.1217149868607521,0.4683968126773834,0.9188295602798462,0.28731855750083923
first,0.28086137771606445,0.33691170811653137,0.16090701520442963,0.3235439956188202,0.4127444326877594,0.49448907375335693,0.2734774649143219,-0.004530367907136679,0.24741989374160767,0.2726391851902008,0.18701928853988647
foray,0.19243447482585907,0.13268917798995972,0.1575234979391098,0.1623370200395584,0.27930986881256104,0.2563749849796295,0.17389729619026184,-0.10556129366159439,0.09767089784145355,0.189763605594635,0.22872884571552277
into,0.2180619090795517,0.14888085424900055,0.15075527131557465,0.13418982923030853,0.38021373748779297,0.39493247866630554,0.16809192299842834,0.08349353075027466,0.15390250086784363,0.10477401316165924,0.15662476420402527
the,0.42745697498321533,0.34736719727516174,0.25661513209342957,0.28308698534965515,0.6662389636039734,1.0,0.2467057853937149,0.11294147372245789,0.27501925826072693,0.22873377799987793,0.22068053483963013
political,0.21846716105937958,0.21022029221057892,0.29284191131591797,0.1886664181947708,0.22136160731315613,0.20477235317230225,0.22995072603225708,-0.13105668127536774,0.39102065563201904,0.4484173059463501,0.17130474746227264
process—it,0.32083699107170105,0.17282786965370178,0.15795281529426575,0.12249384820461273,0.1941836029291153,0.24110111594200134,0.04715975373983383,0.19876079261302948,0.20277589559555054,0.18711090087890625,0.2519380748271942
won,0.14840687811374664,0.3493216037750244,0.14508000016212463,0.667466402053833,0.3280489146709442,0.29432493448257446,0.23642456531524658,-0.13425400853157043,0.14995647966861725,0.3182719051837921,0.17925700545310974
the,0.42745697498321533,0.34736719727516174,0.25661513209342957,0.28308698534965515,0.6662389636039734,1.0,0.2467057853937149,0.11294147372245789,0.27501925826072693,0.22873377799987793,0.22068053483963013
majority,0.25967487692832947,0.19529776275157928,0.2722855508327484,0.18061119318008423,0.2563854157924652,0.28757327795028687,0.1747841089963913,0.014863019809126854,0.3778544068336487,0.4020082652568817,0.220119908452034
of,0.33290785551071167,0.2513895630836487,0.1995590180158615,0.18048720061779022,0.5696388483047485,0.733189046382904,0.19923388957977295,0.10009169578552246,0.34083476662635803,0.23051156103610992,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.25661513209342957,0.28308698534965515,0.6662389636039734,1.0,0.2467057853937149,0.11294147372245789,0.27501925826072693,0.22873377799987793,0.22068053483963013
seats,0.12961463630199432,0.16118532419204712,0.2232622504234314,0.2764355540275574,0.26510122418403625,0.25880131125450134,0.13898774981498718,0.008322019129991531,0.4075150787830353,0.48095691204071045,0.10678832978010178
",",0.3087472915649414,0.3015086054801941,0.21630539000034332,0.2999197840690613,0.5201468467712402,0.4933079481124878,0.4213674068450928,-0.14199310541152954,0.24434074759483337,0.22834618389606476,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.2204926311969757,0.25380003452301025,0.4954058527946472,0.5171257257461548,0.24588775634765625,-0.03637295588850975,0.2681875228881836,0.19142299890518188,0.20544172823429108
in,0.30808621644973755,0.2593238651752472,0.16542012989521027,0.2503834664821625,1.0,0.6662389636039734,0.28467586636543274,-0.04600946605205536,0.24765221774578094,0.2450414001941681,0.20430970191955566
2007,-0.15549811720848083,-0.2447822093963623,-0.15258446335792542,-0.1461108922958374,-0.2201838344335556,-0.23657195270061493,-0.2428850382566452,0.23328056931495667,-0.23121939599514008,-0.24550405144691467,-0.1664225310087204
it,0.45803478360176086,0.2993364930152893,0.19280530512332916,0.21940365433692932,0.5130809545516968,0.6251175999641418,0.23898674547672272,0.03824596479535103,0.2187502086162567,0.22174210846424103,0.25732165575027466
drove,0.1460457593202591,0.28850695490837097,0.05938536673784256,0.309823602437973,0.2219095677137375,0.24859486520290375,0.1684686243534088,-0.037979938089847565,0.06386939436197281,0.12714560329914093,0.10733011364936829
the,0.42745697498321533,0.34736719727516174,0.25661513209342957,0.28308698534965515,0.6662389636039734,1.0,0.2467057853937149,0.11294147372245789,0.27501925826072693,0.22873377799987793,0.22068053483963013
plo,0.15021194517612457,0.16712789237499237,0.44502100348472595,0.20388051867485046,0.13209852576255798,0.18535444140434265,0.15460847318172455,-0.03483377769589424,0.2069934755563736,0.22224368155002594,0.1690802425146103
out,0.3633197546005249,0.28413498401641846,0.15059131383895874,0.22916464507579803,0.3576207756996155,0.39404502511024475,0.18392439186573029,0.021495169028639793,0.19672107696533203,0.1916065216064453,0.22020699083805084
of,0.33290785551071167,0.2513895630836487,0.1995590180158615,0.18048720061779022,0.5696388483047485,0.733189046382904,0.19923388957977295,0.10009169578552246,0.34083476662635803,0.23051156103610992,0.1826142966747284
gaza,0.15590357780456543,0.14166100323200226,0.5601406693458557,0.14549855887889862,0.1529129147529602,0.23494206368923187,0.15050293505191803,-0.014316930435597897,0.19264259934425354,0.19723403453826904,0.14649301767349243
.,0.3567904531955719,0.35288307070732117,0.20643571019172668,0.25577837228775024,0.5591574311256409,0.5934505462646484,0.36771366000175476,-0.13838863372802734,0.25327762961387634,0.25081899762153625,0.4130953550338745
