,what,year,did,tesla,enroll,at,an,engineering,school,?
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.17097744345664978,0.23368561267852783,0.4374977946281433,0.2605783939361572,0.2634803354740143,0.26157811284065247,0.20430970191955566
1875,0.12304215133190155,0.20294611155986786,0.15116965770721436,0.151961088180542,0.06545887887477875,0.17460308969020844,0.09269380569458008,-0.00013408932136371732,0.08720116317272186,0.22339659929275513
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.2468680739402771,0.38314947485923767,0.3581022024154663,0.24572694301605225,0.27141863107681274,0.31091248989105225
tesla,0.23221199214458466,0.1455472707748413,0.09757418930530548,0.9999999403953552,0.2087692767381668,0.16552478075027466,0.13714656233787537,0.31800028681755066,0.16295383870601654,0.10250775516033173
enrolled,0.1339339166879654,0.2630280554294586,0.23432742059230804,0.15411603450775146,0.846315324306488,0.35543200373649597,0.1977071911096573,0.3116748332977295,0.5187698006629944,0.09043214470148087
at,0.2838611304759979,0.3146436810493469,0.28390252590179443,0.16552478075027466,0.32266765832901,1.0,0.2446778565645218,0.18333667516708374,0.3177914023399353,0.21978627145290375
austrian,0.1206708550453186,0.17161822319030762,0.1650308519601822,0.21734847128391266,0.15637090802192688,0.18009893596172333,0.20813749730587006,0.10491665452718735,0.13088908791542053,0.10452693700790405
polytechnic,0.1455845832824707,0.1674765795469284,0.15189918875694275,0.2251133769750595,0.5162185430526733,0.37801700830459595,0.1333686113357544,0.47127172350883484,0.4273337423801422,0.13763803243637085
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.17097744345664978,0.23368561267852783,0.4374977946281433,0.2605783939361572,0.2634803354740143,0.26157811284065247,0.20430970191955566
graz,0.1652703881263733,0.2014620453119278,0.15470579266548157,0.27265462279319763,0.20714189112186432,0.2698480188846588,0.1496235728263855,0.13232317566871643,0.1791027933359146,0.19033589959144592
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.2468680739402771,0.38314947485923767,0.3581022024154663,0.24572694301605225,0.27141863107681274,0.31091248989105225
austria,0.15969835221767426,0.1707368791103363,0.1684301197528839,0.2749306261539459,0.17273272573947906,0.17815373837947845,0.16287007927894592,0.11092417687177658,0.13598336279392242,0.16068434715270996
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.2468680739402771,0.38314947485923767,0.3581022024154663,0.24572694301605225,0.27141863107681274,0.31091248989105225
on,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.16159376502037048,0.17768357694149017,0.4806317389011383,0.3192969560623169,0.16422677040100098,0.2388053983449936,0.2714994251728058
a,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.2211925983428955,0.1912536919116974,0.3095070421695709,0.44552403688430786,0.22954386472702026,0.2245093584060669,0.23916715383529663
military,0.18809624016284943,0.20159640908241272,0.17979979515075684,0.18128615617752075,0.23226407170295715,0.17305372655391693,0.16605477035045624,0.27188175916671753,0.17106835544109344,0.1890317052602768
frontier,0.23734928667545319,0.11632406711578369,0.20067201554775238,0.18761107325553894,0.08354136347770691,0.14477041363716125,0.1473676562309265,0.15783533453941345,0.14717677235603333,0.13416144251823425
scholarship,0.18312285840511322,0.2946324050426483,0.30774229764938354,0.20302057266235352,0.5134921669960022,0.27096912264823914,0.18335922062397003,0.32919785380363464,0.5013362169265747,0.07760601490736008
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.17949827015399933,0.22353823482990265,0.4549728035926819,0.3581749200820923,0.18122120201587677,0.24214158952236176,0.4130953550338745
