,no,appointment,is,official,fixed,until,what,occurs,?
until,0.17005956172943115,0.28585293889045715,0.23065046966075897,0.19067829847335815,0.19701634347438812,1.0,0.2693650424480438,0.11149165779352188,0.20304496586322784
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
bishop,0.13407883048057556,0.2870684266090393,0.2021445631980896,0.17610271275043488,0.12892355024814606,0.17803196609020233,0.12667463719844818,0.09782352298498154,0.19730713963508606
has,0.2747333347797394,0.1344069242477417,0.5668748617172241,0.18222501873970032,0.2507273554801941,0.23921142518520355,0.20338068902492523,0.16743028163909912,0.15994466841220856
read,0.19071736931800842,0.21521501243114471,0.23349331319332123,0.157976895570755,0.30554938316345215,0.10289718955755234,0.4041415750980377,0.1496853083372116,0.30917879939079285
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
appointments,0.18457332253456116,0.9044945240020752,0.0920238122344017,0.284160852432251,0.16124147176742554,0.2599925398826599,0.22869615256786346,0.11539049446582794,0.1699383556842804
at,0.203653946518898,0.24655404686927795,0.25906258821487427,0.2509906589984894,0.24879464507102966,0.3527887761592865,0.2838611304759979,0.23124060034751892,0.21978627145290375
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
session,0.15469856560230255,0.29390737414360046,0.1451595574617386,0.1481851488351822,0.1411982625722885,0.19148586690425873,0.17364954948425293,0.12510402500629425,0.1393868774175644
of,0.24809792637825012,0.32000482082366943,0.4854315221309662,0.2864961326122284,0.1495256870985031,0.2787701487541199,0.33290785551071167,0.24937129020690918,0.1826142966747284
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
annual,0.10815271735191345,0.26958218216896057,0.20538382232189178,0.24582500755786896,0.1389504075050354,0.12527024745941162,0.14798973500728607,0.20865650475025177,0.1083487942814827
conference,0.1772405505180359,0.27801910042762756,0.13909097015857697,0.18248920142650604,0.10304766148328781,0.14898787438869476,0.15329721570014954,0.1692238599061966,0.11172781884670258
",",0.29972612857818604,0.2784482538700104,0.4691906273365021,0.2088543325662613,0.18453384935855865,0.2947838604450226,0.3087472915649414,0.2801711857318878,0.31091248989105225
no,1.0,0.1695719063282013,0.19581134617328644,0.24114970862865448,0.25459522008895874,0.17005956172943115,0.339326947927475,0.14825236797332764,0.32165053486824036
appointments,0.18457332253456116,0.9044945240020752,0.0920238122344017,0.284160852432251,0.16124147176742554,0.2599925398826599,0.22869615256786346,0.11539049446582794,0.1699383556842804
are,0.2432553917169571,0.07746365666389465,0.5330929756164551,0.12171322852373123,0.2600231468677521,0.154075488448143,0.29724663496017456,0.2871343791484833,0.24591213464736938
officially,0.17681267857551575,0.31175220012664795,0.2830421030521393,0.5938388705253601,0.1444288194179535,0.3453391194343567,0.17107035219669342,0.15519003570079803,0.15603435039520264
fixed,0.25459522008895874,0.08966794610023499,0.19544963538646698,0.0562141053378582,0.9999998807907104,0.19701634347438812,0.255135715007782,0.23685504496097565,0.2728462815284729
.,0.35224834084510803,0.24278326332569122,0.4569662809371948,0.2367454320192337,0.2279260754585266,0.36876651644706726,0.3567904531955719,0.1716700792312622,0.4130953550338745
,no,appointment,is,official,fixed,until,what,occurs,?
all,0.389975368976593,0.21258114278316498,0.2553904056549072,0.18221497535705566,0.3555547893047333,0.20471467077732086,0.41981086134910583,0.18559487164020538,0.29575422406196594
clergy,0.15912368893623352,0.3847981095314026,0.14745484292507172,0.207761749625206,0.1416061818599701,0.1453491747379303,0.21005667746067047,0.14829254150390625,0.14422976970672607
appointments,0.18457332253456116,0.9044945240020752,0.0920238122344017,0.284160852432251,0.16124147176742554,0.2599925398826599,0.22869615256786346,0.11539049446582794,0.1699383556842804
are,0.2432553917169571,0.07746365666389465,0.5330929756164551,0.12171322852373123,0.2600231468677521,0.154075488448143,0.29724663496017456,0.2871343791484833,0.24591213464736938
made,0.3943485915660858,0.19582371413707733,0.29543453454971313,0.18841449916362762,0.22978296875953674,0.2554455101490021,0.23419176042079926,0.13246986269950867,0.17218779027462006
and,0.25880882143974304,0.23583510518074036,0.3859752118587494,0.15831619501113892,0.19866685569286346,0.3372601866722107,0.31309178471565247,0.18975435197353363,0.20544172823429108
fixed,0.25459522008895874,0.08966794610023499,0.19544963538646698,0.0562141053378582,0.9999998807907104,0.19701634347438812,0.255135715007782,0.23685504496097565,0.2728462815284729
annually,0.09329365193843842,0.2934938371181488,0.23383666574954987,0.21252168715000153,0.21481581032276154,0.23022396862506866,0.13421958684921265,0.1900469809770584,0.1364409476518631
by,0.15267254412174225,0.24334518611431122,0.3899846076965332,0.2104732245206833,0.17480029165744781,0.26738616824150085,0.2455483376979828,0.1554451882839203,0.17966607213020325
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
resident,0.1469523012638092,0.240034818649292,0.23016661405563354,0.24505646526813507,0.07911719381809235,0.1644168496131897,0.18262146413326263,0.10583434998989105,0.10287734121084213
bishop,0.13407883048057556,0.2870684266090393,0.2021445631980896,0.17610271275043488,0.12892355024814606,0.17803196609020233,0.12667463719844818,0.09782352298498154,0.19730713963508606
on,0.3244728446006775,0.19726745784282684,0.3635730445384979,0.2521604001522064,0.22232680022716522,0.3038109838962555,0.34226128458976746,0.23673555254936218,0.2714994251728058
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
advice,0.17361748218536377,0.44916069507598877,0.15759119391441345,0.1975661963224411,0.1971893608570099,0.11374825984239578,0.28473421931266785,0.08551636338233948,0.17199933528900146
of,0.24809792637825012,0.32000482082366943,0.4854315221309662,0.2864961326122284,0.1495256870985031,0.2787701487541199,0.33290785551071167,0.24937129020690918,0.1826142966747284
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
annual,0.10815271735191345,0.26958218216896057,0.20538382232189178,0.24582500755786896,0.1389504075050354,0.12527024745941162,0.14798973500728607,0.20865650475025177,0.1083487942814827
conference,0.1772405505180359,0.27801910042762756,0.13909097015857697,0.18248920142650604,0.10304766148328781,0.14898787438869476,0.15329721570014954,0.1692238599061966,0.11172781884670258
cabinet,0.1426670104265213,0.4150751233100891,0.16536220908164978,0.2115863412618637,0.18178939819335938,0.25544455647468567,0.16852743923664093,0.02617594599723816,0.16409438848495483
",",0.29972612857818604,0.2784482538700104,0.4691906273365021,0.2088543325662613,0.18453384935855865,0.2947838604450226,0.3087472915649414,0.2801711857318878,0.31091248989105225
which,0.32479003071784973,0.1814652532339096,0.4457404911518097,0.18692700564861298,0.3264283239841461,0.2778668999671936,0.5261979103088379,0.3143232762813568,0.25814583897590637
is,0.19581134617328644,0.13353019952774048,1.0,0.21236078441143036,0.19544963538646698,0.23065046966075897,0.28837618231773376,0.3398558497428894,0.22961433231830597
composed,0.1529405117034912,0.18165120482444763,0.18838012218475342,0.13243407011032104,0.12268143147230148,0.16379253566265106,0.14231626689434052,0.13455605506896973,0.0784355029463768
of,0.24809792637825012,0.32000482082366943,0.4854315221309662,0.2864961326122284,0.1495256870985031,0.2787701487541199,0.33290785551071167,0.24937129020690918,0.1826142966747284
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
area,0.14662683010101318,0.11634368449449539,0.29283958673477173,0.1377994418144226,0.18770691752433777,0.14918923377990723,0.21965408325195312,0.19893410801887512,0.12640461325645447
provost/dean,0.21018370985984802,0.4452510476112366,0.26804688572883606,0.2560988962650299,0.1540517359972,0.2356458455324173,0.22747737169265747,0.17933271825313568,0.22338485717773438
(,0.28322693705558777,0.17116492986679077,0.35393038392066956,0.20883582532405853,0.2693611979484558,0.24892988801002502,0.2411840260028839,0.17926692962646484,0.40561532974243164
if,0.41504931449890137,0.14760872721672058,0.30927813053131104,0.14741864800453186,0.3676462471485138,0.2653231620788574,0.5277165174484253,0.18611042201519012,0.4441644251346588
one,0.32319608330726624,0.15834829211235046,0.4544198513031006,0.17908109724521637,0.2630961537361145,0.27872219681739807,0.376489520072937,0.21663779020309448,0.2673267424106598
is,0.19581134617328644,0.13353019952774048,1.0,0.21236078441143036,0.19544963538646698,0.23065046966075897,0.28837618231773376,0.3398558497428894,0.22961433231830597
appointed,0.11047925055027008,0.7726798057556152,0.10446545481681824,0.28199273347854614,0.1334652304649353,0.3131175935268402,0.1642993837594986,0.07358810305595398,0.13895352184772491
),0.28349557518959045,0.1829570233821869,0.37732169032096863,0.2148369550704956,0.27534767985343933,0.2535041272640228,0.26259949803352356,0.1586141288280487,0.42300865054130554
and,0.25880882143974304,0.23583510518074036,0.3859752118587494,0.15831619501113892,0.19866685569286346,0.3372601866722107,0.31309178471565247,0.18975435197353363,0.20544172823429108
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
several,0.21183228492736816,0.18350912630558014,0.20361857116222382,0.1450825333595276,0.212726891040802,0.23970575630664825,0.22446060180664062,0.15277348458766937,0.15595775842666626
district,0.16399843990802765,0.17415514588356018,0.2656395733356476,0.15327155590057373,0.06255777925252914,0.20172066986560822,0.13126243650913239,0.10349273681640625,0.06725285202264786
superintendents,0.1654941886663437,0.3760612905025482,0.17509184777736664,0.22115640342235565,0.1017473116517067,0.21783912181854248,0.1949721723794937,0.10274112224578857,0.10023680329322815
of,0.24809792637825012,0.32000482082366943,0.4854315221309662,0.2864961326122284,0.1495256870985031,0.2787701487541199,0.33290785551071167,0.24937129020690918,0.1826142966747284
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
districts,0.16103067994117737,0.15910404920578003,0.20545536279678345,0.20456527173519135,0.14283791184425354,0.17957182228565216,0.16162313520908356,0.06054609641432762,0.10677915066480637
of,0.24809792637825012,0.32000482082366943,0.4854315221309662,0.2864961326122284,0.1495256870985031,0.2787701487541199,0.33290785551071167,0.24937129020690918,0.1826142966747284
the,0.3461136817932129,0.27414143085479736,0.5823672413825989,0.3133983910083771,0.27127328515052795,0.37191009521484375,0.42745697498321533,0.30771008133888245,0.22068053483963013
annual,0.10815271735191345,0.26958218216896057,0.20538382232189178,0.24582500755786896,0.1389504075050354,0.12527024745941162,0.14798973500728607,0.20865650475025177,0.1083487942814827
conference,0.1772405505180359,0.27801910042762756,0.13909097015857697,0.18248920142650604,0.10304766148328781,0.14898787438869476,0.15329721570014954,0.1692238599061966,0.11172781884670258
.,0.35224834084510803,0.24278326332569122,0.4569662809371948,0.2367454320192337,0.2279260754585266,0.36876651644706726,0.3567904531955719,0.1716700792312622,0.4130953550338745
